congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,Average,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
106,House,29578,73,2,WA,200,0.477690289,1,"METCALF, Jack",M000669,1927,2007,0.384,-0.169,-261.19792,0.73,829,116,,0.464,-0.203
106,House,29580,73,4,WA,200,0.453781513,1,"HASTINGS, Richard Norman (Doc)",H000329,1941,,0.416,0.411,-119.16722,0.87,859,43,,0.461,0.253
106,House,29581,73,5,WA,200,0.482612383,1,"NETHERCUTT, George R., Jr.",N000051,1944,,0.357,0.08,-170.22626,0.818,845,70,,0.374,0.078
106,House,29768,73,9,WA,100,0.570390554,1,"SMITH, Adam",S000510,1965,,-0.284,-0.161,-314.13707,0.67291,793,126,,-0.212,-0.139
106,House,29937,73,1,WA,100,0.523573201,1,"INSLEE, Jay Robert",I000026,1951,,-0.33,-0.194,-286.64654,0.72,873,135,,-0.294,-0.275
106,House,29938,73,3,WA,100,0.47394958,1,"BAIRD, Brian",B001229,1956,,-0.342,0.257,-285.46747,0.718,863,131,,-0.41,0.27
106,House,39312,73,8,WA,200,0.491364421,1,"DUNN, Jennifer Blackburn",D000549,1941,2007,0.384,-0.261,-173.04292,0.813,835,76,,0.384,-0.274
106,House,14448,56,3,WV,100,0.554338669,1,"RAHALL, Nick Joe, II",R000011,1949,,-0.306,0.45,-332.58176,0.679,859,138,,-0.301,0.539
106,House,15077,56,2,WV,100,0.557477111,1,"WISE, Robert Ellsworth, Jr.",W000654,1948,,-0.32,0.253,-244.34648,0.718,738,112,,-0.238,0.341
106,House,15083,56,1,WV,100,0.609645132,1,"MOLLOHAN, Alan Bowlby",M000844,1943,,-0.292,0.657,-330.05164,0.661,798,135,,-0.197,0.495
106,House,12036,25,7,WI,100,0.460759494,1,"OBEY, David Ross",O000007,1938,,-0.45,-0.063,-322.37663,0.685,852,129,,-0.478,0.069
106,House,14657,25,9,WI,200,0.400998336,1,"SENSENBRENNER, Frank James, Jr.",S000244,1943,,0.638,-0.58,-298.25608,0.70836,865,126,,0.818,-0.482
106,House,14675,25,6,WI,200,0.461410788,1,"PETRI, Thomas Evert",P000265,1940,,0.379,-0.367,-310.0551,0.7,870,144,,0.518,-0.442
106,House,15082,25,4,WI,100,0.51474305,1,"KLECZKA, Gerald Daniel",K000259,1943,,-0.322,-0.093,-263.47143,0.736,860,117,,-0.327,-0.093
106,House,29769,25,3,WI,100,0.525041736,1,"KIND, Ron",K000188,1963,,-0.262,-0.08,-327.01964,0.68459,863,141,,-0.286,-0.252
106,House,29939,25,1,WI,200,0.435833333,1,"RYAN, Paul D.",R000570,1970,,0.556,-0.25,-229.70399,0.76772,869,98,,0.527,-0.287
106,House,29940,25,2,WI,100,0.447546531,1,"BALDWIN, Tammy",B001230,1962,,-0.493,-0.14,-186.35088,0.80188,844,91,,-0.526,-0.414
106,House,29941,25,8,WI,200,0.454469507,1,"GREEN, Mark",G000545,1960,,0.456,-0.294,-226.45812,0.769,864,102,,0.452,-0.22
106,House,39315,25,5,WI,100,0.467782427,1,"BARRETT, Thomas M.",B000177,1953,,-0.38,-0.507,-241.57378,0.757,868,113,,-0.451,-0.519
106,House,29584,68,1,WY,200,0.442608696,1,"CUBIN, Barbara L.",C000962,1946,,0.501,0.345,-157.35533,0.829,838,60,,0.509,0.318
