congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
107,House,14669,71,21,CA,200,0,1,"THOMAS, William Marshall",T000188,1941,,0.371,-0.277,-110.27284,0.844,652,40,,0.34,-0.412
107,House,14813,71,28,CA,200,0,1,"DREIER, David Timothy",D000492,1952,,0.478,-0.084,-99.95691,0.863,678,38,,0.376,-0.201
107,House,14835,71,52,CA,200,0,1,"HUNTER, Duncan Lee",H000981,1948,,0.47,0.02,-108.1439,0.846,648,40,,0.418,0.207
107,House,14837,71,12,CA,100,0,1,"LANTOS, Thomas Peter",L000090,1928,2008.0,-0.376,-0.033,-115.19217,0.837,649,41,,-0.39,-0.237
107,House,15005,71,26,CA,100,0,1,"BERMAN, Howard Lawrence",B000410,1941,,-0.404,-0.286,-110.27255,0.839,629,43,,-0.397,-0.348
107,House,15413,71,23,CA,200,0,1,"GALLEGLY, Elton W.",G000021,1944,,0.402,-0.1,-79.33535,0.886,658,32,,0.347,-0.048
107,House,15420,71,2,CA,200,0,1,"HERGER, Walter William (Wally)",H000528,1945,,0.551,0.117,-94.72749,0.866,661,36,,0.552,0.101
107,House,15448,71,8,CA,100,0,1,"PELOSI, Nancy",P000197,1940,,-0.49,-0.206,-99.48733,0.86105,665,41,,-0.492,-0.309
107,House,15601,71,47,CA,200,0,1,"COX, Charles Christopher",C000830,1952,,0.54,-0.236,-89.07669,0.867,626,45,,0.565,-0.36
107,House,15621,71,45,CA,200,0,1,"ROHRABACHER, Dana",R000409,1947,,0.626,-0.417,-145.92015,0.80585,676,69,,0.694,-0.372
107,House,15635,71,18,CA,100,0,1,"CONDIT, Gary Adrian",C000670,1948,,-0.103,0.3,-404.95487,0.53,637,170,,-0.26,0.329
107,House,20103,71,15,CA,100,0,1,"HONDA, Mike",H001034,1941,,-0.529,-0.482,-122.25338,0.833,671,53,,-0.542,-0.605
107,House,20104,71,27,CA,100,0,1,"SCHIFF, Adam",S001150,1960,,-0.349,-0.129,-151.4082,0.79933,676,67,,-0.295,-0.173
107,House,20105,71,31,CA,100,0,1,"SOLIS, Hilda L.",S001153,1957,,-0.508,-0.312,-97.22369,0.864,664,41,,-0.508,-0.35
107,House,20106,71,32,CA,100,2,2,"WATSON, Diane Edith",W000794,1933,,-0.531,-0.351,-101.70823,0.83,545,41,,-0.498,-0.308
107,House,20107,71,48,CA,200,0,1,"ISSA, Darrell",I000056,1953,,0.506,-0.085,-87.10598,0.87636,660,33,,0.373,-0.107
107,House,20108,71,49,CA,100,0,1,"DAVIS, Susan A.",D000598,1944,,-0.343,-0.104,-130.23015,0.82547,679,58,,-0.329,-0.301
107,House,29104,71,4,CA,200,0,1,"DOOLITTLE, John Taylor",D000429,1950,,0.519,0.156,-85.8398,0.878,658,39,,0.534,0.079
107,House,29105,71,20,CA,100,0,1,"DOOLEY, Calvin M.",D000424,1954,,-0.19,0.103,-220.90401,0.705,633,100,,-0.175,0.026
107,House,29106,71,35,CA,100,0,1,"WATERS, Maxine",W000187,1938,,-0.653,-0.072,-152.47194,0.78743,638,49,,-0.728,0.192
107,House,29107,71,51,CA,200,0,1,"CUNNINGHAM, Randall (Duke)",C000994,1941,,0.411,0.001,-89.65937,0.875,669,31,,0.337,0.213
107,House,29309,71,6,CA,100,0,1,"WOOLSEY, Lynn C.",W000738,1937,,-0.556,-0.529,-101.56221,0.859,668,31,,-0.556,-0.652
107,House,29311,71,11,CA,200,0,1,"POMBO, Richard William",P000419,1961,,0.461,0.469,-104.59696,0.855,666,46,,0.521,0.227
107,House,29312,71,14,CA,100,0,1,"ESHOO, Anna Georges",E000215,1942,,-0.381,-0.427,-131.65901,0.82038,665,48,,-0.389,-0.485
107,House,29313,71,17,CA,100,0,1,"FARR, Sam",F000030,1941,,-0.455,-0.219,-110.03408,0.85,675,41,,-0.481,-0.439
107,House,29315,71,25,CA,200,0,1,"McKEON, Howard P. (Buck)",M000508,1938,,0.396,0.208,-73.02481,0.898,676,23,,0.349,-0.024
107,House,29316,71,30,CA,100,0,1,"BECERRA, Xavier",B000287,1958,,-0.512,-0.283,-94.13191,0.8606,627,34,,-0.471,-0.345
107,House,29317,71,33,CA,100,0,1,"ROYBAL-ALLARD, Lucille",R000486,1941,,-0.47,-0.186,-96.98742,0.86467,667,25,,-0.464,-0.323
107,House,29318,71,36,CA,100,0,1,"HARMAN, Jane L.",H000213,1945,,-0.262,-0.12,-204.08556,0.734,660,84,,-0.257,-0.186
107,House,29320,71,38,CA,200,0,1,"HORN, John Stephen (Steve)",H000789,1931,2011.0,0.167,-0.651,-114.72583,0.843,673,48,,0.173,-0.638
107,House,29321,71,39,CA,200,0,1,"ROYCE, Edward Randall",R000487,1951,,0.657,-0.353,-145.4153,0.80464,669,77,,0.782,-0.239
107,House,29323,71,43,CA,200,0,1,"CALVERT, Ken",C000059,1953,,0.349,0.22,-60.90034,0.91274,667,23,,0.346,0.005
107,House,29325,71,50,CA,100,0,1,"FILNER, Bob",F000116,1942,,-0.652,0.002,-117.271,0.837,661,40,,-0.784,0.184
107,House,29504,71,16,CA,100,0,1,"LOFGREN, Zoe",L000397,1947,,-0.402,-0.446,-153.72015,0.79526,671,67,,-0.394,-0.552
107,House,29505,71,19,CA,200,0,1,"RADANOVICH, George P.",R000004,1955,,0.484,0.18,-97.01554,0.858,635,36,,0.42,0.113
107,House,29586,71,37,CA,100,0,1,"MILLENDER-McDONALD, Juanita",M000714,1938,2007.0,-0.438,-0.16,-93.88176,0.862,634,30,,-0.4,-0.271
107,House,29705,71,10,CA,100,0,1,"TAUSCHER, Ellen O'Kane",T000057,1951,,-0.308,-0.169,-170.22481,0.778,677,70,,-0.282,-0.181
107,House,29707,71,24,CA,100,0,1,"SHERMAN, Brad",S000344,1954,,-0.342,-0.148,-136.79821,0.81753,679,54,,-0.37,-0.198
107,House,29709,71,46,CA,100,0,1,"SANCHEZ, Loretta",S000030,1960,,-0.367,0.025,-194.36623,0.745,659,85,,-0.395,0.109
107,House,29774,71,22,CA,100,0,1,"CAPPS, Lois",C001036,1938,,-0.389,-0.227,-115.54782,0.843,677,50,,-0.354,-0.247
107,House,29775,71,44,CA,200,0,1,"BONO, Mary",B001228,1961,,0.353,-0.218,-107.13526,0.851,662,44,,0.286,-0.306
107,House,29778,71,9,CA,100,0,1,"LEE, Barbara",L000551,1946,,-0.683,-0.588,-123.78787,0.8329,677,47,,-0.69,-0.724
107,House,29901,71,1,CA,100,0,1,"THOMPSON, Michael",T000460,1951,,-0.395,0.065,-253.36135,0.68042,658,123,,-0.429,0.427
107,House,29902,71,3,CA,200,0,1,"OSE, Doug",O000164,1955,,0.289,-0.316,-131.10145,0.817,649,56,,0.227,-0.315
107,House,29903,71,34,CA,100,0,1,"NAPOLITANO, Grace Flores",N000179,1936,,-0.448,-0.249,-106.065,0.85196,662,41,,-0.428,-0.235
107,House,29905,71,41,CA,200,0,1,"MILLER, Gary G.",M001139,1948,,0.478,0.222,-73.4646,0.894,657,27,,0.513,-0.032
107,House,29942,71,42,CA,100,0,1,"BACA, Joe",B001234,1947,,-0.349,0.292,-135.25388,0.818,675,48,,-0.333,0.08
107,House,15419,62,5,CO,200,0,1,"HEFLEY, Joel M.",H000444,1935,,0.591,0.13,-329.77468,0.608,662,138,,0.807,0.303
107,House,29326,62,3,CO,200,0,1,"McINNIS, Scott",M000477,1953,,0.391,-0.083,-115.4702,0.833,634,47,,0.462,-0.001
107,House,29710,62,1,CO,100,0,1,"DeGETTE, Diana",D000197,1957,,-0.432,-0.313,-132.94835,0.81731,659,57,,-0.508,-0.511
107,House,29711,62,4,CO,200,0,1,"SCHAFFER, Robert W.",S000112,1962,,0.638,0.77,-253.40855,0.673,640,126,,0.949,0.315
107,House,29906,62,2,CO,100,0,1,"UDALL, Mark",U000038,1950,,-0.353,0.049,-231.34309,0.708,669,108,,-0.471,0.102
107,House,29907,62,6,CO,200,0,1,"TANCREDO, Thomas G.",T000458,1945,,0.75,-0.022,-127.97999,0.811,611,56,,0.848,-0.262
107,House,15028,1,6,CT,200,0,1,"JOHNSON, Nancy Lee",J000163,1935,,0.122,-0.513,-115.36222,0.84,662,45,,0.153,-0.809
107,House,15449,1,4,CT,200,0,1,"SHAYS, Christopher H.",S001144,1945,,0.129,-0.992,-154.63526,0.794,670,58,,0.244,-0.97
107,House,20109,1,2,CT,200,0,1,"SIMMONS, Robert (Rob)",S001152,1943,,0.171,-0.566,-110.91967,0.848,674,38,,0.188,-0.647
107,House,29109,1,3,CT,100,0,1,"DeLAURO, Rosa L.",D000216,1943,,-0.415,-0.118,-105.6096,0.85576,678,36,,-0.397,-0.176
107,House,29712,1,5,CT,100,0,1,"MALONEY, James H.",M000090,1948,,-0.244,-0.053,-176.14057,0.762,649,77,,-0.217,-0.068
107,House,29908,1,1,CT,100,0,1,"LARSON, John B.",L000557,1948,,-0.398,-0.052,-157.07721,0.78849,661,60,,-0.363,-0.128
107,House,29327,11,1,DE,200,0,1,"CASTLE, Michael Newbold",C000243,1939,,0.229,-0.7,-146.04582,0.806,679,50,,0.17,-0.585
107,House,13047,43,10,FL,200,0,1,"YOUNG, Charles William (Bill)",Y000031,1930,2013.0,0.325,-0.112,-83.41405,0.879,648,32,,0.338,-0.119
107,House,14860,43,22,FL,200,0,1,"SHAW, Eugene Clay, Jr.",S000303,1939,2013.0,0.3,-0.142,-84.46076,0.881,666,33,,0.317,-0.329
107,House,15006,43,9,FL,200,0,1,"BILIRAKIS, Michael",B000463,1930,,0.382,-0.219,-100.80229,0.86,667,44,,0.377,-0.062
107,House,15605,43,14,FL,200,0,1,"GOSS, Porter J.",G000336,1938,,0.421,-0.394,-70.85131,0.9,670,23,,0.399,-0.258
107,House,15627,43,6,FL,200,0,1,"STEARNS, Clifford Bundy",S000822,1941,,0.554,-0.075,-125.62661,0.825,652,60,,0.627,0.006
107,House,15634,43,18,FL,200,0,1,"ROS-LEHTINEN, Ileana",R000435,1952,,0.244,-0.225,-92.14232,0.86453,633,33,,0.269,-0.074
107,House,20110,43,1,FL,200,2,2,"MILLER, Jefferson B. (Jeff)",M001144,1959,,0.633,0.155,-66.00207,0.851,409,30,,0.586,0.303
107,House,20111,43,4,FL,200,0,1,"CRENSHAW, Ander",C001045,1944,,0.333,0.337,-60.05915,0.916,681,18,,0.369,0.07
107,House,20112,43,8,FL,200,0,1,"KELLER, Richard (Ric)",K000361,1964,,0.458,-0.068,-67.5324,0.902,658,25,,0.469,-0.006
107,House,20113,43,12,FL,200,0,1,"PUTNAM, Adam",P000586,1974,,0.414,0.14,-65.90104,0.905,657,20,,0.418,0.114
107,House,29328,43,3,FL,100,0,1,"BROWN, Corrine",B000911,1946,,-0.429,0.192,-136.21009,0.81,647,47,,-0.402,0.039
107,House,29330,43,5,FL,100,0,1,"THURMAN, Karen L.",T000253,1951,,-0.304,0.273,-166.67616,0.777,662,67,,-0.325,0.192
107,House,29331,43,7,FL,200,0,1,"MICA, John L.",M000689,1943,,0.453,0.137,-78.22416,0.89,669,35,,0.402,0.025
107,House,29333,43,13,FL,200,0,1,"MILLER, Daniel",M000720,1942,,0.453,-0.494,-87.76433,0.872,642,25,,0.441,-0.489
107,House,29334,43,17,FL,100,0,1,"MEEK, Carrie P.",M000628,1926,,-0.483,0.12,-157.70097,0.771,606,69,,-0.428,-0.09
107,House,29335,43,20,FL,100,0,1,"DEUTSCH, Peter R.",D000275,1957,,-0.324,-0.115,-162.89709,0.777,645,70,,-0.342,-0.21
107,House,29336,43,21,FL,200,0,1,"DIAZ-BALART, Lincoln",D000299,1954,,0.243,-0.105,-101.96131,0.855,650,34,,0.285,0.027
107,House,29337,43,23,FL,100,0,1,"HASTINGS, Alcee Lamar",H000324,1936,,-0.564,0.158,-190.46575,0.72992,605,86,,-0.527,0.291
107,House,29509,43,15,FL,200,0,1,"WELDON, David Joseph",W000267,1953,,0.471,0.146,-108.62119,0.851,671,48,,0.566,-0.058
107,House,29510,43,16,FL,200,0,1,"FOLEY, Mark A.",F000238,1954,,0.311,-0.381,-108.19227,0.852,675,54,,0.26,-0.271
107,House,29713,43,2,FL,100,0,1,"BOYD, F. Allen, Jr.",B000716,1945,,-0.181,0.414,-238.56995,0.697,662,111,,-0.194,0.414
107,House,29714,43,11,FL,100,0,1,"DAVIS, Jim",D000114,1957,,-0.278,0.025,-169.80186,0.777,672,74,,-0.256,-0.044
107,House,29715,43,19,FL,100,0,1,"WEXLER, Robert",W000314,1961,,-0.392,-0.193,-132.21959,0.809,624,51,,-0.366,-0.155
107,House,39508,43,1,FL,200,1,1,"SCARBOROUGH, Charles Joseph",S000106,1963,,0.672,-0.433,-63.74076,0.731,203,28,,0.631,-0.673
107,House,15431,44,5,GA,100,0,1,"LEWIS, John R.",L000287,1940,,-0.589,-0.221,-129.41215,0.80912,611,63,,-0.544,-0.205
107,House,29338,44,1,GA,200,0,1,"KINGSTON, Jack",K000220,1955,,0.54,0.302,-97.49179,0.862,654,37,,0.491,0.349
107,House,29339,44,2,GA,100,0,1,"BISHOP, Sanford Dixon, Jr.",B000490,1947,,-0.282,0.463,-186.17404,0.75292,656,74,,-0.223,0.363
107,House,29340,44,3,GA,200,0,1,"COLLINS, Michael Allen (Mac)",C000640,1944,,0.536,0.324,-119.4125,0.836,667,53,,0.577,0.266
107,House,29341,44,11,GA,200,0,1,"LINDER, John Elmer",L000321,1942,,0.559,-0.008,-67.85956,0.899,635,25,,0.443,-0.083
107,House,29344,44,4,GA,100,0,1,"McKINNEY, Cynthia Ann",M000523,1955,,-0.533,-0.583,-172.87305,0.753,608,68,,-0.518,-0.855
107,House,29511,44,7,GA,200,0,1,"BARR, Bob",B000169,1948,,0.632,0.218,-120.75487,0.831,651,50,,0.624,0.046
107,House,29512,44,8,GA,200,0,1,"CHAMBLISS, Saxby",C000286,1943,,0.423,0.205,-61.32755,0.912,665,20,,0.384,0.284
107,House,29513,44,10,GA,200,0,1,"NORWOOD, Charles W., Jr.",N000159,1941,2007.0,0.533,0.469,-92.50265,0.866,644,38,,0.482,0.626
107,House,29909,44,6,GA,200,0,1,"ISAKSON, Johnny",I000055,1944,,0.402,-0.011,-75.79739,0.89393,676,27,,0.346,-0.091
107,House,99342,44,9,GA,200,0,1,"DEAL, John Nathan",D000168,1942,,0.581,0.139,-93.26102,0.866,648,39,,0.472,0.298
107,House,10757,82,2,HI,100,0,1,"MINK, Patsy Takemoto",M000797,1927,2002.0,-0.513,-0.067,-148.38454,0.779,595,60,,-0.484,0.011
107,House,15245,82,1,HI,100,0,1,"ABERCROMBIE, Neil",A000014,1938,,-0.432,-0.026,-292.18715,0.64,655,102,,-0.341,-0.206
107,House,20114,63,1,ID,200,0,1,"OTTER, C. L. (Butch)",O000166,1942,,0.692,0.057,-147.18898,0.804,675,56,,0.617,0.07
107,House,29910,63,2,ID,200,0,1,"SIMPSON, Michael K.",S001148,1950,,0.296,0.285,-74.12566,0.89482,667,28,,0.368,0.036
107,House,12041,21,8,IL,200,0,1,"CRANE, Philip Miller",C000873,1930,2014.0,0.739,0.023,-186.07187,0.744,628,90,,0.741,0.099
107,House,14239,21,6,IL,200,0,1,"HYDE, Henry John",H001022,1924,2007.0,0.312,-0.18,-79.7158,0.886,657,25,,0.375,-0.049
107,House,15023,21,17,IL,100,0,1,"EVANS, Lane Allen",E000250,1951,2014.0,-0.454,-0.181,-143.4047,0.808,672,55,,-0.427,-0.093
107,House,15036,21,3,IL,100,0,1,"LIPINSKI, William Oliver",L000342,1937,,-0.176,0.3,-221.60362,0.672,557,104,,-0.166,0.356
107,House,15417,21,14,IL,200,0,1,"HASTERT, John Dennis",H000323,1942,,0.443,-0.122,-4.50599,0.963,120,0,,0.481,0.017
107,House,15453,21,12,IL,100,0,1,"COSTELLO, Jerry Francis",C000794,1949,,-0.317,0.657,-258.12429,0.683,678,140,,-0.321,0.947
107,House,20115,21,10,IL,200,0,1,"KIRK, Mark Steven",K000360,1959,,0.274,-0.647,-101.46726,0.859,669,45,,0.25,-0.587
107,House,20116,21,15,IL,200,0,1,"JOHNSON, Timothy V.",J000285,1946,,0.264,-0.52,-148.63644,0.803,679,69,,0.184,-0.168
107,House,29346,21,1,IL,100,0,1,"RUSH, Bobby L.",R000515,1946,,-0.478,-0.203,-124.07876,0.81783,617,48,,-0.425,-0.242
107,House,29348,21,4,IL,100,0,1,"GUTIÉRREZ, Luis V.",G000535,1953,,-0.487,-0.26,-142.18795,0.79268,612,63,,-0.456,-0.062
107,House,29349,21,16,IL,200,0,1,"MANZULLO, Donald A.",M001138,1944,,0.51,0.0,-118.14534,0.835,657,44,,0.494,0.038
107,House,29516,21,11,IL,200,0,1,"WELLER, Gerald C. (Jerry)",W000273,1957,,0.288,0.2,-270.87746,0.669,674,90,,0.369,0.72
107,House,29517,21,18,IL,200,0,1,"LaHOOD, Ray H.",L000552,1945,,0.246,-0.076,-100.46296,0.859,660,36,,0.274,-0.108
107,House,29585,21,2,IL,100,0,1,"JACKSON, Jesse L., Jr.",J000283,1965,,-0.538,-0.513,-141.00743,0.813,680,55,,-0.544,-0.744
107,House,29716,21,5,IL,100,0,1,"BLAGOJEVICH, Rod R.",B000518,1956,,-0.317,-0.188,-136.59041,0.783,557,64,,-0.305,-0.091
107,House,29717,21,7,IL,100,0,1,"DAVIS, Danny K.",D000096,1941,,-0.487,-0.265,-108.47236,0.84759,656,41,,-0.477,-0.445
107,House,29718,21,20,IL,200,0,1,"SHIMKUS, John M.",S000364,1958,,0.375,0.153,-92.65219,0.87227,678,39,,0.341,0.292
107,House,29911,21,9,IL,100,0,1,"SCHAKOWSKY, Janice D.",S001145,1944,,-0.606,-0.269,-112.61156,0.84508,669,52,,-0.607,-0.264
107,House,29912,21,13,IL,200,0,1,"BIGGERT, Judy Borg",B001232,1937,,0.323,-0.372,-102.42603,0.86,679,49,,0.34,-0.601
107,House,29913,21,19,IL,100,0,1,"PHELPS, David Dwain",P000584,1947,,-0.207,0.715,-181.15324,0.764,674,72,,-0.166,0.747
107,House,15014,22,6,IN,200,0,1,"BURTON, Danny Lee",B001149,1938,,0.585,-0.026,-87.76773,0.855,561,32,,0.521,0.026
107,House,15124,22,1,IN,100,0,1,"VISCLOSKY, Peter",V000108,1949,,-0.402,0.244,-244.88651,0.68963,659,125,,-0.462,0.616
107,House,20117,22,2,IN,200,0,1,"PENCE, Mike",P000587,1959,,0.655,0.088,-89.05433,0.876,671,33,,0.631,0.054
107,House,20118,22,7,IN,200,0,1,"KERNS, Brian D.",K000359,1957,,0.724,0.198,-128.93576,0.828,681,51,,0.726,0.125
107,House,29117,22,3,IN,100,0,1,"ROEMER, Timothy John",R000385,1956,,-0.165,0.229,-234.85008,0.708,679,106,,-0.207,0.197
107,House,29350,22,5,IN,200,0,1,"BUYER, Stephen Earle",B001203,1958,,0.435,0.192,-67.20728,0.9,639,22,,0.361,0.159
107,House,29519,22,4,IN,200,0,1,"SOUDER, Mark Edward",S001143,1950,,0.435,-0.011,-106.37694,0.85,656,44,,0.45,-0.175
107,House,29520,22,8,IN,200,0,1,"HOSTETTLER, John Nathan",H000807,1961,,0.705,0.077,-185.14492,0.755,660,68,,0.796,-0.113
107,House,29720,22,10,IN,100,0,1,"CARSON, Julia May",C000191,1938,2007.0,-0.464,-0.156,-123.98557,0.823,637,49,,-0.42,-0.199
107,House,29914,22,9,IN,100,0,1,"HILL, Baron P.",H001030,1953,,-0.121,0.137,-269.48506,0.668,668,112,,-0.226,0.325
107,House,14432,31,1,IA,200,0,1,"LEACH, James Albert Smith",L000169,1942,,0.141,-0.79,-153.17542,0.791,654,71,,0.077,-0.583
107,House,29118,31,2,IA,200,0,1,"NUSSLE, James Allen",N000172,1960,,0.417,-0.178,-92.0698,0.871,666,40,,0.363,-0.106
107,House,29521,31,4,IA,200,0,1,"GANSKE, Greg",G000041,1949,,0.239,-0.3,-121.03997,0.827,638,52,,0.174,-0.148
107,House,29522,31,5,IA,200,0,1,"LATHAM, Thomas",L000111,1948,,0.302,0.308,-159.59087,0.788,671,63,,0.326,0.306
107,House,29721,31,3,IA,100,0,1,"BOSWELL, Leonard L.",B000652,1934,,-0.238,0.289,-195.86291,0.75,680,90,,-0.236,0.127
107,House,29524,32,4,KS,200,0,1,"TIAHRT, Todd",T000260,1951,,0.449,0.341,-86.11053,0.879,669,32,,0.465,0.14
107,House,29722,32,1,KS,200,0,1,"MORAN, Jerry",M000934,1954,,0.414,0.205,-270.92012,0.67178,681,105,,0.479,0.401
107,House,29723,32,2,KS,200,0,1,"RYUN, Jim",R000566,1947,,0.547,0.267,-81.17033,0.886,671,34,,0.61,0.248
107,House,29915,32,3,KS,100,0,1,"MOORE, Dennis",M001140,1945,,-0.267,0.159,-292.89794,0.648,676,134,,-0.306,0.383
107,House,14854,51,5,KY,200,0,1,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.336,0.11,-64.20685,0.90888,672,21,,0.315,0.097
107,House,29352,51,2,KY,200,0,1,"LEWIS, Ron",L000293,1946,,0.418,0.417,-66.31974,0.907,677,23,,0.401,0.277
107,House,29525,51,1,KY,200,0,1,"WHITFIELD, Wayne Edward (Ed)",W000413,1943,,0.303,0.182,-100.61758,0.857,653,32,,0.342,0.208
107,House,29725,51,3,KY,200,0,1,"NORTHUP, Anne Meagher",N000143,1948,,0.335,-0.035,-68.37811,0.902,664,21,,0.329,-0.052
107,House,29916,51,4,KY,100,0,1,"LUCAS, Ken",L000558,1933,,-0.058,0.721,-212.94523,0.73,678,95,,-0.012,0.702
107,House,29917,51,6,KY,200,0,1,"FLETCHER, Ernest L.",F000441,1952,,0.285,0.273,-87.85483,0.877,669,29,,0.316,0.224
107,House,15401,45,6,LA,200,0,1,"BAKER, Richard Hugh",B000072,1948,,0.423,0.022,-68.38418,0.9,649,23,,0.376,0.237
107,House,15451,45,4,LA,200,0,1,"McCRERY, James O., III",M000388,1949,,0.362,0.08,-65.86137,0.905,659,18,,0.387,0.023
107,House,29120,45,2,LA,100,0,1,"JEFFERSON, William Jennings",J000070,1947,,-0.424,0.242,-168.06572,0.769,641,74,,-0.391,0.206
107,House,29726,45,5,LA,200,0,1,"COOKSEY, John",C000735,1941,,0.334,0.014,-58.11958,0.908,603,19,,0.363,0.184
107,House,29727,45,7,LA,100,0,1,"JOHN, Christopher",J000110,1960,,-0.12,0.735,-177.40353,0.759,644,67,,-0.105,0.644
107,House,29918,45,1,LA,200,0,1,"VITTER, David",V000127,1961,,0.495,0.323,-75.71951,0.891,656,25,,0.461,0.155
107,House,94679,45,3,LA,200,0,1,"TAUZIN, Wilbert Joseph (Billy)",T000058,1943,,0.341,0.16,-55.96393,0.92,668,16,,0.377,0.141
107,House,29528,2,2,ME,100,0,1,"BALDACCI, John Elias",B000081,1955,,-0.333,-0.001,-121.02916,0.831,653,46,,-0.351,-0.13
107,House,29728,2,1,ME,100,0,1,"ALLEN, Thomas H.",A000357,1945,,-0.4,-0.105,-124.60745,0.829,665,50,,-0.406,-0.183
107,House,14873,52,5,MD,100,0,1,"HOYER, Steny Hamilton",H000874,1939,,-0.38,0.117,-134.49953,0.81713,666,48,,-0.32,-0.097
107,House,15408,52,3,MD,100,0,1,"CARDIN, Benjamin Louis",C000141,1943,,-0.321,-0.229,-128.44596,0.82718,677,58,,-0.318,-0.242
107,House,15434,52,8,MD,200,0,1,"MORELLA, Constance A.",M000941,1931,,-0.018,-0.893,-157.28967,0.789,665,68,,-0.026,-0.918
