938	1	1	0	 HRES494	 Passed	 Expressing the sense of the House of Representatives that the Ohio State motto is constitutional and urging the courts to uphold it constitutionality	 Motion to Suspend the Rules and Agree	 H RES 494 QUESTION: MOTION TO SUSPEND THE RULES AND AGREE EXPRESSING THE SENSE OF THE HOUSE OF REPRESENTATIVES THAT THE OHIO STATE MOTTO IS CONSTITUTIONAL AND URGING THE COURTS TO UPHOLD IT CONSTITUTIONALITY										
939	1	1	0	 HR4608	 Passed	 Designating the James H. Quillen United States Courthouse	 On motion to suspend the rules and pass	 H R 4608 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS DESIGNATING THE JAMES H. QUILLEN UNITED STATES COURTHOUSE										
940	6	6	0	 HR4733	 Failed	 nan	 On Agreeing to the Amendment	 H R 4733 AUTHOR(S): HULSHOF OF MISSOURI AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT MAKING APPROPRIATIONS FOR ENERGY AND WATER FOR F.Y. 2001										
941	6	1	1	 HR4733	 Failed	 nan	 On Agreeing to the Amendment	 H R 4733 AUTHOR(S): GILCHREST OF MARYLAND AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT MAKING APPROPRIATIONS FOR ENERGY AND WATER FOR F.Y. 2001										
942	6	1	1	 HR4733	 Failed	 nan	 On Agreeing to the Amendment	 H R 4733 AUTHOR(S): GILCHREST OF MARYLAND AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT MAKING APPROPRIATIONS FOR ENERGY AND WATER FOR F.Y. 2001										
943	6	6	0	 HR4733	 Failed	 nan	 On Agreeing to the Amendment	 H R 4733 AUTHOR(S): FOLEY OF FLORIDA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT MAKING APPROPRIATIONS FOR ENERGY AND WATER FOR F.Y. 2001										
944	6	6	0	 HR4733	 Failed	 nan	 On Agreeing to the Amendment	 H R 4733 AUTHOR(S): ANDREWS OF NEW JERSEY AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT MAKING APPROPRIATIONS FOR ENERGY AND WATER FOR F.Y. 2001										
945	1	1	0	 HR4733	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 4733 AUTHOR(S): SHERWOOD OF PENNSYLVANIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT MAKING APPROPRIATIONS FOR ENERGY AND WATER FOR F.Y. 2001										
946	6	1	1	 HR4733	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 4733 AUTHOR(S): RYUN OF KANSAS AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT MAKING APPROPRIATIONS FOR ENERGY AND WATER FOR F.Y. 2001										
947	1	1	0	 HR4762	 Passed	 To Amend the Internal Revenue Code of 1986 to Require 527 Organizations to Disclose Their Political Activities	 On Motion to Suspend the Rules and Pass	 H R 4762 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS TO AMEND THE INTERNAL REVENUE CODE OF 1986 TO REQUIRE 527 ORGANIZATIONS TO DISCLOSE THEIR POLITICAL ACTIVITIES										
948	1	1	0	 HR4733	 Passed	 Making Appropriations for Energy and Water for F.Y. 2001	 On Passage	 H R 4733 QUESTION: ON PASSAGE MAKING APPROPRIATIONS FOR ENERGY AND WATER FOR F.Y. 2001										
949	1	6	1	 nan	 Failed	 nan	 On Motion to Adjourn	 ADJOURN QUESTION: ON MOTION TO ADJOURN										
950	6	1	1	 HRES539	 Passed	 Providing for consideration of H.R.4680; Medicare Rx 2000 Act	 Will the House now Consider the Resolution	 H RES 539 QUESTION: WILL THE HOUSE NOW CONSIDER THE RESOLUTION PROVIDING FOR CONSIDERATION OF H.R.4680; MEDICARE RX 2000 ACT										
951	6	1	1	 HRES539	 Passed	 Providing for consideration of H.R.4680; Medicare Rx 2000 Act	 On Motion to Table	 H RES 539 QUESTION: ON MOTION TO TABLE PROVIDING FOR CONSIDERATION OF H.R.4680; MEDICARE RX 2000 ACT										
952	1	6	1	 nan	 Failed	 nan	 On Motion to Adjourn	 ADJOURN QUESTION: ON MOTION TO ADJOURN										
953	6	1	1	 HRES539	 Passed	 Providing for consideration of H.R.4680; Medicare Rx 2000 Act	 On Ordering the Previous Question	 H RES 539 QUESTION: ON ORDERING THE PREVIOUS QUESTION PROVIDING FOR CONSIDERATION OF H.R.4680; MEDICARE RX 2000 ACT										
954	6	1	1	 HRES539	 Passed	 Providing for consideration of H.R.4680; Medicare Rx 2000 Act	 On Motion to Table the Motion to Reconsider	 H RES 539 QUESTION: ON MOTION TO TABLE THE MOTION TO RECONSIDER PROVIDING FOR CONSIDERATION OF H.R.4680; MEDICARE RX 2000 ACT										
955	6	1	1	 HRES539	 Passed	 Providing for consideration of H.R.4680; Medicare Rx 2000 Act	 On Agreeing to the Resolution	 H RES 539 QUESTION: ON AGREEING TO THE RESOLUTION PROVIDING FOR CONSIDERATION OF H.R.4680; MEDICARE RX 2000 ACT										
956	6	1	1	 HRES539	 Passed	 Providing for consideration of H.R.4680; Medicare Rx 2000 Act	 On Motion to Table the Motion to Reconsider	 H RES 539 QUESTION: ON MOTION TO TABLE THE MOTION TO RECONSIDER PROVIDING FOR CONSIDERATION OF H.R.4680; MEDICARE RX 2000 ACT										
957	1	6	1	 nan	 Failed	 nan	 On Motion to Adjourn	 ADJOURN QUESTION: ON MOTION TO ADJOURN										
958	1	1	0	 HR4680	 Passed	 The Medicare RX 2000 Act	 Shall the use of an exhibit be permitted	 H R 4680 QUESTION: SHALL THE USE OF AN EXHIBIT BE PERMITTED THE MEDICARE RX 2000 ACT										
959	1	1	0	 HR4680	 Passed	 The Medicare RX 2000 Act	 Shall the use of an exhibit be permitted	 H R 4680 QUESTION: SHALL THE USE OF AN EXHIBIT BE PERMITTED THE MEDICARE RX 2000 ACT										
960	1	6	1	 HR4680	 Passed	 The Medicare RX 2000 Act	 shall the use of an exhibit be permitted	 H R 4680 QUESTION: SHALL THE USE OF AN EXHIBIT BE PERMITTED THE MEDICARE RX 2000 ACT										
961	6	1	1	 HR4680	 Passed	 The Medicare RX 2000 Act	 Table Appeal of the Ruling of the Chair	 H R 4680 QUESTION: TABLE APPEAL OF THE RULING OF THE CHAIR THE MEDICARE RX 2000 ACT										
962	1	6	1	 HR4680	 Failed	 The Medicare RX 2000 Act	 On Motion to Recommit with Instructions	 H R 4680 QUESTION: ON MOTION TO RECOMMIT WITH INSTRUCTIONS THE MEDICARE RX 2000 ACT										
963	6	1	1	 HR4680	 Passed	 The Medicare RX 2000 Act	 On Passage	 H R 4680 QUESTION: ON PASSAGE THE MEDICARE RX 2000 ACT										
964	6	1	1	 HRES538	 Passed	 Providing for the Consideration of H.R. 4461	 Agriculture and Rural Development Appropriations for FY 2001	 On Agreeing to the Resolution	 H RES 538 QUESTION: ON AGREEING TO THE RESOLUTION PROVIDING FOR THE CONSIDERATION OF H.R. 4461	 AGRICULTURE AND RURAL DEVELOPMENT APPROPRIATIONS FOR FY 2001								
965	6	6	0	 HR4461	 Failed	 nan	 On Agreeing to the Amendment	 H R 4461 AUTHOR(S): NEY OF OHIO AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT AGRICULTURE AND RURAL DEVELOPMENT APPROPRIATIONS FOR FY 2001										
966	6	6	0	 HR4461	 Failed	 nan	 On Agreeing to the Amendment	 H R 4461 AUTHOR(S): HEFLEY OF COLORADO AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT AGRICULTURE AND RURAL DEVELOPMENT APPROPRIATIONS FOR FY 2001										
967	6	6	0	 HR4461	 Failed	 nan	 On Agreeing to the Amendment	 H R 4461 AUTHOR(S): HEFLEY OF COLORADO AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT AGRICULTURE AND RURAL DEVELOPMENT APPROPRIATIONS FOR FY 2001										
968	1	1	0	 HR4425	 Passed	 Military Construction Appropriations for F.Y. 2001	 On Agreeing to the Conference Report	 H R 4425 QUESTION: ON AGREEING TO THE CONFERENCE REPORT MILITARY CONSTRUCTION APPROPRIATIONS FOR F.Y. 2001										
969	1	1	0	 HRES535	 Passed	 Expressing the sense of the House of Representatives concerning use of additonal projected surplus funds to supplement Medicare funding	 On Motion to Suspend the Rules and Agree	 H RES 535 QUESTION: ON MOTION TO SUSPEND THE RULES AND AGREE EXPRESSING THE SENSE OF THE HOUSE OF REPRESENTATIVES CONCERNING USE OF ADDITONAL PROJECTED SURPLUS FUNDS TO SUPPLEMENT MEDICARE FUNDING										
970	6	1	1	 HRES542	 Passed	 Providing for the Consideration of H.R. 1304	 Quality Health-Care Coalition Act	 On Ordering the Previous Question	 H RES 542 QUESTION: ON ORDERING THE PREVIOUS QUESTION PROVIDING FOR THE CONSIDERATION OF H.R. 1304	 QUALITY HEALTH-CARE COALITION ACT								
971	6	1	1	 HRES542	 Passed	 Providing for the Consideration of H.R. 1304	 Quality Health-Care Coalition Act	 On Agreeing to the Resolution	 H RES 542 QUESTION: ON AGREEING TO THE RESOLUTION PROVIDING FOR THE CONSIDERATION OF H.R. 1304	 QUALITY HEALTH-CARE COALITION ACT								
972	6	6	0	 nan	 Failed	 nan	 On Motion to Adjourn	 ADJOURN QUESTION: ON MOTION TO ADJOURN										
973	6	6	0	 HR1304	 Failed	 nan	 On Agreeing to the Amendment	 H R 1304 AUTHOR(S): BALLENGER OF NORTH CAROLINA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT QUALITY HEALTH-CARE COALITION ACT										
974	6	6	0	 HR1304	 Failed	 nan	 On Agreeing to the Amendment	 H R 1304 AUTHOR(S): STEARNS OF FLORIDA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT QUALITY HEALTH-CARE COALITION ACT										
975	6	1	1	 HR1304	 Failed	 nan	 On Agreeing to the Amendment	 H R 1304 AUTHOR(S): COX OF CALIFORNIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT QUALITY HEALTH-CARE COALITION ACT										
976	6	6	0	 HR1304	 Failed	 nan	 On Agreeing to the Amendment	 H R 1304 AUTHOR(S): TERRY OF NEBRASKA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT QUALITY HEALTH-CARE COALITION ACT										
977	6	1	1	 HR1304	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 1304 AUTHOR(S): COBURN OF OKLAHOMA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT QUALITY HEALTH-CARE COALITION ACT										
978	1	1	0	 HR1304	 Passed	 Quality Health-Care Coalition Act	 On Passage	 H R 1304 QUESTION: ON PASSAGE QUALITY HEALTH-CARE COALITION ACT										
979	6	1	1	 HR4461	 Failed	 nan	 On Agreeing to the Amendment	 H R 4461 AUTHOR(S): COBURN OF OKLAHOMA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT AGRICULTURE AND RURAL DEVELOPMENT APPROPRIATIONS FOR FY 2001										
980	6	6	0	 HR4461	 Failed	 nan	 On Agreeing to the Amendment	 H R 4461 AUTHOR(S): ROYCE OF CALIFORNIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT AGRICULTURE AND RURAL DEVELOPMENT APPROPRIATIONS FOR FY 2001										
981	1	1	0	 HR4461	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 4461 AUTHOR(S): CROWLEY OF NEW YORK AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT AGRICULTURE AND RURAL DEVELOPMENT APPROPRIATIONS FOR FY 2001										
982	6	6	0	 HR4461	 Failed	 nan	 On Agreeing to the Amendment	 H R 4461 AUTHOR(S): ROYCE OF CALIFORNIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT AGRICULTURE AND RURAL DEVELOPMENT APPROPRIATIONS FOR FY 2001										
983	1	1	0	 HR4461	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 4461 AUTHOR(S): COBURN OF OKLAHOMA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT AGRICULTURE AND RURAL DEVELOPMENT APPROPRIATIONS FOR FY 2001										
984	6	6	0	 HR4461	 Failed	 nan	 On Agreeing to the Amendment	 H R 4461 AUTHOR(S): SANFORD OF SOUTH CAROLINA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT AGRICULTURE AND RURAL DEVELOPMENT APPROPRIATIONS FOR FY 2001										
985	1	1	0	 HCONRES253	 Passed	 Expressing the Sense of the Congress Strongly Objecting to any Effort to Expel the Holy See from the United Nations as a State Participant by Removing its Status as a Permanent Observer	 On Motion to Suspend the Rules and Agree	 H CON RES 253 QUESTION: ON MOTION TO SUSPEND THE RULES AND AGREE EXPRESSING THE SENSE OF THE CONGRESS STRONGLY OBJECTING TO ANY EFFORT TO EXPEL THE HOLY SEE FROM THE UNITED NATIONS AS A STATE PARTICIPANT BY REMOVING ITS STATUS AS A PERMANENT OBSERVER										
986	1	1	0	 HR4442	 Passed	 National Wildlife Refuge System Centennial Act	 On Motion to Suspend the Rules and Pass	 as Amended	 H R 4442 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS	 AS AMENDED NATIONAL WILDLIFE REFUGE SYSTEM CENTENNIAL ACT								
987	1	1	0	 HRES415	 Passed	 Expressing the sense of the House of Representatives that there should be a National Ocean Day	 On Motion to Suspend the Rules and Agree	 as Amended	 H RES 415 QUESTION: ON MOTION TO SUSPEND THE RULES AND AGREE	 AS AMENDED EXPRESSING THE SENSE OF THE HOUSE OF REPRESENTATIVES THAT THERE SHOULD BE A NATIONAL OCEAN DAY								
988	1	6	1	 HR4461	 Failed	 nan	 On Agreeing to the Amendment	 H R 4461 AUTHOR(S): DEFAZIO OF OREGON AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT AGRICULTURE AND RURAL DEVELOPMENT APPROPRIATIONS FOR FY 2001										
989	6	6	0	 HR4461	 Failed	 nan	 On Agreeing to the Amendment	 H R 4461 AUTHOR(S): SANFORD OF SOUTH CAROLINA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT AGRICULTURE AND RURAL DEVELOPMENT APPROPRIATIONS FOR FY 2001										
990	6	1	1	 HR4461	 Failed	 nan	 On Agreeing to the Amendment	 H R 4461 AUTHOR(S): BURTON OF INDIANA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT AGRICULTURE AND RURAL DEVELOPMENT APPROPRIATIONS FOR FY 2001										
991	1	1	0	 HR4461	 Passed	 Agriculture and Rural Development Appropriations for FY 2001	 On Passage	 H R 4461 QUESTION: ON PASSAGE AGRICULTURE AND RURAL DEVELOPMENT APPROPRIATIONS FOR FY 2001										
992	1	1	0	 nan	 Passed	 nan	 On Approving the Journal	 JOURNAL QUESTION: ON APPROVING THE JOURNAL										
993	1	1	0	 HRES545	 Passed	 Providing for consideration of H.R. 4810; Marriage Tax Penalty Relief Reconciliation Act	 On Agreeing to the Resolution	 H RES 545 QUESTION: ON AGREEING TO THE RESOLUTION PROVIDING FOR CONSIDERATION OF H.R. 4810; MARRIAGE TAX PENALTY RELIEF RECONCILIATION ACT										
994	1	1	0	 S1892	 Passed	 Federal Land Transaction Facilitation Act	 Suspend the Rules and Pass	 S 1892 QUESTION: SUSPEND THE RULES AND PASS FEDERAL LAND TRANSACTION FACILITATION ACT										
995	1	1	0	 HR4169	 Passed	 Barbara F. Vucanovich Post Office	 On Motion to Suspend the Rules and Pass	 H R 4169 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS BARBARA F. VUCANOVICH POST OFFICE										
996	1	6	1	 HR4810	 Failed	 nan	 On Agreeing to the Amendment	 H R 4810 AUTHOR(S): RANGEL OF NEW YORK SUBSTITUTE AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT MARRIAGE TAX PENALTY RELIEF RECONCILIATION ACT										
997	1	6	1	 HR4810	 Failed	 Marriage Tax Penalty Relief Reconciliation Act	 On Motion to Recommit with Instructions	 H R 4810 QUESTION: ON MOTION TO RECOMMIT WITH INSTRUCTIONS MARRIAGE TAX PENALTY RELIEF RECONCILIATION ACT										
998	6	1	1	 HR4810	 Passed	 Marriage Tax Penalty Relief Reconciliation Act	 On Passage	 H R 4810 QUESTION: ON PASSAGE MARRIAGE TAX PENALTY RELIEF RECONCILIATION ACT										
999	1	1	0	 HR4447	 Passed	 Samuel H. Lacy	 Sr. Post Office Building	 On Motion to Suspend the Rules and Pass	 H R 4447 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS SAMUEL H. LACY	 SR. POST OFFICE BUILDING								
1000	6	1	1	 HRES546	 Passed	 Providing for the consideration of H.R. 4811	 Foreign Operations Appropriations for FY 2001	 On Agreeing to the Resolution	 H RES 546 QUESTION: ON AGREEING TO THE RESOLUTION PROVIDING FOR THE CONSIDERATION OF H.R. 4811	 FOREIGN OPERATIONS APPROPRIATIONS FOR FY 2001								
1001	1	1	0	 HR4576	 Passed	 Department of Defense Appropriations Act for FY 2001	 On Closing Portions of the Conference	 H R 4576 QUESTION: ON CLOSING PORTIONS OF THE CONFERENCE DEPARTMENT OF DEFENSE APPROPRIATIONS ACT FOR FY 2001										
1002	1	6	1	 HR4811	 Failed	 nan	 On Agreeing to the Amendment	 H R 4811 AUTHOR(S): GREENWOOD OF PENNSYLVANIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT FOREIGN OPERATIONS APPROPRIATIONS FOR FY 2001										
1003	1	6	1	 HR4811	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 4811 AUTHOR(S): WATERS OF CALIFORNIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT FOREIGN OPERATIONS APPROPRIATIONS FOR FY 2001										
1004	1	6	1	 HR4811	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 4811 AUTHOR(S): LEE OF CALIFORNIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT FOREIGN OPERATIONS APPROPRIATIONS FOR FY 2001										
1005	6	1	1	 HR4811	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 4811 AUTHOR(S): BEREUTER OF NEBRASKA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT FOREIGN OPERATIONS APPROPRIATIONS FOR FY 2001										
1006	6	1	1	 HR4811	 Passed	 Foreign Operations Appropriations for FY 2001	 On Passage	 H R 4811 QUESTION: ON PASSAGE FOREIGN OPERATIONS APPROPRIATIONS FOR FY 2001										
1007	1	1	0	 HRES534	 Passed	 Expressing the sense of the House of Representatives that recent nuclear weapons security failures at Los Alamos National Laboratory show security procedures are inadequate and individuals responsible must be held accountable and procedures corrected	 Motion to Suspend the Rules and Agree	 H RES 534 QUESTION: MOTION TO SUSPEND THE RULES AND AGREE EXPRESSING THE SENSE OF THE HOUSE OF REPRESENTATIVES THAT RECENT NUCLEAR WEAPONS SECURITY FAILURES AT LOS ALAMOS NATIONAL LABORATORY SHOW SECURITY PROCEDURES ARE INADEQUATE AND INDIVIDUALS RESPONSIBLE MUST BE HELD ACCOUNTABLE AND PROCEDURES CORRECTED										
1008	1	1	0	 HCONRES319	 Passed	 Congratulating the Republic of Latvia on the 10th Anniversary of the Reestablishment of its Independence from the Rule of the Former Soviet Union	 On Motion to Suspend the Rules and Agree	 H CON RES 319 QUESTION: ON MOTION TO SUSPEND THE RULES AND AGREE CONGRATULATING THE REPUBLIC OF LATVIA ON THE 10TH ANNIVERSARY OF THE REESTABLISHMENT OF ITS INDEPENDENCE FROM THE RULE OF THE FORMER SOVIET UNION										
1009	1	1	0	 HRES531	 Passed	 Condemning the 1994 Attack on the AMIA Jewish Community Center in Buenos Aires	 Argentina	 Urging the Argentine Government to Punish those Responsible	 and for other purposes	 On Motion to Suspend the Rules and Agree	 as Amended	 H RES 531 QUESTION: ON MOTION TO SUSPEND THE RULES AND AGREE	 AS AMENDED CONDEMNING THE 1994 ATTACK ON THE AMIA JEWISH COMMUNITY CENTER IN BUENOS AIRES	 ARGENTINA	 URGING THE ARGENTINE GOVERNMENT TO PUNISH THOSE RESPONSIBLE	 AND FOR OTHER PURPOSES		
1010	6	1	1	 HR3125	 Failed	 Internet Gambling Prohibition Act	 Motion to Suspend the Rules and Pass	 as Amended	 H R 3125 QUESTION: MOTION TO SUSPEND THE RULES AND PASS	 AS AMENDED INTERNET GAMBLING PROHIBITION ACT								
1011	6	6	0	 HJRES103	 Failed	 Disapproving the Extension of the Waiver Authority Contained in Section 402(c) of the Trade Act of 1974 with Respect to the People’s Republic of China	 On Passage	 H J RES 103 QUESTION: ON PASSAGE DISAPPROVING THE EXTENSION OF THE WAIVER AUTHORITY CONTAINED IN SECTION 402(C) OF THE TRADE ACT OF 1974 WITH RESPECT TO THE PEOPLE'S REPUBLIC OF CHINA										
1012	1	1	0	 HR3113	 Passed	 Unsolicited Commercial Electronic Mail Act	 On Motion to Suspend the Rules and Pass	 As Amended	 H R 3113 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS	 AS AMENDED UNSOLICITED COMMERCIAL ELECTRONIC MAIL ACT								
1013	1	1	0	 HR4517	 Passed	 Alan Shepard Post Office	 Motion to Suspend the Rules and Pass	 H R 4517 QUESTION: MOTION TO SUSPEND THE RULES AND PASS ALAN SHEPARD POST OFFICE										
1014	1	6	1	 HR4810	 Failed	 Marriage Tax Penalty Relief Reconciliation Act	 On Motion to Instruct Conferees	 H R 4810 QUESTION: ON MOTION TO INSTRUCT CONFEREES MARRIAGE TAX PENALTY RELIEF RECONCILIATION ACT										
1015	1	1	0	 HR4866	 Passed	 Debt Relief Reconciliation Act for Fiscal Year 2001	 Motion to Suspend the Rules and Pass	 as Amended	 H R 4866 QUESTION: MOTION TO SUSPEND THE RULES AND PASS	 AS AMENDED DEBT RELIEF RECONCILIATION ACT FOR FISCAL YEAR 2001								
1016	1	6	1	 HR1102	 Failed	 nan	 On Agreeing to the Amendment	 H R 1102 AUTHOR(S): NEAL OF MASSACHUSETTS SUBSTITUTE AMENDMENT (AS MODI QUESTION: ON AGREEING TO THE AMENDMENT COMPREHENSIVE RETIREMENT SECURITY AND PENSION REFORM ACT										
1017	1	6	1	 HR1102	 Failed	 Comprehensive Retirement Security and Pension Reform Act	 On Motion to Recommit with Instructions	 H R 1102 QUESTION: ON MOTION TO RECOMMIT WITH INSTRUCTIONS COMPREHENSIVE RETIREMENT SECURITY AND PENSION REFORM ACT										
1018	1	1	0	 HR1102	 Passed	 Comprehensive Retirement Security and Pension Reform Act	 On Passage	 H R 1102 QUESTION: ON PASSAGE COMPREHENSIVE RETIREMENT SECURITY AND PENSION REFORM ACT										
1019	1	1	0	 HR4576	 Passed	 Department of Defense Appropriations Act for FY 2001	 On Agreeing to the Conference Report	 H R 4576 QUESTION: ON AGREEING TO THE CONFERENCE REPORT DEPARTMENT OF DEFENSE APPROPRIATIONS ACT FOR FY 2001										
1020	6	1	1	 HR4118	 Passed	 Russian-American Trust and Cooperation Act	 On Passage	 H R 4118 QUESTION: ON PASSAGE RUSSIAN-AMERICAN TRUST AND COOPERATION ACT										
1021	1	6	1	 HR4577	 Failed	 Making Appropriations for Labor	 Health and Human Services for Fiscal Year 2001	 On Motion to Instruct Conferees	 H R 4577 QUESTION: ON MOTION TO INSTRUCT CONFEREES MAKING APPROPRIATIONS FOR LABOR	 HEALTH AND HUMAN SERVICES FOR FISCAL YEAR 2001								
1022	1	1	0	 HR2634	 Passed	 Drug Addiction Treatment Act	 On Motion To Suspend the Rules and Pass	 As Amended	 H R 2634 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS	 AS AMENDED DRUG ADDICTION TREATMENT ACT								
1023	6	1	1	 HRES559	 Passed	 Waiving Points of Order Against the Conference Report on H.R. 4810	 Marriage Tax Relief Reconciliation Act	 On Agreeing to the Resolution	 H RES 559 QUESTION: ON AGREEING TO THE RESOLUTION WAIVING POINTS OF ORDER AGAINST THE CONFERENCE REPORT ON H.R. 4810	 MARRIAGE TAX RELIEF RECONCILIATION ACT								
1024	6	1	1	 HR4810	 Passed	 Marriage Tax Penalty Relief Reconciliation Act	 On Agreeing to the Conference Report	 H R 4810 QUESTION: ON AGREEING TO THE CONFERENCE REPORT MARRIAGE TAX PENALTY RELIEF RECONCILIATION ACT										
1025	1	1	0	 HRES560	 Passed	 Providing for consideration of H.R. 4871; Treasury - Postal Appropriations for F.Y. 2001	 On Ordering the Previous Question	 H RES 560 QUESTION: ON ORDERING THE PREVIOUS QUESTION PROVIDING FOR CONSIDERATION OF H.R. 4871; TREASURY - POSTAL APPROPRIATIONS FOR F.Y. 2001										
1026	1	1	0	 HRES560	 Passed	 Providing for consideration of H.R. 4871; Treasury - Postal Appropriations for F.Y. 2001	 On Agreeing to the Resolution	 H RES 560 QUESTION: ON AGREEING TO THE RESOLUTION PROVIDING FOR CONSIDERATION OF H.R. 4871; TREASURY - POSTAL APPROPRIATIONS FOR F.Y. 2001										
1027	1	1	0	 HR4871	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 4871 AUTHOR(S): VITTER OF LOUISIANA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT TREASURY - POSTAL APPROPRIATIONS FOR FISCAL YEAR 2001										
1028	1	6	1	 HR4871	 Failed	 nan	 On Agreeing to the Amendment	 H R 4871 AUTHOR(S): DELAURO OF CONNECTICUT AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT TREASURY - POSTAL APPROPRIATIONS FOR FISCAL YEAR 2001										
1029	6	1	1	 HR4871	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 4871 AUTHOR(S): DAVIS OF VIRGINIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT TREASURY - POSTAL APPROPRIATIONS FOR FISCAL YEAR 2001										
1030	1	6	1	 HR4871	 Failed	 nan	 On Agreeing to the Amendment	 H R 4871 AUTHOR(S): RANGEL OF NEW YORK AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT TREASURY - POSTAL APPROPRIATIONS FOR FISCAL YEAR 2001										
1031	1	6	1	 HR4871	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 4871 AUTHOR(S): SANFORD OF SOUTH CAROLINA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT TREASURY - POSTAL APPROPRIATIONS FOR FISCAL YEAR 2001										
1032	1	1	0	 HR4871	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 4871 AUTHOR(S): MORAN OF KANSAS AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT TREASURY - POSTAL APPROPRIATIONS FOR FISCAL YEAR 2001										
1033	6	1	1	 HR4871	 Failed	 nan	 On Agreeing to the Amendment	 H R 4871 AUTHOR(S): HOSTETTLER OF INDIANA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT TREASURY - POSTAL APPROPRIATIONS FOR FISCAL YEAR 2001										
1034	6	1	1	 HR4871	 Passed	 Treasury - Postal Appropriations for Fiscal Year 2001	 On Passage	 H R 4871 QUESTION: ON PASSAGE TREASURY - POSTAL APPROPRIATIONS FOR FISCAL YEAR 2001										
1035	1	1	0	 HR4700	 Passed	 To grant the consent of the Congress to the Kansas and Missouri Metropolitan Culture District Compact	 On Motion to Suspend the Rules and Pass	 H R 4700 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS TO GRANT THE CONSENT OF THE CONGRESS TO THE KANSAS AND MISSOURI METROPOLITAN CULTURE DISTRICT COMPACT										
1036	1	1	0	 HR4923	 Passed	 Community Renewal and New Markets Act	 Motion to Suspend the Rules and Pass	 H R 4923 QUESTION: MOTION TO SUSPEND THE RULES AND PASS COMMUNITY RENEWAL AND NEW MARKETS ACT										
1037	1	1	0	 HR4888	 Passed	 Innocent Child Protection Act	 Motion to Suspend the Rules and Pass	 H R 4888 QUESTION: MOTION TO SUSPEND THE RULES AND PASS INNOCENT CHILD PROTECTION ACT										
