Name, State, District, allAverage, partisanAverage, billAverage,procedureAverage,resolutionAverage
EHLERS; Vernon James, MI, 3, 0.9402714932126697, 0.91701244813278, 0.9964664310954063, 0.8879310344827587, 1.0
BARCIA; James A., MI, 5, 0.8690476190476191, 0.7257019438444925, 0.8561643835616438, 0.8536155202821869, 0.9227467811158798
SMITH; Nick H., MI, 7, 0.9523373052245646, 0.9661354581673307, 0.9962121212121212, 0.9168053244592346, 0.995575221238938
KNOLLENBERG; Joseph, MI, 11, 0.9868305531167691, 0.9919678714859438, 0.996551724137931, 0.9801980198019802, 0.9917695473251029
RIVERS; Lynn Nancy, MI, 13, 0.9398023360287511, 0.9309664694280079, 0.9498207885304659, 0.9203980099502488, 0.9783549783549783
STABENOW; Deborah Ann, MI, 8, 0.9341991341991343, 0.8852772466539197, 0.9421768707482994, 0.9171974522292994, 0.9699570815450643
KILPATRICK; Carolyn Cheeks, MI, 15, 0.9796484736355227, 0.9846449136276392, 0.9886792452830189, 0.9781879194630873, 0.9727272727272728
OBERSTAR; James Louis, MN, 8, 0.9507722007722008, 0.9542743538767395, 0.9625468164794008, 0.9317343173431735, 0.9823788546255506
VENTO; Bruce Frank, MN, 4, 0.9592430858806404, 0.982089552238806, 0.9722222222222222, 0.9383033419023136, 1.0
SABO; Martin Olav, MN, 5, 0.9662288930581614, 0.97131931166348, 0.9809885931558935, 0.9559082892416225, 0.9745762711864406
RAMSTAD; James (Jim), MN, 3, 0.8945386064030132, 0.8706365503080082, 0.9964539007092199, 0.7959558823529411, 1.0
PETERSON; Collin Clark, MN, 7, 0.8274111675126904, 0.6935483870967742, 0.8848920863309353, 0.7689075630252101, 0.8787878787878788
MINGE; David R., MN, 2, 0.9227974568574023, 0.8924302788844621, 0.9345454545454546, 0.9042016806722689, 0.9567099567099567
GUTKNECHT; Gilbert W., MN, 1, 0.9472727272727273, 0.9711538461538461, 0.985663082437276, 0.9083191850594228, 1.0
LUTHER; William Paul, MN, 6, 0.9129662522202486, 0.8916827852998066, 0.956989247311828, 0.8643790849673203, 0.9872340425531915
TAYLOR; Gary Eugene (Gene), MS, 5, 0.8012295081967213, 0.6319444444444444, 0.8530465949820788, 0.7377398720682303, 0.868421052631579
THOMPSON; Bennie, MS, 2, 0.9743589743589743, 0.9681274900398407, 0.9706959706959707, 0.9785714285714285, 0.9681818181818181
WICKER; Roger F., MS, 1, 0.9857524487978628, 0.9884615384615385, 0.9929078014184397, 0.9767827529021559, 1.0
PICKERING; Charles W. (Chip); Jr., MS, 3, 0.9791485664639444, 0.9867674858223062, 0.9930313588850174, 0.9696485623003195, 0.9873949579831933
SHOWS; Clifford Ronald, MS, 4, 0.8438978240302744, 0.6514806378132119, 0.8683274021352313, 0.8191881918819188, 0.8717948717948718
CLAY; William Lacy; Sr., MO, 1, 0.9757442116868799, 0.986784140969163, 0.9866666666666667, 0.9651639344262295, 0.9896907216494846
GEPHARDT; Richard Andrew, MO, 3, 0.9734848484848485, 0.9642857142857143, 0.96875, 0.9707401032702238, 0.9863013698630136
SKELTON; Isaac Newton; IV (Ike), MO, 4, 0.8956043956043956, 0.7678571428571429, 0.9047619047619048, 0.8808664259927798, 0.9180327868852459
TALENT; James Matthes, MO, 2, 0.9783631232361242, 0.9696969696969697, 0.9961389961389961, 0.9639794168096055, 0.995475113122172
DANNER; Patsy Ann (Pat), MO, 6, 0.8528464017185822, 0.725925925925926, 0.8582995951417004, 0.8234086242299795, 0.9187817258883249
McCARTHY; Karen, MO, 5, 0.969991173874669, 0.9554263565891473, 0.9822695035460993, 0.9591503267973857, 0.9832635983263598
BLUNT; Roy, MO, 7, 0.9798775153105862, 0.9942857142857143, 1.0, 0.9630818619582665, 1.0
EMERSON; Jo Ann, MO, 8, 0.9721973094170404, 0.9637096774193549, 0.9928825622775801, 0.9549248747913188, 0.9914893617021276
HULSHOF; Kenny, MO, 9, 0.9564007421150278, 0.9512670565302144, 0.9963768115942029, 0.9198606271777003, 1.0
HILL; Rick, MT, 1, 0.9700272479564033, 0.9808795411089866, 0.9893238434163701, 0.9489795918367347, 1.0
BEREUTER; Douglas Kent, NE, 1, 0.9421338155515371, 0.9191489361702128, 0.9929577464788732, 0.8970840480274442, 0.9916317991631799
BARRETT; William E., NE, 3, 0.9727112676056338, 0.98, 0.9930313588850174, 0.957166392092257, 0.987603305785124
TERRY; Lee Raymond, NE, 2, 0.9604810996563574, 0.9846743295019157, 0.996551724137931, 0.930379746835443, 0.9958677685950413
GIBBONS; James A., NV, 2, 0.9563279857397504, 0.9596928982725528, 0.9789473684210527, 0.9296482412060302, 0.9958333333333333
BERKLEY; Shelley, NV, 1, 0.9377162629757786, 0.8891013384321224, 0.9246575342465754, 0.9408945686900958, 0.9453781512605042
BASS; Charles Foster, NH, 2, 0.941747572815534, 0.9251012145748988, 0.993006993006993, 0.8943894389438944, 1.0
SUNUNU; John E., NH, 1, 0.9451327433628318, 0.9806201550387597, 1.0, 0.9006514657980456, 0.9957805907172996
ROUKEMA; Margaret Scafati, NJ, 5, 0.933579335793358, 0.8931623931623932, 0.9890510948905109, 0.8817391304347826, 0.9957446808510638
SMITH; Christopher Henry, NJ, 4, 0.9258589511754068, 0.860813704496788, 0.9753521126760564, 0.8737201365187713, 0.9957627118644068
SAXTON; Hugh James, NJ, 3, 0.956482320942883, 0.9161290322580645, 0.9822064056939501, 0.9269949066213922, 1.0
PALLONE; Frank; Jr., NJ, 6, 0.9563239308462238, 0.953307392996109, 0.9614035087719298, 0.9401709401709402, 0.9912663755458515
PAYNE; Donald Milford, NJ, 10, 0.9672131147540983, 0.9826589595375722, 0.9878048780487805, 0.9559322033898305, 0.9751243781094527
ANDREWS; Robert Ernest, NJ, 1, 0.9502664298401421, 0.9235294117647059, 0.956989247311828, 0.9377049180327869, 0.9746835443037974
FRANKS; Robert Douglas, NJ, 7, 0.9096774193548387, 0.8585131894484412, 0.9872881355932204, 0.8403193612774451, 0.9948186528497409
MENENDEZ; Robert, NJ, 13, 0.9617437722419929, 0.9499036608863198, 0.9640287769784173, 0.9543230016313213, 0.9785407725321889
LoBIONDO; Frank A., NJ, 2, 0.923578751164958, 0.8914405010438413, 0.9757785467128027, 0.8626373626373627, 1.0
FRELINGHUYSEN; Rodney P., NJ, 11, 0.9329044117647058, 0.8677130044843049, 0.9862068965517241, 0.8805704099821747, 0.9915611814345991
PASCRELL; William J.; Jr., NJ, 8, 0.9290909090909091, 0.8919449901768173, 0.9239130434782609, 0.9229480737018425, 0.9515418502202643
ROTHMAN; Steven, NJ, 9, 0.9546263345195729, 0.931640625, 0.9543859649122807, 0.9486754966887417, 0.9702127659574468
HOLT; Rush, NJ, 12, 0.9430823117338003, 0.914018691588785, 0.9375, 0.9368932038834952, 0.9661016949152542
SKEEN; Joseph Richard, NM, 2, 0.9878892733564014, 0.9861660079051383, 0.9931506849315068, 0.982200647249191, 0.9959349593495935
WILSON; Heather, NM, 1, 0.9637809187279152, 0.9310344827586207, 0.9931972789115646, 0.9367720465890182, 0.9957805907172996
UDALL; Thomas (Tom), NM, 3, 0.9622467771639043, 0.9529411764705882, 0.9758620689655172, 0.9436619718309859, 0.9912280701754386
RANGEL; Charles B., NY, 15, 0.9754901960784313, 0.9701492537313433, 0.9846153846153847, 0.9779005524861878, 0.9585253456221198
GILMAN; Benjamin Arthur, NY, 20, 0.9142040038131554, 0.8129496402877698, 0.9696969696969697, 0.8574007220216606, 0.987012987012987
LaFALCE; John Joseph, NY, 29, 0.955736224028907, 0.9246031746031746, 0.9605734767025089, 0.9474576271186441, 0.9705882352941176
ACKERMAN; Gary Leonard, NY, 5, 0.9851485148514851, 0.9859437751004017, 0.9917355371900827, 0.9862068965517241, 0.973404255319149
BOEHLERT; Sherwood Louis, NY, 23, 0.9154275092936803, 0.8032407407407407, 0.9855072463768116, 0.849290780141844, 0.9915254237288136
OWENS; Major Robert Odell, NY, 11, 0.9723046488625123, 0.9880478087649402, 0.9830508474576272, 0.9636048526863085, 0.9848484848484849
TOWNS; Edolphus, NY, 10, 0.9671497584541063, 0.9756592292089249, 0.9759036144578314, 0.9577464788732394, 0.981651376146789
HOUGHTON; Amory; Jr., NY, 31, 0.9383215369059656, 0.8795180722891566, 0.988, 0.8948374760994264, 0.9861111111111112
SLAUGHTER; Louise McIntosh, NY, 28, 0.9717247879359096, 0.9762845849802372, 0.981549815498155, 0.961335676625659, 0.9864253393665159
ENGEL; Eliot Lance, NY, 17, 0.9695817490494296, 0.9612244897959183, 0.9766536964980544, 0.967687074829932, 0.966183574879227
LOWEY; Nita M., NY, 18, 0.9653916211293261, 0.958904109589041, 0.9777777777777777, 0.9560260586319218, 0.9766355140186916
McNULTY; Michael Robert, NY, 21, 0.9454722492697176, 0.921161825726141, 0.948905109489051, 0.9353049907578558, 0.9669811320754716
WALSH; James T., NY, 25, 0.9553734061930783, 0.9120171673819742, 0.9790940766550522, 0.9273356401384083, 0.9957081545064378
SERRANO; Jos� E., NY, 16, 0.9626517273576097, 0.9518072289156626, 0.9768339768339769, 0.9543918918918919, 0.9681818181818181
LAZIO; Enrico A. (Rick), NY, 2, 0.9193548387096774, 0.8692493946731235, 0.9723502304147466, 0.8678500986193294, 0.9902912621359223
KING; Peter T., NY, 3, 0.9529953917050691, 0.9126637554585153, 0.9746376811594203, 0.9273356401384083, 0.9913419913419913
NADLER; Jerrold Lewis, NY, 8, 0.9622467771639043, 0.980806142034549, 0.9764705882352941, 0.9457236842105263, 0.9910313901345291
VEL�ZQUEZ; Nydia M., NY, 12, 0.9686346863468634, 0.9789674952198852, 0.9691119691119691, 0.9632721202003339, 0.9823008849557522
MALONEY; Carolyn Bosher, NY, 14, 0.9609582963620231, 0.9551656920077972, 0.967391304347826, 0.9529983792544571, 0.9743589743589743
HINCHEY; Maurice Dunlea, NY, 26, 0.9717514124293786, 0.9788867562380038, 0.9922178988326849, 0.9618717504332756, 0.9736842105263158
QUINN; John Francis (Jack), NY, 30, 0.9475190839694656, 0.8912037037037037, 0.9817518248175182, 0.9115523465703971, 0.9954545454545455
FORBES; Michael Patrick, NY, 1, 0.9063670411985019, 0.8032786885245902, 0.9814814814814815, 0.8552631578947368, 0.9672131147540983
KELLY; Sue W., NY, 19, 0.9051878354203936, 0.8394004282655246, 0.9828178694158075, 0.8333333333333334, 0.9874476987447699
McCARTHY; Carolyn, NY, 4, 0.9461606354810238, 0.8980392156862745, 0.9110320284697508, 0.9546925566343042, 0.9658119658119658
FOSSELLA; Vito John, NY, 13, 0.9538319482917821, 0.9570552147239264, 0.996415770609319, 0.9156626506024096, 1.0
MEEKS; Gregory W., NY, 6, 0.9771210676835081, 0.9783464566929134, 0.9840637450199203, 0.9743589743589743, 0.9765258215962441
CROWLEY; Joseph, NY, 7, 0.9655172413793104, 0.9466403162055336, 0.9605734767025089, 0.9630252100840336, 0.9780701754385965
WEINER; Anthony D., NY, 9, 0.9689213893967094, 0.9673076923076923, 0.9732824427480916, 0.9619205298013245, 0.9824561403508771
SWEENEY; John E., NY, 22, 0.9560336763330215, 0.9475806451612904, 0.9814126394052045, 0.9264448336252189, 1.0
REYNOLDS; Thomas M., NY, 27, 0.9780893952673094, 0.974155069582505, 0.9965397923875432, 0.9609756097560975, 1.0
McHUGH; John Michael, NY, 24, 0.9531388152077808, 0.9256198347107438, 0.9831081081081081, 0.9220563847429519, 0.9956896551724138
FORBES; Michael Patrick, NY, 1, 0.9013513513513514, 0.805111821086262, 0.8774509803921569, 0.9129287598944591, 0.9044585987261147
COBLE; Howard, NC, 6, 0.9553903345724907, 0.9778225806451613, 0.9773584905660377, 0.927461139896373, 1.0
BALLENGER; Cass, NC, 10, 0.9764397905759162, 0.9903660886319846, 0.9965397923875432, 0.9594813614262561, 0.9958333333333333
PRICE; David Eugene, NC, 4, 0.9594477998274374, 0.9180952380952381, 0.9419795221843004, 0.958664546899841, 0.9831223628691983
TAYLOR; Charles Hart, NC, 11, 0.9696682464454977, 0.9882352941176471, 0.9765625, 0.9568965517241379, 0.9954337899543378
CLAYTON; Eva M., NC, 1, 0.9777183600713012, 0.9632495164410058, 0.978494623655914, 0.978688524590164, 0.9742489270386266
WATT; Melvin L., NC, 12, 0.9746376811594203, 0.974903474903475, 0.9818840579710145, 0.96843853820598, 0.9823008849557522
JONES; Walter Beaman; Jr., NC, 3, 0.9504504504504504, 0.9593023255813954, 0.9743589743589743, 0.9225700164744646, 0.9956521739130435
BURR; Richard M., NC, 5, 0.983005366726297, 0.9900596421471173, 0.9930795847750865, 0.9728813559322034, 0.99581589958159
MYRICK; Sue, NC, 9, 0.946277097078228, 0.9649484536082474, 1.0, 0.9041095890410958, 0.9953917050691244
ETHERIDGE; Bobby R., NC, 2, 0.9378283712784589, 0.8698224852071006, 0.8979591836734694, 0.942339373970346, 0.975103734439834
McINTYRE; Mike, NC, 7, 0.8629107981220657, 0.6990950226244343, 0.8541666666666666, 0.8532110091743119, 0.896551724137931
HAYES; Robert (Robin), NC, 8, 0.9763572679509632, 0.9843444227005871, 0.9826388888888888, 0.9675324675324676, 0.9915966386554622
POMEROY; Earl Ralph; III, ND, 1, 0.9372759856630825, 0.9, 0.9372822299651568, 0.9258010118043845, 0.9661016949152542
REGULA; Ralph Straus, OH, 16, 0.9649737302977233, 0.9451219512195121, 0.9828767123287672, 0.9438943894389439, 0.9959016393442623
HALL; Tony Patrick, OH, 3, 0.9225922592259226, 0.8559670781893004, 0.9187279151943463, 0.9166666666666666, 0.9416666666666667
OXLEY; Michael Garver, OH, 4, 0.9739049394221808, 0.9874213836477987, 0.9927272727272727, 0.9585492227979274, 0.9908675799086758
KAPTUR; Marcia Carolyn (Marcy), OH, 9, 0.9401473296500921, 0.924, 0.9296296296296296, 0.9249146757679181, 0.991304347826087
KASICH; John Richard, OH, 12, 0.9464646464646465, 0.9681528662420382, 0.9759036144578314, 0.9097888675623801, 1.0
TRAFICANT; James A.; Jr., OH, 17, 0.764265668849392, 0.43675417661097854, 0.8243243243243243, 0.7857142857142857, 0.6431535269709544
SAWYER; Thomas Charles, OH, 14, 0.9753820033955858, 0.9718574108818011, 0.9864864864864865, 0.968798751950078, 0.979253112033195
GILLMOR; Paul Eugene, OH, 5, 0.97632058287796, 0.9675456389452333, 0.9818181818181818, 0.9642248722316865, 1.0
HOBSON; David Lee, OH, 7, 0.9623137598597721, 0.9538152610441767, 0.9860627177700348, 0.9379084967320261, 0.9958677685950413
BOEHNER; John Andrew, OH, 8, 0.9692442882249561, 0.9901574803149606, 0.9964285714285714, 0.9464285714285714, 0.9958677685950413
PORTMAN; Robert Jones (Rob), OH, 2, 0.9563318777292577, 0.9665354330708661, 1.0, 0.9210950080515298, 0.9958677685950413
BROWN; Sherrod, OH, 13, 0.958930276981853, 0.9727095516569201, 0.9715447154471545, 0.9402730375426621, 0.9953488372093023
PRYCE; Deborah D., OH, 15, 0.9502868068833652, 0.9411764705882353, 0.9925093632958801, 0.9102333931777379, 1.0
CHABOT; Steve, OH, 1, 0.9241622574955908, 0.9561068702290076, 0.9892086330935251, 0.8664495114006515, 0.9958677685950413
NEY; Robert William, OH, 18, 0.9620811287477954, 0.9498997995991983, 0.9787985865724381, 0.9395424836601307, 1.0
LaTOURETTE; Steven C., OH, 19, 0.9477543538038496, 0.9110169491525424, 0.9858657243816255, 0.9103690685413005, 0.9916317991631799
STRICKLAND; Ted, OH, 6, 0.9357208448117539, 0.9012096774193549, 0.9275862068965517, 0.9201388888888888, 0.9865470852017937
KUCINICH; Dennis, OH, 10, 0.9323017408123792, 0.9155206286836935, 0.9492753623188406, 0.9104477611940298, 0.963963963963964
JONES; Stephanie Tubbs, OH, 11, 0.9767441860465116, 0.988, 0.9841897233201581, 0.9719298245614035, 0.9808612440191388
ISTOOK; Ernest James; Jr., OK, 5, 0.9669642857142857, 0.9803149606299213, 0.9963898916967509, 0.9428104575163399, 0.9956709956709957
LUCAS; Frank D., OK, 6, 0.9891107078039928, 0.9920634920634921, 1.0, 0.9798994974874372, 1.0
LARGENT; Steve, OK, 1, 0.9420849420849421, 0.9775967413441955, 0.9921259842519685, 0.8992932862190812, 0.9953703703703703
COBURN; Thomas Allen, OK, 2, 0.9270833333333334, 0.9705882352941176, 0.9660194174757282, 0.8926654740608229, 0.9846153846153847
WATTS; Julius Caesar; Jr. (J. C.), OK, 4, 0.9797979797979798, 0.9840954274353877, 1.0, 0.9627749576988156, 1.0
WATKINS; Wesley Wade, OK, 3, 0.9808743169398907, 0.9881889763779528, 1.0, 0.967266775777414, 0.995475113122172
DeFAZIO; Peter Anthony, OR, 4, 0.929070929070929, 0.9223300970873787, 0.9462809917355371, 0.9023941068139963, 0.9768518518518519
BLUMENAUER; Earl, OR, 3, 0.9540954095409541, 0.9476744186046512, 0.9638989169675091, 0.946843853820598, 0.9612068965517241
HOOLEY; Darlene, OR, 5, 0.950316169828365, 0.9065606361829026, 0.9187279151943463, 0.9560067681895094, 0.9742489270386266
WU; David, OR, 1, 0.9277777777777778, 0.899803536345776, 0.9169675090252708, 0.9120689655172414, 0.9820627802690582
WALDEN; Greg, OR, 2, 0.9749784296807593, 0.9769230769230769, 0.993127147766323, 0.9568, 1.0
SHUSTER; E. G. (Bud), PA, 9, 0.9694364851957975, 0.9761388286334056, 0.988929889298893, 0.947935368043088, 1.0
MURTHA; John Patrick; Jr., PA, 12, 0.9158790170132325, 0.8153153153153153, 0.9314079422382672, 0.9120879120879121, 0.9063829787234042
GOODLING; William Franklin, PA, 19, 0.9546279491833031, 0.9660678642714571, 0.974910394265233, 0.927487352445194, 1.0
COYNE; William Joseph, PA, 14, 0.9788172992056487, 0.9906716417910447, 0.985663082437276, 0.9758064516129032, 0.9786324786324786
BORSKI; Robert Anthony; Jr., PA, 3, 0.9613935969868174, 0.935871743486974, 0.9605734767025089, 0.9602169981916817, 0.9652173913043478
GEKAS; George William, PA, 17, 0.9752431476569408, 0.9779559118236473, 0.9965397923875432, 0.9589490968801314, 0.9914163090128756
KANJORSKI; Paul E., PA, 11, 0.9488789237668162, 0.9006085192697769, 0.9587628865979382, 0.9442567567567568, 0.9482758620689655
WELDON; Wayne Curtis (Curt), PA, 7, 0.9534450651769087, 0.9224137931034483, 0.9782608695652174, 0.924956369982548, 0.9955555555555555
KLINK; Ronald, PA, 4, 0.9459148446490219, 0.9038461538461539, 0.9375, 0.9388185654008439, 0.9732620320855615
HOLDEN; Thomas Timothy (Tim), PA, 6, 0.9074410163339383, 0.8129032258064516, 0.9134948096885813, 0.8914185639229422, 0.9380165289256198
GREENWOOD; James Charles, PA, 8, 0.9220272904483431, 0.8463356973995272, 0.9812734082397003, 0.8621973929236499, 0.9954954954954955
FATTAH; Chaka, PA, 2, 0.9760765550239234, 0.9844660194174757, 0.9961089494163424, 0.9649122807017544, 0.981651376146789
DOYLE; Michael F., PA, 18, 0.9210992907801419, 0.8433734939759037, 0.8958333333333334, 0.9232053422370617, 0.946058091286307
MASCARA; Frank R., PA, 20, 0.9267857142857143, 0.8445807770961146, 0.9243986254295533, 0.9180602006688964, 0.9523809523809523
ENGLISH; Philip Sheridan, PA, 21, 0.9483082706766918, 0.9251559251559252, 0.9861111111111112, 0.9060773480662984, 1.0
PETERSON; John, PA, 5, 0.9802955665024631, 0.9799107142857143, 0.9961685823754789, 0.9646182495344506, 1.0
PITTS; Joseph R., PA, 16, 0.9693788276465442, 0.9962121212121212, 0.9929824561403509, 0.9484702093397746, 0.9957805907172996
BRADY; Robert A., PA, 1, 0.9731481481481481, 0.974757281553398, 0.977859778597786, 0.9708404802744426, 0.9734513274336283
SHERWOOD; Don, PA, 10, 0.9611307420494699, 0.9396378269617707, 0.9896907216494846, 0.9336650082918739, 0.9957983193277311
HOEFFEL; Joseph M., PA, 13, 0.9693617021276596, 0.9431818181818182, 0.976271186440678, 0.9703125, 0.9583333333333334
TOOMEY; Patrick Joseph, PA, 15, 0.9477947794779478, 0.9761431411530815, 0.9962825278810409, 0.9071310116086235, 0.99581589958159
KENNEDY; Patrick Joseph, RI, 1, 0.9796672828096118, 0.9861660079051383, 0.9660377358490566, 0.9814814814814815, 0.9910313901345291
WEYGAND; Robert A., RI, 2, 0.9529953917050691, 0.9173387096774194, 0.9288389513108615, 0.9563758389261745, 0.972972972972973
SPENCE; Floyd Davidson, SC, 2, 0.972072072072072, 0.9822485207100592, 0.9818840579710145, 0.9585406301824212, 0.9956709956709957
SPRATT; John McKee; Jr., SC, 5, 0.9319852941176471, 0.8709016393442623, 0.9124087591240876, 0.9290540540540541, 0.963963963963964
SANFORD; Mark, SC, 1, 0.9150052465897167, 0.9585062240663901, 0.978021978021978, 0.86, 1.0
GRAHAM; Lindsey O., SC, 3, 0.9585253456221198, 0.9780876494023905, 0.9737827715355806, 0.9371816638370118, 0.9956331877729258
DeMINT; James W., SC, 4, 0.9508489722966935, 0.9942748091603053, 1.0, 0.9107438016528926, 0.9957627118644068
CLYBURN; James Enos, SC, 6, 0.9684115523465704, 0.9615384615384616, 0.9686411149825784, 0.9694915254237289, 0.9653679653679653
THUNE; John, SD, 1, 0.9664082687338501, 0.9652509652509652, 0.9932432432432432, 0.9439102564102564, 0.991701244813278
GORDON; Barton Jennings, TN, 6, 0.9024839006439742, 0.7931034482758621, 0.8706293706293706, 0.9035087719298246, 0.9393939393939394
CLEMENT; Robert Nelson, TN, 5, 0.9198919891989199, 0.826722338204593, 0.8865979381443299, 0.9264957264957265, 0.9446808510638298
DUNCAN; John J.; Jr., TN, 2, 0.9134355275022543, 0.9241245136186771, 0.9655172413793104, 0.8590163934426229, 0.9957983193277311
TANNER; John S., TN, 8, 0.9111111111111111, 0.8078602620087336, 0.8934707903780069, 0.9056261343012704, 0.9453781512605042
WAMP; Zachary Paul, TN, 3, 0.9485815602836879, 0.9627450980392157, 0.967391304347826, 0.9214402618657938, 0.995850622406639
HILLEARY; Van, TN, 4, 0.943778801843318, 0.9707602339181286, 0.9742647058823529, 0.9086206896551724, 0.9957081545064378
BRYANT; Ed, TN, 7, 0.9717707442258341, 0.9813432835820896, 0.9861111111111112, 0.9578783151326054, 0.9916666666666667
JENKINS; William Lewis, TN, 1, 0.9723214285714286, 0.9722222222222222, 0.982078853046595, 0.9575163398692811, 1.0
FORD; Harold; Jr., TN, 9, 0.9559633027522936, 0.9315068493150684, 0.9522058823529411, 0.9592529711375212, 0.9519650655021834
ARCHER; William Reynolds; Jr., TX, 7, 0.9691588785046729, 0.998003992015968, 1.0, 0.9432013769363167, 1.0
PAUL; Ronald Ernest, TX, 14, 0.8792270531400966, 0.9144736842105263, 0.9752066115702479, 0.813953488372093, 0.9947643979057592
FROST; Jonas Martin, TX, 24, 0.9665158371040724, 0.9263803680981595, 0.9438596491228071, 0.9781512605042016, 0.9644444444444444
STENHOLM; Charles Walter, TX, 17, 0.8631984585741811, 0.6885245901639344, 0.8954703832752613, 0.834307992202729, 0.8865546218487395
HALL; Ralph Moody, TX, 4, 0.7550626808100289, 0.43703703703703706, 0.8275862068965517, 0.7061143984220908, 0.7708333333333334
ORTIZ; Solomon P., TX, 27, 0.9251141552511416, 0.8312236286919831, 0.9340277777777778, 0.9185441941074524, 0.9304347826086956
BARTON; Joe Linus, TX, 6, 0.9568627450980393, 0.9813278008298755, 0.983739837398374, 0.9330922242314648, 0.9864253393665159
COMBEST; Larry Ed, TX, 19, 0.9763157894736842, 0.9922779922779923, 0.9964912280701754, 0.9577922077922078, 1.0
DeLAY; Thomas Dale, TX, 22, 0.972072072072072, 0.9980842911877394, 0.996268656716418, 0.9509803921568627, 1.0
ARMEY; Richard Keith, TX, 26, 0.9696969696969697, 0.9962756052141527, 1.0, 0.9447077409162717, 1.0
SMITH; Lamar Seeligson, TX, 21, 0.9852941176470589, 0.9961904761904762, 0.9896907216494846, 0.9793650793650793, 0.9957446808510638
JOHNSON; Sam, TX, 3, 0.9625912408759124, 0.9980988593155894, 0.9924242424242424, 0.9365609348914858, 0.9957081545064378
EDWARDS; Thomas Chester (Chet), TX, 11, 0.9502712477396021, 0.9004065040650406, 0.9545454545454546, 0.9407783417935702, 0.9694323144104804
DOGGETT; Lloyd Alton; II, TX, 10, 0.950354609929078, 0.94106463878327, 0.982078853046595, 0.9215686274509803, 0.9873417721518988
THORNBERRY; William McClellan (Mac), TX, 13, 0.9799651567944251, 0.9923518164435946, 0.9893992932862191, 0.967948717948718, 1.0
JACKSON LEE; Sheila, TX, 18, 0.9758812615955473, 0.96579476861167, 0.9637681159420289, 0.9796610169491525, 0.9811320754716981
BENTSEN; Kenneth E.; Jr., TX, 25, 0.9623797025371829, 0.9223107569721115, 0.9523809523809523, 0.9638157894736842, 0.970954356846473
SANDLIN; Max A., TX, 1, 0.9223907225691347, 0.8292181069958847, 0.9010238907849829, 0.9284497444633731, 0.9336099585062241
TURNER; Jim, TX, 2, 0.9068493150684932, 0.7944325481798715, 0.8951048951048951, 0.9076655052264808, 0.9191489361702128
SESSIONS; Pete, TX, 5, 0.9604221635883905, 0.9869402985074627, 0.9963503649635036, 0.9317460317460318, 0.9957081545064378
BRADY; Kevin Patrick, TX, 8, 0.9723214285714286, 0.9883040935672515, 0.992831541218638, 0.9541734860883797, 0.9956521739130435
LAMPSON; Nicholas V., TX, 9, 0.9501748251748252, 0.8962818003913894, 0.9273356401384083, 0.9561688311688312, 0.9623430962343096
GRANGER; Kay, TX, 12, 0.977818853974122, 0.979757085020243, 0.9961977186311787, 0.9630872483221476, 0.9955156950672646
HINOJOSA; Rub�n, TX, 15, 0.9757462686567164, 0.9494736842105264, 0.9565217391304348, 0.9808695652173913, 0.9864253393665159
REYES; Silvestre, TX, 16, 0.9610750695088045, 0.9149377593360996, 0.9571428571428572, 0.9634146341463414, 0.96
RODRIGUEZ; Ciro D., TX, 28, 0.9786096256684492, 0.9573643410852714, 0.9855595667870036, 0.9741935483870968, 0.9822222222222222
GONZALEZ; Charles A., TX, 20, 0.9853700516351118, 0.9735849056603774, 0.9758620689655172, 0.990506329113924, 0.9833333333333333
BONILLA; Henry, TX, 23, 0.9774774774774775, 0.9899799599198397, 0.9891696750902527, 0.9633943427620633, 1.0
GREEN; Raymond Eugene (Gene), TX, 29, 0.9253456221198156, 0.8625, 0.9335664335664335, 0.9129662522202486, 0.9449152542372882
JOHNSON; Eddie Bernice, TX, 30, 0.9758281110116384, 0.9689922480620154, 0.9782608695652174, 0.975328947368421, 0.9742489270386266
HANSEN; James Vear, UT, 1, 0.9816849816849816, 0.9822485207100592, 0.988929889298893, 0.9732888146911519, 0.9954954954954955
COOK; Merrill, UT, 2, 0.9525316455696202, 0.9537037037037037, 0.9690265486725663, 0.9266409266409267, 1.0
CANNON; Christopher B., UT, 3, 0.96, 0.9885931558935361, 0.9889705882352942, 0.9341894060995185, 0.9956521739130435
SANDERS; Bernard, VT, 1, 0.6974358974358974, 0.08181818181818182, 0.9504950495049505, 0.5310492505353319, 0.9369369369369369
BLILEY; Thomas Jerome; Jr., VA, 7, 0.9775583482944344, 0.9859437751004017, 0.9928571428571429, 0.9650582362728786, 0.9914163090128756
WOLF; Frank Rudolph, VA, 10, 0.962280701754386, 0.9369918699186992, 0.9761092150170648, 0.9438943894389439, 0.991701244813278
BATEMAN; Herbert Harvell, VA, 1, 0.9830866807610994, 0.9841269841269841, 0.9862385321100917, 0.9754253308128544, 1.0
BOUCHER; Frederick C., VA, 9, 0.9270346117867165, 0.8489361702127659, 0.9424460431654677, 0.9238938053097345, 0.915929203539823
SISISKY; Norman, VA, 4, 0.8805834092980857, 0.7369565217391304, 0.8611111111111112, 0.8949211908931699, 0.8697478991596639
PICKETT; Owen Bradford, VA, 2, 0.9043743641912513, 0.7893518518518519, 0.9021739130434783, 0.9070247933884298, 0.9013452914798207
