Name, State, District, allAverage, partisanAverage, billAverage,procedureAverage,resolutionAverage
DELAHUNT; Bill, MA, 10, 0.9510357815442562, 0.9666666666666667, 0.968, 0.9280936454849499, 0.9953271028037384
CAPUANO; Michael Everett, MA, 8, 0.9704251386321626, 0.9850187265917603, 0.9840637450199203, 0.9600665557404326, 0.9826086956521739
DINGELL; John David; Jr., MI, 16, 0.9587242026266416, 0.9395161290322581, 0.9739776951672863, 0.9509632224168126, 0.9601769911504425
CONYERS; John; Jr., MI, 14, 0.9624134520276953, 0.9842209072978304, 0.9958333333333333, 0.9399293286219081, 0.9853658536585366
BONIOR; David Edward, MI, 10, 0.9669937555753791, 0.9700374531835206, 0.9607142857142857, 0.965742251223491, 0.9780701754385965
KILDEE; Dale Edward, MI, 9, 0.9501718213058419, 0.9157088122605364, 0.956081081081081, 0.9430379746835443, 0.961864406779661
LEVIN; Sander Martin, MI, 12, 0.9727891156462585, 0.960377358490566, 0.9931972789115646, 0.9625, 0.9752066115702479
UPTON; Frederick Stephen, MI, 6, 0.926251097453907, 0.8877551020408163, 0.9966101694915255, 0.864321608040201, 0.9919028340080972
CAMP; David Lee, MI, 4, 0.9657293497363796, 0.9542743538767395, 0.9965397923875432, 0.9377049180327869, 1.0
STUPAK; Bart T., MI, 1, 0.9199594731509625, 0.881104033970276, 0.928, 0.9050279329608939, 0.95
HOEKSTRA; Peter, MI, 2, 0.9407603890362511, 0.9806576402321083, 0.9894366197183099, 0.8962722852512156, 1.0
