CongressNum, Name, Party, State, District, allAverage, partisanAverage, billAverage,procedureAverage,resolutionAverage
106, LOWEY; Nita M.,100, NY,18,0.965391621,0.95890411,0.977777778,0.956026059,0.976635514
106, McNULTY; Michael Robert,100, NY,21,0.945472249,0.921161826,0.948905109,0.935304991,0.966981132
106, WALSH; James T.,200, NY,25,0.955373406,0.912017167,0.979094077,0.92733564,0.995708155
106, SERRANO; Jos� E.,100, NY,16,0.962651727,0.951807229,0.976833977,0.954391892,0.968181818
106, LAZIO; Enrico A. (Rick),200, NY,2,0.919354839,0.869249395,0.97235023,0.867850099,0.990291262
106, KING; Peter T.,200, NY,3,0.952995392,0.912663755,0.974637681,0.92733564,0.991341991
106, NADLER; Jerrold Lewis,100, NY,8,0.962246777,0.980806142,0.976470588,0.945723684,0.99103139
106, VEL�ZQUEZ; Nydia M.,100, NY,12,0.968634686,0.978967495,0.969111969,0.96327212,0.982300885
106, MALONEY; Carolyn Bosher,100, NY,14,0.960958296,0.955165692,0.967391304,0.952998379,0.974358974
106, HINCHEY; Maurice Dunlea,100, NY,26,0.971751412,0.978886756,0.992217899,0.96187175,0.973684211
106, QUINN; John Francis (Jack),200, NY,30,0.947519084,0.891203704,0.981751825,0.911552347,0.995454545
106, FORBES; Michael Patrick,200, NY,1,0.906367041,0.803278689,0.981481481,0.855263158,0.967213115
106, KELLY; Sue W.,200, NY,19,0.905187835,0.839400428,0.982817869,0.833333333,0.987447699
106, McCARTHY; Carolyn,100, NY,4,0.946160635,0.898039216,0.911032028,0.954692557,0.965811966
106, FOSSELLA; Vito John,200, NY,13,0.953831948,0.957055215,0.996415771,0.915662651,1
106, MEEKS; Gregory W.,100, NY,6,0.977121068,0.978346457,0.984063745,0.974358974,0.976525822
106, CROWLEY; Joseph,100, NY,7,0.965517241,0.946640316,0.960573477,0.96302521,0.978070175
106, WEINER; Anthony D.,100, NY,9,0.968921389,0.967307692,0.973282443,0.96192053,0.98245614
106, SWEENEY; John E.,200, NY,22,0.956033676,0.947580645,0.981412639,0.926444834,1
106, REYNOLDS; Thomas M.,200, NY,27,0.978089395,0.97415507,0.996539792,0.96097561,1
106, McHUGH; John Michael,200, NY,24,0.953138815,0.925619835,0.983108108,0.922056385,0.995689655
106, FORBES; Michael Patrick,100, NY,1,0.901351351,0.805111821,0.87745098,0.91292876,0.904458599
106, COBLE; Howard,200, NC,6,0.955390335,0.977822581,0.977358491,0.92746114,1
106, BALLENGER; Cass,200, NC,10,0.976439791,0.990366089,0.996539792,0.959481361,0.995833333
106, PRICE; David Eugene,100, NC,4,0.9594478,0.918095238,0.941979522,0.958664547,0.983122363
106, TAYLOR; Charles Hart,200, NC,11,0.969668246,0.988235294,0.9765625,0.956896552,0.99543379
106, CLAYTON; Eva M.,100, NC,1,0.97771836,0.963249516,0.978494624,0.978688525,0.974248927
106, WATT; Melvin L.,100, NC,12,0.974637681,0.974903475,0.981884058,0.968438538,0.982300885
106, JONES; Walter Beaman; Jr.,200, NC,3,0.95045045,0.959302326,0.974358974,0.922570016,0.995652174
106, BURR; Richard M.,200, NC,5,0.983005367,0.990059642,0.993079585,0.972881356,0.9958159
106, MYRICK; Sue,200, NC,9,0.946277097,0.964948454,1,0.904109589,0.995391705
106, ETHERIDGE; Bobby R.,100, NC,2,0.937828371,0.869822485,0.897959184,0.942339374,0.975103734
106, McINTYRE; Mike,100, NC,7,0.862910798,0.699095023,0.854166667,0.853211009,0.896551724
106, HAYES; Robert (Robin),200, NC,8,0.976357268,0.984344423,0.982638889,0.967532468,0.991596639
106, POMEROY; Earl Ralph; III,100, ND,1,0.937275986,0.9,0.93728223,0.925801012,0.966101695
106, REGULA; Ralph Straus,200, OH,16,0.96497373,0.945121951,0.982876712,0.943894389,0.995901639
106, HALL; Tony Patrick,100, OH,3,0.922592259,0.855967078,0.918727915,0.916666667,0.941666667
106, OXLEY; Michael Garver,200, OH,4,0.973904939,0.987421384,0.992727273,0.958549223,0.99086758
106, KAPTUR; Marcia Carolyn (Marcy),100, OH,9,0.94014733,0.924,0.92962963,0.924914676,0.991304348
106, KASICH; John Richard,200, OH,12,0.946464646,0.968152866,0.975903614,0.909788868,1
106, TRAFICANT; James A.; Jr.,100, OH,17,0.764265669,0.436754177,0.824324324,0.785714286,0.643153527
106, SAWYER; Thomas Charles,100, OH,14,0.975382003,0.971857411,0.986486486,0.968798752,0.979253112
106, GILLMOR; Paul Eugene,200, OH,5,0.976320583,0.967545639,0.981818182,0.964224872,1
106, HOBSON; David Lee,200, OH,7,0.96231376,0.953815261,0.986062718,0.937908497,0.995867769
106, BOEHNER; John Andrew,200, OH,8,0.969244288,0.99015748,0.996428571,0.946428571,0.995867769
106, PORTMAN; Robert Jones (Rob),200, OH,2,0.956331878,0.966535433,1,0.921095008,0.995867769
106, BROWN; Sherrod,100, OH,13,0.958930277,0.972709552,0.971544715,0.940273038,0.995348837
106, PRYCE; Deborah D.,200, OH,15,0.950286807,0.941176471,0.992509363,0.910233393,1
106, CHABOT; Steve,200, OH,1,0.924162257,0.95610687,0.989208633,0.866449511,0.995867769
106, NEY; Robert William,200, OH,18,0.962081129,0.9498998,0.978798587,0.939542484,1
106, LaTOURETTE; Steven C.,200, OH,19,0.947754354,0.911016949,0.985865724,0.910369069,0.991631799
106, STRICKLAND; Ted,100, OH,6,0.935720845,0.901209677,0.927586207,0.920138889,0.986547085
106, KUCINICH; Dennis,100, OH,10,0.932301741,0.915520629,0.949275362,0.910447761,0.963963964
106, JONES; Stephanie Tubbs,100, OH,11,0.976744186,0.988,0.984189723,0.971929825,0.980861244
106, ISTOOK; Ernest James; Jr.,200, OK,5,0.966964286,0.980314961,0.996389892,0.942810458,0.995670996
106, LUCAS; Frank D.,200, OK,6,0.989110708,0.992063492,1,0.979899497,1
106, LARGENT; Steve,200, OK,1,0.942084942,0.977596741,0.992125984,0.899293286,0.99537037
106, COBURN; Thomas Allen,200, OK,2,0.927083333,0.970588235,0.966019417,0.892665474,0.984615385
106, WATTS; Julius Caesar; Jr. (J. C.),200, OK,4,0.97979798,0.984095427,1,0.962774958,1
106, WATKINS; Wesley Wade,200, OK,3,0.980874317,0.988188976,1,0.967266776,0.995475113
106, DeFAZIO; Peter Anthony,100, OR,4,0.929070929,0.922330097,0.946280992,0.902394107,0.976851852
106, BLUMENAUER; Earl,100, OR,3,0.95409541,0.947674419,0.963898917,0.946843854,0.961206897
106, HOOLEY; Darlene,100, OR,5,0.95031617,0.906560636,0.918727915,0.956006768,0.974248927
106, WU; David,100, OR,1,0.927777778,0.899803536,0.916967509,0.912068966,0.98206278
106, WALDEN; Greg,200, OR,2,0.97497843,0.976923077,0.993127148,0.9568,1
106, SHUSTER; E. G. (Bud),200, PA,9,0.969436485,0.976138829,0.988929889,0.947935368,1
106, MURTHA; John Patrick; Jr.,100, PA,12,0.915879017,0.815315315,0.931407942,0.912087912,0.906382979
106, GOODLING; William Franklin,200, PA,19,0.954627949,0.966067864,0.974910394,0.927487352,1
106, COYNE; William Joseph,100, PA,14,0.978817299,0.990671642,0.985663082,0.975806452,0.978632479
106, BORSKI; Robert Anthony; Jr.,100, PA,3,0.961393597,0.935871743,0.960573477,0.960216998,0.965217391
106, GEKAS; George William,200, PA,17,0.975243148,0.977955912,0.996539792,0.958949097,0.991416309
106, KANJORSKI; Paul E.,100, PA,11,0.948878924,0.900608519,0.958762887,0.944256757,0.948275862
106, WELDON; Wayne Curtis (Curt),200, PA,7,0.953445065,0.922413793,0.97826087,0.92495637,0.995555556
106, KLINK; Ronald,100, PA,4,0.945914845,0.903846154,0.9375,0.938818565,0.973262032
106, HOLDEN; Thomas Timothy (Tim),100, PA,6,0.907441016,0.812903226,0.91349481,0.891418564,0.938016529
106, GREENWOOD; James Charles,200, PA,8,0.92202729,0.846335697,0.981273408,0.862197393,0.995495495
106, FATTAH; Chaka,100, PA,2,0.976076555,0.984466019,0.996108949,0.964912281,0.981651376
106, DOYLE; Michael F.,100, PA,18,0.921099291,0.843373494,0.895833333,0.923205342,0.946058091
106, MASCARA; Frank R.,100, PA,20,0.926785714,0.844580777,0.924398625,0.918060201,0.952380952
106, ENGLISH; Philip Sheridan,200, PA,21,0.948308271,0.925155925,0.986111111,0.906077348,1
106, PETERSON; John,200, PA,5,0.980295567,0.979910714,0.996168582,0.96461825,1
106, PITTS; Joseph R.,200, PA,16,0.969378828,0.996212121,0.992982456,0.948470209,0.995780591
106, BRADY; Robert A.,100, PA,1,0.973148148,0.974757282,0.977859779,0.97084048,0.973451327
106, SHERWOOD; Don,200, PA,10,0.961130742,0.939637827,0.989690722,0.933665008,0.995798319
106, HOEFFEL; Joseph M.,100, PA,13,0.969361702,0.943181818,0.976271186,0.9703125,0.958333333
106, TOOMEY; Patrick Joseph,200, PA,15,0.947794779,0.976143141,0.996282528,0.907131012,0.9958159
106, KENNEDY; Patrick Joseph,100, RI,1,0.979667283,0.986166008,0.966037736,0.981481481,0.99103139
106, WEYGAND; Robert A.,100, RI,2,0.952995392,0.91733871,0.928838951,0.956375839,0.972972973
106, SPENCE; Floyd Davidson,200, SC,2,0.972072072,0.982248521,0.981884058,0.95854063,0.995670996
106, SPRATT; John McKee; Jr.,100, SC,5,0.931985294,0.870901639,0.912408759,0.929054054,0.963963964
106, SANFORD; Mark,200, SC,1,0.915005247,0.958506224,0.978021978,0.86,1
106, GRAHAM; Lindsey O.,200, SC,3,0.958525346,0.978087649,0.973782772,0.937181664,0.995633188
106, DeMINT; James W.,200, SC,4,0.950848972,0.994274809,1,0.910743802,0.995762712
106, CLYBURN; James Enos,100, SC,6,0.968411552,0.961538462,0.968641115,0.969491525,0.965367965
106, THUNE; John,200, SD,1,0.966408269,0.965250965,0.993243243,0.943910256,0.991701245
106, GORDON; Barton Jennings,100, TN,6,0.902483901,0.793103448,0.870629371,0.903508772,0.939393939
106, CLEMENT; Robert Nelson,100, TN,5,0.919891989,0.826722338,0.886597938,0.926495726,0.944680851
106, DUNCAN; John J.; Jr.,200, TN,2,0.913435528,0.924124514,0.965517241,0.859016393,0.995798319
106, TANNER; John S.,100, TN,8,0.911111111,0.807860262,0.89347079,0.905626134,0.945378151
106, WAMP; Zachary Paul,200, TN,3,0.94858156,0.962745098,0.967391304,0.921440262,0.995850622
106, HILLEARY; Van,200, TN,4,0.943778802,0.970760234,0.974264706,0.90862069,0.995708155
106, BRYANT; Ed,200, TN,7,0.971770744,0.981343284,0.986111111,0.957878315,0.991666667
106, JENKINS; William Lewis,200, TN,1,0.972321429,0.972222222,0.982078853,0.95751634,1
106, FORD; Harold; Jr.,100, TN,9,0.955963303,0.931506849,0.952205882,0.959252971,0.951965066
106, ARCHER; William Reynolds; Jr.,200, TX,7,0.969158879,0.998003992,1,0.943201377,1
106, PAUL; Ronald Ernest,200, TX,14,0.879227053,0.914473684,0.975206612,0.813953488,0.994764398
106, FROST; Jonas Martin,100, TX,24,0.966515837,0.926380368,0.943859649,0.978151261,0.964444444
106, STENHOLM; Charles Walter,100, TX,17,0.863198459,0.68852459,0.895470383,0.834307992,0.886554622
106, HALL; Ralph Moody,100, TX,4,0.755062681,0.437037037,0.827586207,0.706114398,0.770833333
106, ORTIZ; Solomon P.,100, TX,27,0.925114155,0.831223629,0.934027778,0.918544194,0.930434783
106, BARTON; Joe Linus,200, TX,6,0.956862745,0.981327801,0.983739837,0.933092224,0.986425339
106, COMBEST; Larry Ed,200, TX,19,0.976315789,0.992277992,0.996491228,0.957792208,1
106, DeLAY; Thomas Dale,200, TX,22,0.972072072,0.998084291,0.996268657,0.950980392,1
106, ARMEY; Richard Keith,200, TX,26,0.96969697,0.996275605,1,0.944707741,1
106, SMITH; Lamar Seeligson,200, TX,21,0.985294118,0.996190476,0.989690722,0.979365079,0.995744681
106, JOHNSON; Sam,200, TX,3,0.962591241,0.998098859,0.992424242,0.936560935,0.995708155
106, EDWARDS; Thomas Chester (Chet),100, TX,11,0.950271248,0.900406504,0.954545455,0.940778342,0.969432314
106, DOGGETT; Lloyd Alton; II,100, TX,10,0.95035461,0.941064639,0.982078853,0.921568627,0.987341772
106, THORNBERRY; William McClellan (Mac),200, TX,13,0.979965157,0.992351816,0.989399293,0.967948718,1
106, JACKSON LEE; Sheila,100, TX,18,0.975881262,0.965794769,0.963768116,0.979661017,0.981132075
106, BENTSEN; Kenneth E.; Jr.,100, TX,25,0.962379703,0.922310757,0.952380952,0.963815789,0.970954357
106, SANDLIN; Max A.,100, TX,1,0.922390723,0.829218107,0.901023891,0.928449744,0.933609959
106, TURNER; Jim,100, TX,2,0.906849315,0.794432548,0.895104895,0.907665505,0.919148936
106, SESSIONS; Pete,200, TX,5,0.960422164,0.986940299,0.996350365,0.931746032,0.995708155
106, BRADY; Kevin Patrick,200, TX,8,0.972321429,0.988304094,0.992831541,0.954173486,0.995652174
106, LAMPSON; Nicholas V.,100, TX,9,0.950174825,0.8962818,0.92733564,0.956168831,0.962343096
106, GRANGER; Kay,200, TX,12,0.977818854,0.979757085,0.996197719,0.963087248,0.995515695
106, HINOJOSA; Rub�n,100, TX,15,0.975746269,0.949473684,0.956521739,0.980869565,0.986425339
106, REYES; Silvestre,100, TX,16,0.96107507,0.914937759,0.957142857,0.963414634,0.96
106, RODRIGUEZ; Ciro D.,100, TX,28,0.978609626,0.957364341,0.985559567,0.974193548,0.982222222
106, GONZALEZ; Charles A.,100, TX,20,0.985370052,0.973584906,0.975862069,0.990506329,0.983333333
106, BONILLA; Henry,200, TX,23,0.977477477,0.98997996,0.989169675,0.963394343,1
106, GREEN; Raymond Eugene (Gene),100, TX,29,0.925345622,0.8625,0.933566434,0.912966252,0.944915254
106, JOHNSON; Eddie Bernice,100, TX,30,0.975828111,0.968992248,0.97826087,0.975328947,0.974248927
106, HANSEN; James Vear,200, UT,1,0.981684982,0.982248521,0.988929889,0.973288815,0.995495495
106, COOK; Merrill,200, UT,2,0.952531646,0.953703704,0.969026549,0.926640927,1
106, CANNON; Christopher B.,200, UT,3,0.96,0.988593156,0.988970588,0.934189406,0.995652174
106, SANDERS; Bernard,328, VT,1,0.697435897,0.081818182,0.95049505,0.531049251,0.936936937
106, BLILEY; Thomas Jerome; Jr.,200, VA,7,0.977558348,0.985943775,0.992857143,0.965058236,0.991416309
106, WOLF; Frank Rudolph,200, VA,10,0.962280702,0.93699187,0.976109215,0.943894389,0.991701245
106, BATEMAN; Herbert Harvell,200, VA,1,0.983086681,0.984126984,0.986238532,0.975425331,1
106, BOUCHER; Frederick C.,100, VA,9,0.927034612,0.84893617,0.942446043,0.923893805,0.915929204
106, SISISKY; Norman,100, VA,4,0.880583409,0.736956522,0.861111111,0.894921191,0.869747899
106, PICKETT; Owen Bradford,100, VA,2,0.904374364,0.789351852,0.902173913,0.907024793,0.901345291
106, MORAN; James P.,100, VA,8,0.926829268,0.866,0.90747331,0.934121622,0.931623932
106, DAVIS; Thomas M.; III,200, VA,11,0.948075201,0.915463918,0.98615917,0.913559322,0.987394958
106, GOODE; Virgil H.; Jr.,100, VA,5,0.67761807,0.3125,0.798245614,0.634241245,0.655172414
106, SCOTT; Robert C.,100, VA,3,0.976639712,0.96875,0.982142857,0.980230643,0.960176991
106, GOODLATTE; Robert William,200, VA,6,0.965187119,0.992292871,1,0.938709677,0.991735537
106, GOODE; Virgil H.; Jr.,328, VA,5,0.964726631,0.987804878,0.982248521,0.943462898,0.991304348
106, DICKS; Norman DeValois,100, WA,6,0.964757709,0.931102362,0.95862069,0.970636215,0.956896552
106, McDERMOTT; James A.,100, WA,7,0.964362851,0.986516854,0.983739837,0.941422594,0.995049505
106, METCALF; Jack,200, WA,2,0.941893158,0.937625755,0.972332016,0.909243697,0.99543379
106, HASTINGS; Richard Norman (Doc),200, WA,4,0.981067126,0.998113208,0.996539792,0.966666667,1
106, NETHERCUTT; George R.; Jr.,200, WA,5,0.974222222,0.978087649,0.996415771,0.954248366,1
106, SMITH; Adam,100, WA,9,0.924637681,0.861607143,0.926070039,0.910583942,0.956521739
106, INSLEE; Jay Robert,100, WA,1,0.932642487,0.881904762,0.93814433,0.919175911,0.961864407
106, BAIRD; Brian,100, WA,3,0.95620438,0.928982726,0.938628159,0.958974359,0.97008547
106, DUNN; Jennifer Blackburn,200, WA,8,0.965485922,0.958,0.996389892,0.940199336,0.995495495
106, RAHALL; Nick Joe; II,100, WV,3,0.926296633,0.860995851,0.933566434,0.917241379,0.939914163
106, WISE; Robert Ellsworth; Jr.,100, WV,2,0.918050941,0.845977011,0.899521531,0.92504931,0.919786096
106, MOLLOHAN; Alan Bowlby,100, WV,1,0.912690355,0.811455847,0.920454545,0.912109375,0.90430622
106, OBEY; David Ross,100, WI,7,0.940639269,0.934489403,0.970479705,0.920661157,0.95890411
106, SENSENBRENNER; Frank James; Jr.,200, WI,9,0.921223355,0.961165049,0.987854251,0.862184874,1
106, PETRI; Thomas Evert,200, WI,6,0.933098592,0.941176471,0.993006993,0.879084967,1
106, KLECZKA; Gerald Daniel,100, WI,4,0.94185022,0.921001927,0.958188153,0.926829268,0.961373391
106, KIND; Ron,100, WI,3,0.923691216,0.9,0.943462898,0.904448105,0.949367089
106, RYAN; Paul D.,200, WI,1,0.937662338,0.956439394,0.996478873,0.887658228,1
106, BALDWIN; Tammy,100, WI,2,0.96036036,0.976833977,0.981818182,0.938842975,0.991304348
106, GREEN; Mark,200, WI,8,0.95254833,0.970703125,0.993127148,0.91503268,1
106, BARRETT; Thomas M.,100, WI,5,0.943512798,0.953183521,0.973977695,0.912698413,0.991452991
106, CUBIN; Barbara L.,200, WY,1,0.970856102,0.984526112,0.996078431,0.951298701,0.995594714
107, BUSH; George Walker,200, USA,0,0.472727273,0.4,0.888888889,0.357142857,0.75
107, CALLAHAN; Herbert Leon (Sonny),200, AL,1,0.849315068,0.807843137,0.983146067,0.727513228,0.977011494
107, CRAMER; Robert E. (Bud); Jr.,100, AL,5,0.804265997,0.701388889,0.851674641,0.820163488,0.733031674
107, EVERETT; Robert Terry,200, AL,2,0.8386277,0.786713287,0.984210526,0.710784314,0.968253968
107, BACHUS; Spencer T.; III,200, AL,6,0.83625,0.774193548,0.97979798,0.705596107,0.968586387
107, HILLIARD; Earl Frederick,100, AL,7,0.792613636,0.698369565,0.856353591,0.795107034,0.729591837
107, RILEY; Robert,200, AL,3,0.821138211,0.784810127,0.978571429,0.685185185,0.966887417
107, ADERHOLT; Robert,200, AL,4,0.846641318,0.801369863,0.984210526,0.726618705,0.978021978
107, YOUNG; Donald Edwin,200, AK,1,0.836940837,0.786259542,0.9875,0.708108108,0.981595092
107, STUMP; Robert Lee,200, AZ,3,0.838571429,0.779116466,0.976608187,0.724867725,0.966887417
107, KOLBE; James Thomas,200, AZ,5,0.860164512,0.817589577,0.985714286,0.74715262,0.975247525
107, FLAKE; Jeff,200, AZ,1,0.852864583,0.806122449,0.988505747,0.743902439,0.967391304
107, PASTOR; Ed,100, AZ,2,0.810709838,0.709443099,0.852380952,0.835164835,0.733624454
107, SHADEGG; John B.,200, AZ,4,0.845121951,0.781045752,0.985,0.723004695,0.969072165
107, HAYWORTH; John D.; Jr.,200, AZ,6,0.833732057,0.769736842,0.980099502,0.701388889,0.97044335
107, BOOZMAN; John,200, AR,3,0.846320346,0.805031447,0.991304348,0.709401709,0.982300885
107, ROSS; Michael Avery,100, AR,4,0.806257521,0.706150342,0.837962963,0.82585752,0.745762712
107, BERRY; Robert Marion,100, AR,1,0.796319018,0.700956938,0.846889952,0.801075269,0.743589744
107, SNYDER; Victor F.,100, AR,2,0.789473684,0.687344913,0.83919598,0.806358382,0.71627907
107, HUTCHINSON; Asa,200, AR,3,0.808510638,0.736842105,0.957446809,0.682539683,0.951612903
107, STARK; Fortney Hillman (Pete); Jr.,100, CA,13,0.79305136,0.696165192,0.835294118,0.8,0.746192893
107, MILLER; George,100, CA,7,0.776011561,0.689458689,0.83625731,0.764350453,0.742105263
107, WAXMAN; Henry Arnold,100, CA,29,0.793800539,0.690909091,0.845744681,0.812865497,0.716981132
107, DIXON; Julian Carey,100, CA,32,0,0,0,0,0
107, LEWIS; Charles Jeremy (Jerry),200, CA,40,0.85786802,0.80141844,0.978609626,0.750605327,0.973404255
107, MATSUI; Robert T.,100, CA,5,0.801257862,0.704878049,0.8647343,0.8125,0.722727273
107, THOMAS; William Marshall,200, CA,21,0.857668712,0.815068493,0.985074627,0.738609113,0.979695431
107, DREIER; David Timothy,200, CA,28,0.857651246,0.813333333,0.985294118,0.745995423,0.97029703
107, HUNTER; Duncan Lee,200, CA,52,0.836004932,0.787162162,0.984615385,0.70212766,0.979274611
107, LANTOS; Thomas Peter,100, CA,12,0.788787484,0.696741855,0.841025641,0.800561798,0.722222222
107, BERMAN; Howard Lawrence,100, CA,26,0.797278912,0.693333333,0.868131868,0.807692308,0.720930233
107, GALLEGLY; Elton W.,200, CA,23,0.838199513,0.786885246,0.979695431,0.706855792,0.975247525
107, HERGER; Walter William (Wally),200, CA,2,0.842558426,0.789655172,0.989847716,0.716981132,0.96875
107, PELOSI; Nancy,100, CA,8,0.776785714,0.688888889,0.845,0.776859504,0.714932127
107, COX; Charles Christopher,200, CA,47,0.848214286,0.798634812,0.983695652,0.734939759,0.967567568
107, ROHRABACHER; Dana,200, CA,45,0.840527578,0.783606557,0.979899497,0.711267606,0.971291866
107, CONDIT; Gary Adrian,100, CA,18,0.787755102,0.703608247,0.849462366,0.773255814,0.756097561
107, HONDA; Mike,100, CA,15,0.785894207,0.690997567,0.837438424,0.791327913,0.72972973
107, SCHIFF; Adam,100, CA,27,0.799007444,0.703271028,0.852941176,0.806970509,0.737991266
107, SOLIS; Hilda L.,100, CA,31,0.787261146,0.694444444,0.844221106,0.79558011,0.723214286
107, WATSON; Diane Edith,100, CA,32,0.804651163,0.722222222,0.852071006,0.825082508,0.722543353
107, ISSA; Darrell,200, CA,48,0.850478469,0.799331104,0.985294118,0.729166667,0.975
107, DAVIS; Susan A.,100, CA,49,0.801479655,0.699300699,0.842105263,0.826666667,0.72246696
107, DOOLITTLE; John Taylor,200, CA,4,0.847001224,0.804713805,0.980392157,0.728132388,0.968421053
107, DOOLEY; Calvin M.,100, CA,20,0.796195652,0.682414698,0.820512821,0.821428571,0.731707317
107, WATERS; Maxine,100, CA,35,0.774962742,0.695014663,0.855491329,0.768253968,0.710382514
107, CUNNINGHAM; Randall (Duke),200, CA,51,0.848341232,0.799342105,0.980392157,0.72706422,0.975490196
107, WOOLSEY; Lynn C.,100, CA,6,0.794608472,0.695,0.842364532,0.806722689,0.730593607
107, POMBO; Richard William,200, CA,11,0.847374847,0.801324503,0.984693878,0.727699531,0.969543147
107, ESHOO; Anna Georges,100, CA,14,0.790523691,0.697841727,0.863207547,0.783933518,0.733624454
107, FARR; Sam,100, CA,17,0.797029703,0.697336562,0.855769231,0.804878049,0.731601732
107, McKEON; Howard P. (Buck),200, CA,25,0.857981221,0.810457516,0.980952381,0.743707094,0.975609756
107, BECERRA; Xavier,100, CA,30,0.793447293,0.701086957,0.860465116,0.797058824,0.726315789
107, ROYBAL-ALLARD; Lucille,100, CA,33,0.799247177,0.7,0.853658537,0.816438356,0.72246696
107, HARMAN; Jane L.,100, CA,36,0.788679245,0.678486998,0.831683168,0.809139785,0.714932127
107, HORN; John Stephen (Steve),200, CA,38,0.841854935,0.783333333,0.985645933,0.711316397,0.974874372
107, ROYCE; Edward Randall,200, CA,39,0.836004932,0.771043771,0.984375,0.704057279,0.97
107, CALVERT; Ken,200, CA,43,0.850060459,0.79264214,0.980099502,0.731308411,0.974747475
107, FILNER; Bob,100, CA,50,0.784916201,0.706849315,0.873563218,0.774853801,0.725
107, LOFGREN; Zoe,100, CA,16,0.798701299,0.705289673,0.858585859,0.798295455,0.745454545
107, RADANOVICH; George P.,200, CA,19,0.846057572,0.809688581,0.984615385,0.720194647,0.974093264
107, MILLENDER-McDONALD; Juanita,100, CA,37,0.796495957,0.689922481,0.847715736,0.814925373,0.719047619
107, TAUSCHER; Ellen O'Kane,100, CA,10,0.807125307,0.709601874,0.839622642,0.820652174,0.756410256
107, SHERMAN; Brad,100, CA,24,0.797246558,0.702439024,0.850241546,0.802197802,0.74122807
107, SANCHEZ; Loretta,100, CA,46,0.792682927,0.708333333,0.837988827,0.790960452,0.756097561
107, CAPPS; Lois,100, CA,22,0.791921665,0.696969697,0.863207547,0.802666667,0.708695652
107, BONO; Mary,200, CA,44,0.842615012,0.79,0.984848485,0.722727273,0.973404255
107, LEE; Barbara,100, CA,9,0.7845953,0.700251889,0.853535354,0.78,0.729357798
107, THOMPSON; Michael,100, CA,1,0.808053691,0.716216216,0.844559585,0.809798271,0.770731707
107, OSE; Doug,200, CA,3,0.854191981,0.816993464,0.981132075,0.730582524,0.974874372
107, NAPOLITANO; Grace Flores,100, CA,34,0.798988622,0.71182266,0.863414634,0.794520548,0.746606335
107, MILLER; Gary G.,200, CA,41,0.844743276,0.791245791,0.979274611,0.725352113,0.969849246
107, BACA; Joe,100, CA,42,0.790640394,0.687943262,0.843601896,0.798927614,0.728070175
107, HEFLEY; Joel M.,200, CO,5,0.8515625,0.795302013,0.983425414,0.734643735,0.983333333
107, McINNIS; Scott,200, CO,3,0.8488228,0.787671233,0.98,0.722358722,0.975
107, DeGETTE; Diana,100, CO,1,0.784031414,0.694444444,0.842639594,0.783861671,0.731818182
107, SCHAFFER; Robert W.,200, CO,4,0.838383838,0.804878049,0.993333333,0.725388601,0.968152866
107, UDALL; Mark,100, CO,2,0.80155642,0.71039604,0.850515464,0.816438356,0.731132075
107, TANCREDO; Thomas G.,200, CO,6,0.842105263,0.784982935,0.988571429,0.723716381,0.971590909
107, JOHNSON; Nancy Lee,200, CT,6,0.831719128,0.766101695,0.985436893,0.692488263,0.974226804
107, SHAYS; Christopher H.,200, CT,4,0.836734694,0.773333333,0.990384615,0.697183099,0.974874372
107, SIMMONS; Robert (Rob),200, CT,2,0.846153846,0.794701987,0.985714286,0.720183486,0.974874372
107, DeLAURO; Rosa L.,100, CT,3,0.802992519,0.708133971,0.853080569,0.81043956,0.744493392
107, MALONEY; James H.,100, CT,5,0.793670886,0.698598131,0.834951456,0.809651475,0.725118483
107, LARSON; John B.,100, CT,1,0.780701754,0.687651332,0.848780488,0.777472527,0.72489083
107, CASTLE; Michael Newbold,200, DE,1,0.844339623,0.790697674,0.985849057,0.713625866,0.975369458
107, YOUNG; Charles William (Bill),200, FL,10,0.845771144,0.797297297,0.984293194,0.722748815,0.979057592
107, SHAW; Eugene Clay; Jr.,200, FL,22,0.839904421,0.772727273,0.98,0.711670481,0.98
107, BILIRAKIS; Michael,200, FL,9,0.836515513,0.785016287,0.980099502,0.701388889,0.980487805
107, GOSS; Porter J.,200, FL,14,0.846793349,0.792079208,0.980582524,0.722222222,0.975490196
107, STEARNS; Clifford Bundy,200, FL,6,0.842821782,0.782178218,0.984693878,0.716346154,0.969387755
107, ROS-LEHTINEN; Ileana,200, FL,18,0.847309136,0.785964912,0.98,0.72705314,0.972972973
107, MILLER; Jefferson B. (Jeff),200, FL,1,0.86746988,0.833333333,0.984251969,0.754940711,0.983050847
107, CRENSHAW; Ander,200, FL,4,0.852975496,0.8,0.980952381,0.733485194,0.975961538
107, KELLER; Richard (Ric),200, FL,8,0.836385836,0.781569966,0.979487179,0.707259953,0.974619289
107, PUTNAM; Adam,200, FL,12,0.847188264,0.795986622,0.98,0.725118483,0.974489796
107, BROWN; Corrine,100, FL,3,0.789617486,0.689189189,0.840425532,0.804664723,0.71641791
107, THURMAN; Karen L.,100, FL,5,0.790697674,0.691139241,0.830845771,0.79494382,0.746543779
107, MICA; John L.,200, FL,7,0.852870813,0.796052632,0.980295567,0.733796296,0.980099502
107, MILLER; Daniel,200, FL,13,0.842627014,0.779310345,0.984615385,0.715311005,0.974226804
