congress,year,name,party,state,district,margin,allAverage,partisanAverage,billAverage,procedureAverage,resolutionAverage
2000,106, ABERCROMBIE; Neil,100,HI,1,40.41375625,0.945848375,0.914728682,0.937106918,0.950963222,0.945205479
2002,107, ABERCROMBIE; Neil,100,HI,1,47.93867196,0.790909091,0.704433498,0.844748858,0.78978979,0.73853211
2004,108, ABERCROMBIE; Neil,100,HI,1,28.99192383,0.7421875,0.609856263,0.805343511,0.769620253,0.627615063
2006,109, ABERCROMBIE; Neil,100,HI,1,38.70781478,0.735714286,0.602649007,0.830188679,0.750649351,0.62962963
2008,110, ABERCROMBIE; Neil,100,HI,1,53.1478616,0.734195402,0.591160221,0.822033898,0.754442649,0.630071599
2018,115, ABRAHAM; Ralph,200,LA,5,36.5713163,0.763023493,0.730569948,0.987854251,0.515086207,0.985074627
2000,106, ACKERMAN; Gary Leonard,100,NY,5,29.10010301,0.985148515,0.985943775,0.992831541,0.985267035,0.973404255
2004,108, ACKERMAN; Gary Leonard,100,NY,5,34.44001685,0.745260664,0.622807018,0.808163265,0.761658031,0.643192488
2008,110, ACKERMAN; Gary Leonard,100,NY,5,30.51835076,0.727461859,0.586206897,0.820441989,0.751914242,0.611241218
2010,111, ACKERMAN; Gary Leonard,100,NY,5,29.25590857,0.706062932,0.562146893,0.778145695,0.727580372,0.62195122
2014,113, ADAMS; Alma,100,NC,12,50.69267479,0.647058824,0.5,0.833333333,0.705882353,0.454545455
2016,114, ADAMS; Alma,100,NC,12,34.04809619,0.75960347,0.632794457,0.822429907,0.779069767,0.678714859
2018,115, ADAMS; Alma,100,NC,12,46.14563406,0.77254902,0.668280872,0.856410256,0.8,0.657777778
2000,106, ADERHOLT; Robert,200,AL,4,23.19671493,0.962264151,0.96749522,0.978851964,0.941284404,0.987341772
2004,108, ADERHOLT; Robert,200,AL,4,49.597222,0.79568672,0.782089552,0.977973568,0.626666667,0.965686275
2006,109, ADERHOLT; Robert,200,AL,4,40.47697081,0.783606557,0.740437158,0.991561181,0.578475336,0.965517241
2008,110, ADERHOLT; Robert,200,AL,4,49.65060209,0.779540048,0.772313297,0.989285714,0.605882353,0.976744186
2012,112, ADERHOLT; Robert,200,AL,4,48.0699916,0.76313276,0.769556025,0.991150442,0.585492228,0.975206612
2018,115, ADERHOLT; Robert,200,AL,4,59.64566673,0.766137566,0.736979167,0.987068966,0.522123894,0.992337165
2016,114, AGUILAR; Peter Rey,100,CA,31,12.13507706,0.758045292,0.626373626,0.822727273,0.792243767,0.65503876
2018,115, AGUILAR; Peter Rey,100,CA,31,17.48899971,0.767948718,0.658711217,0.845360825,0.789772727,0.670940171
2002,107, AKIN; W. Todd,200,MO,2,36.10285016,0.844868735,0.791530945,0.987068966,0.703431373,0.96969697
2004,108, AKIN; W. Todd,200,MO,2,32.40059794,0.801339286,0.781341108,0.983122363,0.628635347,0.962264151
2006,109, AKIN; W. Todd,200,MO,2,24.75861997,0.77588047,0.720108696,0.991803279,0.563596491,0.962025316
2008,110, AKIN; W. Todd,200,MO,2,26.86743241,0.777690495,0.767730496,0.985865724,0.605531295,0.97359736
2010,111, AKIN; W. Todd,200,MO,2,38.78071919,0.743183817,0.74556213,0.98340249,0.531516184,0.957928803
2006,109, ALEXANDER; Rodney,200,LA,5,39.25398405,0.790233074,0.748603352,0.991341991,0.599099099,0.960176991
2016,114, ALLEN; Rick W.,200,GA,12,23.2017056,0.774093264,0.732142857,0.983606557,0.575,0.958506224
2018,115, ALLEN; Rick W.,200,GA,12,18.95612183,0.759674134,0.730077121,0.987854251,0.513800425,0.984848485
2000,106, ALLEN; Thomas H.,100,ME,1,23.27024365,0.97660312,0.975471698,0.97005988,0.976068376,0.987234043
2002,107, ALLEN; Thomas H.,100,ME,1,27.61321177,0.795969773,0.701923077,0.841409692,0.804093567,0.737777778
2004,108, ALLEN; Thomas H.,100,ME,1,19.47265092,0.743257821,0.624031008,0.820512821,0.764563107,0.619834711
2006,109, ALLEN; Thomas H.,100,ME,1,29.51737981,0.73612684,0.609406953,0.834821429,0.754342432,0.62109375
2008,110, ALTMIRE; Jason,100,PA,4,11.71593097,0.723487313,0.582417582,0.81122449,0.750724638,0.606593407
2010,111, ALTMIRE; Jason,100,PA,4,1.627100111,0.706970128,0.568,0.797653959,0.714057508,0.62642369
2012,112, AMASH; Justin,200,MI,3,8.448800581,0.795564127,0.79004329,0.982532751,0.648601399,0.970338983
2014,113, AMASH; Justin,200,MI,3,18.89531002,0.781362007,0.79787234,0.994594595,0.612554113,0.984210526
2016,114, AMASH; Justin,200,MI,3,21.94879734,0.773933103,0.741144414,0.99,0.590707965,0.958139535
2018,115, AMASH; Justin,200,MI,3,11.2383343,0.790789474,0.788059701,0.969325153,0.648711944,0.976470588
2012,112, AMODEI; Mark E.,200,NV,2,21.38717849,0.720447284,0.733788396,0.983471074,0.521367521,0.967532468
2014,113, AMODEI; Mark E.,200,NV,2,37.7992589,0.762470309,0.783861671,0.989071038,0.575757576,0.989847716
2016,114, AMODEI; Mark E.,200,NV,2,21.36811602,0.791294643,0.749326146,0.98245614,0.608108108,0.959821429
2018,115, AMODEI; Mark E.,200,NV,2,16.46153365,0.77028451,0.736842105,0.987551867,0.526666667,0.992248062
2000,106, ANDREWS; Robert Ernest,100,NJ,1,55.03888676,0.95026643,0.923529412,0.9625,0.933216169,0.974683544
2004,108, ANDREWS; Robert Ernest,100,NJ,1,50.35514144,0.74301676,0.616016427,0.816479401,0.757033248,0.637130802
2008,110, ANDREWS; Robert Ernest,100,NJ,1,46.44879838,0.733785822,0.584659913,0.811428571,0.764199656,0.620253165
2010,111, ANDREWS; Robert Ernest,100,NJ,1,28.39059352,0.701536211,0.560379919,0.788519637,0.711221122,0.620930233
2012,112, ANDREWS; Robert Ernest,100,NJ,1,38.25080465,0.742885182,0.629294756,0.830578512,0.757303371,0.659638554
2008,110, ARCURI; Michael,100,NY,24,6.368347547,0.730434783,0.588988476,0.819843342,0.758258258,0.612107623
2010,111, ARCURI; Michael,100,NY,24,2.069507642,0.705156137,0.568364611,0.782991202,0.715447154,0.627078385
2000,106, ARMEY; Richard Keith,200,TX,26,46.88016473,0.96969697,0.996275605,1,0.940677966,1
2018,115, ARRINGTON; Jodey Cook,200,TX,19,50.45275639,0.760330579,0.733160622,0.987551867,0.519230769,0.984555985
2010,111, AUSTRIA; Steve,200,OH,7,29.92080178,0.742351047,0.731343284,0.989169675,0.514423077,0.958944282
2018,115, BABIN; Brian,200,TX,36,45.11705023,0.763048017,0.733333333,0.987012987,0.52688172,0.984732824
2000,106, BACA; Joe,100,CA,42,24.63830264,0.952641166,0.897321429,0.957446809,0.946058091,0.958333333
2002,107, BACA; Joe,100,CA,43,35.92771437,0.790640394,0.687943262,0.844537815,0.794797688,0.728070175
2004,108, BACA; Joe,100,CA,43,32.73308161,0.737916219,0.607072692,0.825454545,0.753056235,0.615384615
2006,109, BACA; Joe,100,CA,43,28.9787442,0.738979118,0.610062893,0.822510823,0.754521964,0.635245902
2008,110, BACA; Joe,100,CA,43,38.28742232,0.729468599,0.592689295,0.822102426,0.75462963,0.611627907
2010,111, BACA; Joe,100,CA,43,30.9925549,0.703113686,0.561994609,0.792284866,0.717041801,0.611374408
2008,110, BACHMANN; Michele,200,MN,6,2.97263574,0.781129157,0.777183601,0.986440678,0.611747851,0.973333333
2010,111, BACHMANN; Michele,200,MN,6,12.72016622,0.729390681,0.723232323,0.983739837,0.495621716,0.966555184
2012,112, BACHMANN; Michele,200,MN,6,1.209619516,0.75669383,0.755494505,0.988888889,0.570194384,0.962962963
2012,112, BACHUS; Spencer T.; III,200,AL,6,42.51676393,0.757575758,0.760869565,0.990950226,0.577540107,0.962655602
2018,115, BACON; Donald J.,200,NE,2,1.990059762,0.758308157,0.723076923,0.987755102,0.515592516,0.985018727
2000,106, BAIRD; Brian,100,WA,3,15.7667761,0.95620438,0.928982726,0.944099379,0.957407407,0.97008547
2002,107, BAIRD; Brian,100,WA,3,23.37931712,0.790849673,0.697732997,0.843317972,0.795321637,0.72815534
2004,108, BAIRD; Brian,100,WA,3,23.85999814,0.748883929,0.62295082,0.822393822,0.760493827,0.646551724
2006,109, BAIRD; Brian,100,WA,3,26.24688814,0.743712575,0.616740088,0.85,0.765789474,0.608510638
2008,110, BAIRD; Brian,100,WA,3,28.02507318,0.730796335,0.584131327,0.815718157,0.755166932,0.619952494
2000,106, BAKER; Richard Hugh,200,LA,6,38.37923755,0.98464318,0.989959839,0.996904025,0.971014493,1
2004,108, BAKER; Richard Hugh,200,LA,6,52.84092428,0.800223214,0.787610619,0.983263598,0.629711752,0.961165049
2000,106, BALDACCI; John Elias,100,ME,2,46.86223083,0.964471404,0.936538462,0.955621302,0.968695652,0.966804979
2018,115, BALDERSON; Troy,200,OH,12,4.222486953,0.785714286,0.818181818,0.970588235,0.361111111,1
2000,106, BALDWIN; Tammy,100,WI,2,2.796029901,0.96036036,0.976833977,0.981191223,0.935828877,0.991304348
2002,107, BALDWIN; Tammy,100,WI,2,32.18099511,0.795572917,0.710594315,0.860986547,0.774390244,0.760368664
2004,108, BALDWIN; Tammy,100,WI,2,26.60815038,0.748116254,0.628458498,0.813186813,0.766990291,0.643442623
2006,109, BALDWIN; Tammy,100,WI,2,25.73091162,0.737209302,0.608786611,0.814479638,0.751308901,0.649805447
2008,110, BALDWIN; Tammy,100,WI,2,38.76873873,0.73202171,0.591145833,0.823218997,0.758513932,0.616926503
2010,111, BALDWIN; Tammy,100,WI,2,23.61048278,0.70014556,0.557200538,0.787234043,0.709150327,0.621247113
2000,106, BALLENGER; Cass,200,NC,10,38.77078676,0.976439791,0.990366089,0.996987952,0.956445993,0.995833333
2002,107, BALLENGER; Cass,200,NC,10,21.45569328,0.855932203,0.811447811,0.98245614,0.720403023,0.980099502
2018,115, BANKS; James E.,200,IN,3,29.45258759,0.758551308,0.727735369,0.987951807,0.510504202,0.985130112
2012,112, BARBER; Ron,100,AZ,2,0.83960873,0.680628272,0.544554455,0.738095238,0.670731707,0.656716418
2014,113, BARBER; Ron,100,AZ,2,-0.073398343,0.758420441,0.639308855,0.82629108,0.759689922,0.701149425
2000,106, BARCIA; James A.,100,MI,5,50.36550858,0.869047619,0.725701944,0.855029586,0.854126679,0.922746781
2012,112, BARLETTA; Lou,200,PA,11,17.08847888,0.761767531,0.75974026,0.990697674,0.585788562,0.97188755
2014,113, BARLETTA; Lou,200,PA,11,32.6142984,0.779527559,0.810810811,0.990049751,0.603340292,0.980861244
2016,114, BARLETTA; Lou,200,PA,11,27.33565119,0.789123196,0.754716981,0.982300885,0.600451467,0.961206897
2000,106, BARR; Bob,200,GA,7,10.51692157,0.949673812,0.980119284,0.976351351,0.916967509,0.995515695
2006,109, BARRETT; James Gresham,200,SC,3,25.75623076,0.787581699,0.745810056,0.992,0.571095571,0.962343096
2008,110, BARRETT; James Gresham,200,SC,3,29.46412183,0.780392157,0.774422735,0.989247312,0.614060258,0.973244147
2000,106, BARRETT; Thomas M.,100,WI,5,55.66043636,0.943512798,0.953183521,0.974522293,0.907692308,0.991452991
2006,109, BARROW; John,100,GA,12,0.606579705,0.724511931,0.599613153,0.826446281,0.754176611,0.582375479
2008,110, BARROW; John,100,GA,12,32.00072192,0.736770692,0.600258732,0.816,0.767371601,0.622425629
2010,111, BARROW; John,100,GA,12,13.17098845,0.703170029,0.556894244,0.779456193,0.72275641,0.616628176
2012,112, BARROW; John,100,GA,12,7.400017752,0.771400778,0.652751423,0.87295082,0.772321429,0.696428571
2014,113, BARROW; John,100,GA,12,-9.506396346,0.749108205,0.612200436,0.781553398,0.781578947,0.674509804
2000,106, BARTLETT; Roscoe Gardner,200,MD,6,21.39509792,0.951807229,0.979362101,0.978593272,0.91959799,0.995798319
2002,107, BARTLETT; Roscoe Gardner,200,MD,6,32.34109221,0.829812207,0.767515924,0.983122363,0.668292683,0.975609756
2004,108, BARTLETT; Roscoe Gardner,200,MD,6,37.95907145,0.796808511,0.785915493,0.984375,0.614072495,0.972093023
2006,109, BARTLETT; Roscoe Gardner,200,MD,6,20.53430109,0.764140875,0.707317073,0.991836735,0.534216336,0.966527197
2008,110, BARTLETT; Roscoe Gardner,200,MD,6,18.97499508,0.773076923,0.772887324,0.989655172,0.594285714,0.974193548
2010,111, BARTLETT; Roscoe Gardner,200,MD,6,28.2279542,0.734860884,0.728652751,0.98880597,0.504025765,0.960960961
2012,112, BARTLETT; Roscoe Gardner,200,MD,6,-20.87165521,0.753703704,0.742290749,0.987704918,0.55711775,0.958801498
2002,107, BARTON; Joe Linus,200,TX,6,42.66842237,0.847394541,0.798611111,0.991071429,0.703324808,0.97382199
2004,108, BARTON; Joe Linus,200,TX,6,33.31338239,0.798423423,0.782352941,0.978632479,0.631111111,0.960784314
2006,109, BARTON; Joe Linus,200,TX,6,23.38788182,0.786285714,0.732758621,0.991341991,0.58254717,0.963636364
2008,110, BARTON; Joe Linus,200,TX,6,26.40547148,0.7792,0.767272727,0.985915493,0.608567208,0.975778547
2010,111, BARTON; Joe Linus,200,TX,6,34.70967107,0.745196324,0.731800766,0.989208633,0.522240527,0.961538462
2012,112, BARTON; Joe Linus,200,TX,6,18.79121055,0.754221388,0.750537634,0.983193277,0.558718861,0.962406015
2014,113, BARTON; Joe Linus,200,TX,6,24.70727701,0.763250883,0.790229885,0.989417989,0.577006508,0.979899497
2016,114, BARTON; Joe Linus,200,TX,6,19.31129618,0.779661017,0.730077121,0.982905983,0.587234043,0.958333333
2000,106, BASS; Charles Foster,200,NH,2,15.55760301,0.941747573,0.925101215,0.993957704,0.885918004,1
2002,107, BASS; Charles Foster,200,NH,2,15.95124991,0.841176471,0.77704918,0.983739837,0.685785536,0.975369458
2004,108, BASS; Charles Foster,200,NH,2,20.08202466,0.79533404,0.771014493,0.984189723,0.607758621,0.969026549
2006,109, BASS; Charles Foster,200,NH,2,-7.104007911,0.782608696,0.746630728,0.988142292,0.578723404,0.962962963
2012,112, BASS; Charles Foster,200,NH,2,-4.830554189,0.772511848,0.772043011,0.991341991,0.595782074,0.968627451
2012,112, BASS; Karen,100,CA,37,72.83496118,0.730653266,0.605555556,0.812765957,0.741935484,0.656441718
2014,113, BASS; Karen,100,CA,37,68.56267089,0.764060357,0.649746193,0.838150289,0.760479042,0.711711712
2018,115, BASS; Karen,100,CA,37,78.15109697,0.781560284,0.679790026,0.85,0.813084112,0.671568627
2006,109, BEAN; Melissa L.,100,IL,8,6.889538371,0.72428884,0.598825832,0.827731092,0.734793187,0.61509434
2008,110, BEAN; Melissa L.,100,IL,8,21.44082565,0.735353535,0.601010101,0.821333333,0.764079148,0.622516556
2010,111, BEAN; Melissa L.,100,IL,8,-0.14325586,0.703621582,0.553133515,0.775075988,0.728171334,0.611510791
2014,113, BEATTY; Joyce,100,OH,3,28.12628699,0.762364294,0.638580931,0.830845771,0.775132275,0.688
2016,114, BEATTY; Joyce,100,OH,3,37.14797615,0.757647059,0.631929047,0.825112108,0.782016349,0.665384615
2018,115, BEATTY; Joyce,100,OH,3,47.24193986,0.772965879,0.668292683,0.854166667,0.796561605,0.665158371
2004,108, BEAUPREZ; Bob,200,CO,7,11.92465411,0.801714898,0.784916201,0.984,0.63034188,0.962790698
2000,106, BECERRA; Xavier,100,CA,30,71.49219376,0.973180077,0.971830986,0.986754967,0.96635514,0.971014493
2002,107, BECERRA; Xavier,100,CA,31,62.30388293,0.793447293,0.701086957,0.862433862,0.792569659,0.726315789
2004,108, BECERRA; Xavier,100,CA,31,60.42042527,0.737149533,0.617021277,0.800796813,0.756613757,0.634361233
2010,111, BECERRA; Xavier,100,CA,31,67.63879437,0.70419426,0.56284153,0.790123457,0.717821782,0.62004662
2012,112, BECERRA; Xavier,100,CA,34,71.23123978,0.731543624,0.608617594,0.835341365,0.737068966,0.645454545
2012,112, BENISHEK; Dan,200,MI,1,0.542017134,0.767641997,0.756097561,0.988636364,0.58101473,0.961672474
2014,113, BENISHEK; Dan,200,MI,1,6.856807033,0.77701934,0.801075269,0.989949749,0.60251046,0.98019802
2000,106, BENTSEN; Kenneth E.; Jr.,100,TX,25,21.58484495,0.962379703,0.922310757,0.95280236,0.964476021,0.970954357
2014,113, BERA; Ami,100,CA,7,0.792539777,0.750865052,0.630705394,0.816037736,0.76010101,0.683397683
2016,114, BERA; Ami,100,CA,7,2.342743549,0.74595843,0.618336887,0.808035714,0.775725594,0.650190114
2018,115, BERA; Ami,100,CA,7,10.08994485,0.766459627,0.657471264,0.83902439,0.791780822,0.663829787
2000,106, BEREUTER; Douglas Kent,200,NE,1,35.20524248,0.942133816,0.919148936,0.990769231,0.891143911,0.991631799
2018,115, BERGMAN; John,200,MI,1,12.63319669,0.761209593,0.732984293,0.987394958,0.52248394,0.988188976
2000,106, BERKLEY; Shelley,100,NV,1,7.500163588,0.937716263,0.889101338,0.928994083,0.939655172,0.945378151
2002,107, BERKLEY; Shelley,100,NV,1,10.83314131,0.791154791,0.691211401,0.829787234,0.811797753,0.717488789
2004,108, BERKLEY; Shelley,100,NV,1,34.85743642,0.726851852,0.594142259,0.80608365,0.752659574,0.591111111
2006,109, BERKLEY; Shelley,100,NV,1,33.63838809,0.735191638,0.610993658,0.834101382,0.741293532,0.636363636
2008,110, BERKLEY; Shelley,100,NV,1,39.32474817,0.732693626,0.598179454,0.819407008,0.758461538,0.621004566
2010,111, BERKLEY; Shelley,100,NV,1,26.46495939,0.70630892,0.564802183,0.794642857,0.717073171,0.621495327
2002,107, BERMAN; Howard Lawrence,100,CA,28,48.24052029,0.797278912,0.693333333,0.867647059,0.803797468,0.720930233
2004,108, BERMAN; Howard Lawrence,100,CA,28,47.64937542,0.740384615,0.608888889,0.816733068,0.758152174,0.61971831
2006,109, BERMAN; Howard Lawrence,100,CA,28,54.82775217,0.741504854,0.621380846,0.827906977,0.739946381,0.665254237
2010,111, BERMAN; Howard Lawrence,100,CA,28,47.11935613,0.698589458,0.55801105,0.788819876,0.710264901,0.612826603
2016,114, BEYER; Donald Sternoff Jr.,100,VA,8,41.10780867,0.757177033,0.63310962,0.831050228,0.770083102,0.67578125
2018,115, BEYER; Donald Sternoff Jr.,100,VA,8,52.42156996,0.771084337,0.6675,0.846938776,0.789940828,0.671361502
2000,106, BIGGERT; Judy Borg,200,IL,13,32.35485484,0.941644562,0.920168067,0.99408284,0.885036496,0.995918367
2002,107, BIGGERT; Judy Borg,200,IL,13,40.51909473,0.851508121,0.801948052,0.987755102,0.710144928,0.975369458
2004,108, BIGGERT; Judy Borg,200,IL,13,30.04618698,0.804983749,0.779369628,0.984,0.638709677,0.961538462
2006,109, BIGGERT; Judy Borg,200,IL,13,16.67023982,0.791938998,0.756032172,0.986784141,0.608225108,0.969432314
2008,110, BIGGERT; Judy Borg,200,IL,13,9.90552771,0.778625954,0.775043937,0.98630137,0.604285714,0.971698113
2010,111, BIGGERT; Judy Borg,200,IL,13,27.6205576,0.738952537,0.734082397,0.985294118,0.510534846,0.960960961
2012,112, BIGGERT; Judy Borg,200,IL,11,-17.13757644,0.759456838,0.755888651,0.99078341,0.583333333,0.974789916
2018,115, BIGGS; Andrew S.,200,AZ,5,18.849181,0.77328844,0.746630728,0.985849057,0.570484581,0.982222222
2000,106, BILBRAY; Brian P.,200,CA,49,-3.450931992,0.908536585,0.854214123,0.986666667,0.817787419,0.99103139
2006,109, BILBRAY; Brian P.,200,CA,50,9.637914112,0.800865801,0.794117647,1,0.532608696,0.96
2008,110, BILBRAY; Brian P.,200,CA,50,5.061211731,0.774292272,0.758865248,0.982817869,0.596866097,0.977707006
2010,111, BILBRAY; Brian P.,200,CA,50,17.69508645,0.73902027,0.71372549,0.992395437,0.505084746,0.954682779
2012,112, BILBRAY; Brian P.,200,CA,52,-2.362880606,0.758553275,0.757641921,0.990825688,0.580530973,0.966666667
2008,110, BILIRAKIS; Gus,200,FL,9,25.9043338,0.774754346,0.760638298,0.993485342,0.589413448,0.971608833
2010,111, BILIRAKIS; Gus,200,FL,9,42.86651899,0.741281427,0.726415094,0.989130435,0.512116317,0.958579882
2012,112, BILIRAKIS; Gus,200,FL,12,30.54030233,0.748828491,0.744588745,0.99122807,0.558020478,0.972332016
2016,114, BILIRAKIS; Gus,200,FL,12,37.18164087,0.775530839,0.735516373,0.983805668,0.574642127,0.960474308
2018,115, BILIRAKIS; Gus,200,FL,12,18.42839143,0.75782881,0.727513228,0.987288136,0.516129032,0.984435798
2002,107, BILIRAKIS; Michael,200,FL,9,42.9293526,0.836515513,0.785016287,0.982532751,0.680693069,0.980487805
2016,114, BISHOP; Michael Dean,200,MI,8,16.85106058,0.780991736,0.740554156,0.983539095,0.588357588,0.959016393
2018,115, BISHOP; Michael Dean,200,MI,8,-3.834387707,0.764961915,0.736413043,0.991111111,0.535242291,0.9875
2004,108, BISHOP; Robert (Rob),200,UT,1,38.77555186,0.805017104,0.795321637,0.987124464,0.63800905,0.96039604
2006,109, BISHOP; Robert (Rob),200,UT,1,30.60613871,0.784424379,0.738764045,0.991266376,0.576659039,0.981818182
2008,110, BISHOP; Robert (Rob),200,UT,1,34.38184844,0.780183181,0.772466539,0.984496124,0.610429448,0.979381443
2010,111, BISHOP; Robert (Rob),200,UT,1,45.26813396,0.740437158,0.742331288,0.987654321,0.522202487,0.955479452
2012,112, BISHOP; Robert (Rob),200,UT,1,46.78733179,0.753258845,0.737417943,0.991416309,0.563258232,0.958333333
2014,113, BISHOP; Robert (Rob),200,UT,1,36.76653798,0.769682726,0.791428571,0.990049751,0.581497797,0.979591837
2016,114, BISHOP; Robert (Rob),200,UT,1,39.48264739,0.777660695,0.738341969,0.983539095,0.574786325,0.966386555
2018,115, BISHOP; Robert (Rob),200,UT,1,36.71721719,0.762051282,0.731770833,0.987704918,0.512875536,0.99245283
2000,106, BISHOP; Sanford Dixon; Jr.,100,GA,2,6.966167499,0.896174863,0.773109244,0.886850153,0.905904059,0.886462882
2004,108, BISHOP; Sanford Dixon; Jr.,100,GA,2,33.57105056,0.738197425,0.604790419,0.835125448,0.760191847,0.584745763
2006,109, BISHOP; Sanford Dixon; Jr.,100,GA,2,35.7462738,0.73798627,0.612704918,0.838983051,0.756410256,0.612903226
2008,110, BISHOP; Sanford Dixon; Jr.,100,GA,2,37.89787019,0.728991597,0.586810229,0.81147541,0.754276827,0.618138425
2010,111, BISHOP; Sanford Dixon; Jr.,100,GA,2,2.881808399,0.712719298,0.570236439,0.787878788,0.7232,0.636803874
2012,112, BISHOP; Sanford Dixon; Jr.,100,GA,2,27.56730065,0.758,0.640926641,0.842323651,0.777272727,0.667711599
2014,113, BISHOP; Sanford Dixon; Jr.,100,GA,2,18.30939227,0.778920308,0.651551313,0.839378238,0.783475783,0.722222222
2016,114, BISHOP; Sanford Dixon; Jr.,100,GA,2,22.45969687,0.749132948,0.627659574,0.823275862,0.774798928,0.646153846
2018,115, BISHOP; Sanford Dixon; Jr.,100,GA,2,19.29868962,0.766118837,0.651972158,0.843137255,0.805084746,0.639484979
2004,108, BISHOP; Timothy H.,100,NY,1,9.5844773,0.731991525,0.60268714,0.807142857,0.753588517,0.609756098
2006,109, BISHOP; Timothy H.,100,NY,1,21.49592715,0.731243001,0.600814664,0.82832618,0.736585366,0.632
2008,110, BISHOP; Timothy H.,100,NY,1,12.80160899,0.729419703,0.587096774,0.819843342,0.754601227,0.615212528
2010,111, BISHOP; Timothy H.,100,NY,1,9.908567525,0.701957941,0.555555556,0.780487805,0.715434084,0.622377622
2012,112, BISHOP; Timothy H.,100,NY,1,9.344553904,0.722713864,0.608928571,0.816239316,0.733333333,0.642642643
2014,113, BISHOP; Timothy H.,100,NY,1,-4.908923206,0.776427704,0.661399549,0.852216749,0.771505376,0.721774194
2014,113, BLACK; Diane,200,TN,6,48.11871904,0.765864333,0.786279683,0.990384615,0.573770492,0.981651376
2016,114, BLACK; Diane,200,TN,6,49.29487855,0.774813234,0.72987013,0.983263598,0.575431034,0.957264957
2006,109, BLACKBURN; Marsha,200,TN,7,34.22600203,0.786243386,0.738544474,0.992,0.577433628,0.962962963
2008,110, BLACKBURN; Marsha,200,TN,7,37.16947371,0.781889764,0.773550725,0.989473684,0.606149341,0.983443709
2010,111, BLACKBURN; Marsha,200,TN,7,47.62162827,0.736180905,0.729007634,0.996309963,0.501655629,0.959247649
2012,112, BLACKBURN; Marsha,200,TN,7,47.04554111,0.752260398,0.745182013,0.991735537,0.559865093,0.959409594
2014,113, BLACKBURN; Marsha,200,TN,7,43.22417626,0.77,0.800531915,0.990147783,0.582120582,0.981481481
2016,114, BLACKBURN; Marsha,200,TN,7,48.71159189,0.771338251,0.729591837,0.987124464,0.568710359,0.958847737
2016,114, BLUM; Rod,200,IA,1,7.66279544,0.775862069,0.722222222,0.983805668,0.571428571,0.9609375
2018,115, BLUM; Rod,200,IA,1,-5.056201626,0.760917031,0.733695652,0.991111111,0.526666667,0.98340249
2000,106, BLUMENAUER; Earl,100,OR,3,43.11866382,0.95409541,0.947674419,0.962848297,0.946043165,0.961206897
2002,107, BLUMENAUER; Earl,100,OR,3,40.01668248,0.800261097,0.702842377,0.85520362,0.803680982,0.739726027
2004,108, BLUMENAUER; Earl,100,OR,3,47.18201754,0.738738739,0.618951613,0.809338521,0.757033248,0.633333333
2006,109, BLUMENAUER; Earl,100,OR,3,50.01813809,0.755176614,0.635164835,0.841121495,0.758152174,0.673640167
2008,110, BLUMENAUER; Earl,100,OR,3,53.70636424,0.733932274,0.596560847,0.827027027,0.751173709,0.630136986
2010,111, BLUMENAUER; Earl,100,OR,3,45.46377474,0.703377386,0.56462585,0.788343558,0.715686275,0.620283019
2012,112, BLUMENAUER; Earl,100,OR,3,54.6972954,0.736318408,0.615101289,0.812765957,0.748314607,0.664615385
2014,113, BLUMENAUER; Earl,100,OR,3,52.71402563,0.7575,0.65631929,0.84375,0.752747253,0.696721311
2018,115, BLUMENAUER; Earl,100,OR,3,52.77602868,0.778385773,0.679104478,0.835164835,0.81305638,0.674528302
2018,115, BLUNT ROCHESTER; Lisa,100,DE,0,28.90793991,0.767295597,0.659624413,0.859223301,0.791666667,0.64628821
2000,106, BLUNT; Roy,200,MO,7,49.93666427,0.979877515,0.994285714,1,0.960138648,1
2002,107, BLUNT; Roy,200,MO,7,51.8129919,0.856608479,0.812056738,0.986666667,0.723237598,0.969072165
2004,108, BLUNT; Roy,200,MO,7,42.16025888,0.79954955,0.790560472,0.986956522,0.630530973,0.961165049
2006,109, BLUNT; Roy,200,MO,7,36.64105042,0.794843049,0.753462604,0.991266376,0.607305936,0.96
2008,110, BLUNT; Roy,200,MO,7,39.60434637,0.774350649,0.776119403,0.989323843,0.593323217,0.976027397
2010,111, BOCCIERI; John A.,100,OH,16,-10.82008022,0.701881331,0.563758389,0.789940828,0.708469055,0.623255814
2000,106, BOEHLERT; Sherwood Louis,200,NY,23,32.4894477,0.915427509,0.803240741,0.984520124,0.837524178,0.991525424
2004,108, BOEHLERT; Sherwood Louis,200,NY,24,15.12211967,0.800679502,0.774691358,0.983122363,0.62979684,0.960591133
2000,106, BOEHNER; John Andrew,200,OH,8,44.79338973,0.969244288,0.99015748,0.996932515,0.942105263,0.995867769
2002,107, BOEHNER; John Andrew,200,OH,8,41.62145569,0.851351351,0.80952381,0.98206278,0.714652956,0.97029703
2004,108, BOEHNER; John Andrew,200,OH,8,38.01587003,0.799112098,0.790560472,0.98340249,0.626106195,0.961538462
2006,109, BOEHNER; John Andrew,200,OH,8,27.60940406,0.798432251,0.760445682,0.991341991,0.610599078,0.960526316
2008,110, BOEHNER; John Andrew,200,OH,8,35.80734811,0.77930477,0.772477064,0.988970588,0.606287425,0.976430976
2010,111, BOEHNER; John Andrew,200,OH,8,35.34281352,0.757246377,0.752016129,0.988188976,0.532608696,0.976510067
