State,District,Party,Margin,Lean,Avg_Def,Minority,Nat_Margin,Year,Fresh,Calculated_C6
NJ,9,1,38.39646685,29.6004,13.6556404,1,-5.7,2014,0,0.454398457
NJ,10,1,72.75938032,69.36698,15.0814053,1,-5.7,2014,0,0.811746666
NM,1,1,17.17250267,12.36661,16.609589,1,-5.7,2014,1,0.139592037
NY,1,1,-4.908923206,-3.66664,18.7080537,1,-5.7,2014,0,-0.716492252
NY,3,1,10.03371056,-0.60007,16.0100587,1,-5.7,2014,0,-0.040340863
NY,12,1,50.14137285,52.26659,15.5979203,1,-5.7,2014,0,0.115712913
NY,17,1,14.17153803,10.80005,13.7353434,1,-5.7,2014,0,-0.336965553
NY,18,1,5.201510323,-0.46658,25.7601351,1,-5.7,2014,1,-0.019850235
NY,20,1,19.63390182,14.60019,14.5,1,-5.7,2014,0,-0.129159553
NY,24,1,-10.44652119,10.26684,28.0804694,1,-5.7,2014,1,-0.847734807
NY,25,1,5.73693745,14.26679,17.9440938,1,-5.7,2014,0,-0.86559384
NY,26,1,35.74874505,24.06683,13.9635733,1,-5.7,2014,0,0.537036035
NC,1,1,46.75808162,38.1335,15.0043365,1,-5.7,2014,0,0.565742415
NC,4,1,49.49375885,39.33341,13.3333333,1,-5.7,2014,0,0.77771782
NC,12,1,50.69267479,52.4668,2.173913,1,-5.7,2014,1,3.346671716
OH,3,1,28.12628699,34.2336,14.1645462,1,-5.7,2014,1,-0.162624786
OH,9,1,35.56979747,31.20016,15.3780069,1,-5.7,2014,0,0.145592567
OH,11,1,58.90152174,60.80016,16.520979,1,-5.7,2014,0,0.271567912
OH,13,1,37.02499017,22.16681,17.683466,1,-5.7,2014,0,0.572770712
OR,1,1,22.84415924,13.83329,13.4887594,1,-5.7,2014,0,0.139650113
OR,3,1,52.71402563,42.7334,15.5536028,1,-5.7,2014,0,0.71803459
OR,4,1,20.98465725,3.29995,17.8268251,1,-5.7,2014,0,0.422234628
OR,5,1,14.44814435,0.19993,24.9152542,1,-5.7,2014,0,0.128384571
PA,1,1,65.67428885,57.96702,16.3989856,1,-5.7,2014,0,0.809646452
PA,2,1,75.40694691,76.66675,14.9046794,1,-5.7,2014,0,0.650146214
PA,17,1,13.51642826,8.06668,14.8953975,1,-5.7,2014,1,0.115829879
RI,1,1,19.25686525,29.26675,13.0212766,1,-5.7,2014,0,-0.975084177
RI,2,1,24.64450513,16.53344,15.0337838,1,-5.7,2014,0,0.117118607
SC,6,1,46.95557913,37.26683,16.8411867,1,-5.7,2014,0,0.552420461
TN,5,1,26.62112059,9.33335,21.3322091,1,-5.7,2014,0,0.415614498
TN,9,1,51.65422565,51.43354,15.3650255,1,-5.7,2014,0,0.254546607
TX,15,1,10.74691741,10.60014,16.5427509,1,-5.7,2014,0,-0.478189048
TX,16,1,38.32022433,24.4668,15.9866778,1,-5.7,2014,1,0.928730965
TX,18,1,47.02197906,48.53342,16.5923283,1,-5.7,2014,0,0.081038898
TX,23,1,-2.098259536,-6.40001,27.4576271,1,-5.7,2014,1,-0.130555069
TX,34,1,20.89712934,17.00016,24.4027304,1,-5.7,2014,1,0.112393791
TX,35,1,29.18576254,23.26679,15.9493671,1,-5.7,2014,0,0.094413027
VT,0,1,33.37632634,31.26673,15.6171285,1,-5.7,2014,0,-0.000125851
VA,11,1,16.49796331,20.90014,17.5879397,1,-5.7,2014,0,-0.539927164
WA,1,1,10.07318944,6.99999,16.7644593,1,-5.7,2014,0,-0.359087241
WA,2,1,21.14868784,16.76672,15.4049296,1,-5.7,2014,0,-0.123418079
WA,6,1,25.96638281,10.30007,18.5714286,1,-5.7,2014,1,0.67762385
WA,7,1,61.94858561,56.5334,17.4508127,1,-5.7,2014,0,0.605865467
WA,9,1,41.65017926,33.70011,15.2777778,1,-5.7,2014,0,0.427980495
WA,10,1,9.403169286,10.53341,14.2735043,1,-5.7,2014,1,-0.290396708
WV,3,1,-10.70149073,-30.93385,33.4731544,1,-5.7,2014,0,0.006742437
WI,2,1,36.88675889,34.03332,14.2976589,1,-5.7,2014,1,0.461587809
WI,3,1,13.02074058,9.0998,19.2668372,1,-5.7,2014,0,-0.237093764
WI,4,1,43.37327182,45.9335,16.4371773,1,-5.7,2014,0,-0.027508387
AL,3,0,32.39816115,30.66654,6.0631939,0,5.7,2014,0,-1.151144991
AK,0,0,9.998534359,21.59964,11.1111111,0,5.7,2014,0,-2.062880031
AZ,4,0,44.1725321,39.06677,9.5009597,0,5.7,2014,0,-0.125116642
AZ,5,0,39.15626062,33.23332,10.7296137,0,5.7,2014,1,0.280715305
AZ,6,0,29.72329008,24.30003,8.2262211,0,5.7,2014,0,-0.622353961
AR,1,0,30.86988423,27.73342,5.6350626,0,5.7,2014,0,-1.139052268
CA,1,0,22.06015566,19.5334,4.9488055,0,5.7,2014,1,-0.874086719
CA,8,0,35.29370678,18.59992,5.1260504,0,5.7,2014,1,1.867477496
CA,10,0,12.29784018,1.59987,8.5786375,0,5.7,2014,0,-0.743212103
CA,21,0,15.66826663,-4.40028,8.9464883,0,5.7,2014,1,0.70758334
CA,22,0,44.07013544,19.33329,3.2395567,0,5.7,2014,0,3.940364117
CA,23,0,49.6788344,30.26657,0,0,5.7,2014,0,#DIV/0!
CA,39,0,37.08988553,8.13328,5.9473237,0,5.7,2014,0,2.314074512
CA,42,0,31.47543875,18.73336,4.556962,0,5.7,2014,0,0.131154577
CA,48,0,28.2439429,14.46678,13.2313231,0,5.7,2014,0,0.030628495
CA,49,0,20.33811036,9.13348,4.7058824,0,5.7,2014,0,-0.786604324
CA,50,0,42.4001424,26.53335,6.3223508,0,5.7,2014,0,0.943705496
CO,3,0,22.28312484,9.50004,8.1266039,0,5.7,2014,0,-0.248289898
CO,5,0,19.59597497,25.23328,6.3184499,0,5.7,2014,0,-2.518290186
CO,6,0,8.906091738,-1.29999,9.2204526,0,5.7,2014,0,-0.83530882
FL,1,0,46.78702999,42.30001,7.8947368,0,5.7,2014,0,-0.111120504
FL,2,0,-1.134598447,10.49992,5.7287279,0,5.7,2014,0,-4.564310248
FL,3,0,32.6827179,27.63337,10.4777871,0,5.7,2014,1,0.050322501
FL,6,0,25.08906503,18.5335,9.2654424,0,5.7,2014,1,-0.063088948
FL,7,0,31.45876988,8.40002,6.1615321,0,5.7,2014,0,1.28887353
FL,8,0,31.69394528,18.43334,10.609858,0,5.7,2014,0,0.097067953
FL,10,0,23.09028524,11.73332,6.2768702,0,5.7,2014,0,-0.446298634
FL,11,0,33.317664,21.66675,7.5342466,0,5.7,2014,0,0.046512676
FL,15,0,20.56259423,12.46658,5.5369128,0,5.7,2014,0,-1.056789391
FL,16,0,23.15730873,12.10011,5.4830287,0,5.7,2014,0,-0.546340315
FL,17,0,26.47079855,20.36669,8.7214225,0,5.7,2014,0,-0.638702544
FL,19,0,31.81142424,24.3668,8.6538462,0,5.7,2014,1,0.229118077
GA,6,0,32.0811006,26.83337,9.1596639,0,5.7,2014,0,-0.498523625
GA,7,0,30.7740587,26.59992,11.4671164,0,5.7,2014,0,-0.497689578
GA,9,0,61.3492629,60.20013,8.8464874,0,5.7,2014,1,0.677840823
ID,1,0,30.01983121,35.9334,12.0659722,0,5.7,2014,0,-1.086487636
ID,2,0,22.72169413,33.46681,5.3617021,0,5.7,2014,0,-3.478506319
IL,6,0,34.27070768,9.13363,4.2301184,0,5.7,2014,0,2.418566589
IL,13,0,17.31186273,1.5336,10.571185,0,5.7,2014,1,0.354480548
IL,14,0,30.82752104,10.76698,6.0657119,0,5.7,2014,0,0.927212053
IL,15,0,49.84634518,29.06713,6.1782877,0,5.7,2014,0,1.878809962
IL,16,0,41.24255288,9.53354,8.3892617,0,5.7,2014,0,2.016603241
IL,18,0,49.43908568,23.96699,6.6491689,0,5.7,2014,0,2.230865079
IN,2,0,20.65633609,14.2337,5.3691275,0,5.7,2014,1,-0.36403092
IN,3,0,39.06164941,27.20035,8.4760274,0,5.7,2014,0,0.25399164
IN,4,0,33.74913765,24.20037,5.8210252,0,5.7,2014,0,-0.175705458
IN,5,0,34.39110505,18.20025,4.5986622,0,5.7,2014,1,1.947276532
IN,6,0,36.54970949,24.20028,5.4945055,0,5.7,2014,1,1.244816307
IN,8,0,24.49289321,18.3671,5.9865093,0,5.7,2014,0,-1.02296544
IN,9,0,28.50777602,18.16689,4.5416316,0,5.7,2014,0,-0.43299411
IA,4,0,23.33900513,10.96677,6.2822719,0,5.7,2014,0,-0.319410744
KS,1,0,35.93585455,45.4001,13.6209814,0,5.7,2014,0,-1.023174195
KS,2,0,18.42781564,16.56676,8.5070892,0,5.7,2014,0,-1.28207043
KS,3,0,20.04177136,11.70017,8.6481948,0,5.7,2014,0,-0.673696635
KS,4,0,33.32212363,28.36677,5.6990205,0,5.7,2014,0,-0.775137875
KY,1,0,46.24584774,36.10021,6.6551426,0,5.7,2014,0,0.450428839
KY,2,0,38.37079097,31.90002,5.1260504,0,5.7,2014,0,-0.367845246
KY,4,0,35.456747,32.23336,20.4829309,0,5.7,2014,0,-0.245915751
KY,5,0,56.5076016,51.20045,4.8151333,0,5.7,2014,0,0.519927676
KY,6,0,19.98990614,17.03338,5.5137845,0,5.7,2014,1,-0.837024086
LA,1,0,68.83657645,50.13311,5.4099746,0,5.7,2014,0,2.882224659
LA,1,0,67.41241947,50.13311,5.4099746,0,5.7,2014,0,2.61897814
LA,5,0,-14.84330196,28.96649,6.284658,0,5.7,2014,1,-7.629425943
MD,1,0,40.9311631,27.19994,8.4530854,0,5.7,2014,0,0.475879001
MI,1,0,6.856807033,10.10021,10.1883562,0,5.7,2014,0,-1.754117367
MI,2,0,30.37330104,14.36691,8.3053691,0,5.7,2014,0,0.313742956
MI,3,0,18.89531002,9.50017,25.6239601,0,5.7,2014,0,-0.210961188
MI,6,0,15.50895797,3.3002,7.106599,0,5.7,2014,0,-0.615733981
MI,7,0,12.28558017,5.93344,7.106599,0,5.7,2014,0,-1.333240998
MI,10,0,39.32188271,13.40021,5.8333333,0,5.7,2014,0,2.098785119
MN,2,0,17.17036543,3.96665,4.3405676,0,5.7,2014,0,-0.734714825
MN,3,0,24.35929299,3.26665,8.263773,0,5.7,2014,0,0.544358877
MS,1,0,38.98392572,30.19986,4.1081081,0,5.7,2014,0,-0.014954464
MS,3,0,40.96439811,26.39984,4.5801527,0,5.7,2014,0,1.009964598
MS,4,0,45.5770813,41.53321,6.70194,0,5.7,2014,0,-0.229937031
MO,2,0,31.50222615,17.53354,4.9361702,0,5.7,2014,1,1.325093208
MO,3,0,41.18515813,26.60032,5.1926298,0,5.7,2014,0,0.905851249
MO,4,0,41.72197452,26.40023,6.1565523,0,5.7,2014,0,0.874367735
MO,6,0,37.14981013,23.80022,8.1632653,0,5.7,2014,0,0.326206895
MO,7,0,34.62615198,39.13354,5.0748752,0,5.7,2014,0,-2.124716005
MO,8,0,42.3321861,34.83363,6.8136273,0,5.7,2014,1,0.740866976
NE,1,0,37.63103369,19.43344,6.9707401,0,5.7,2014,0,0.897264034
NE,2,0,-3.332186649,9.40017,8.2008368,0,5.7,2014,0,-3.360867728
NE,3,0,50.775286,45.26677,4.2122999,0,5.7,2014,0,0.236869585
NV,2,0,37.7992589,10.0002,6.6063348,0,5.7,2014,0,1.989320378
NV,3,0,24.6254778,1.50016,11.2416107,0,5.7,2014,0,0.53576965
NJ,2,0,24.18824937,-2.96679,14.7746244,0,5.7,2014,0,0.593415687
NJ,4,0,36.83807171,14.09993,9.3856655,0,5.7,2014,0,0.986684596
NJ,5,0,12.10558911,7.73326,10.5485232,0,5.7,2014,0,-1.036809777
NJ,7,0,20.48614465,10.59995,9.8169717,0,5.7,2014,0,-0.468392889
NJ,11,0,25.14005442,10.56658,6.795302,0,5.7,2014,0,0.011696241
NM,2,0,28.90165587,10.13339,8.7837838,0,5.7,2014,0,0.472420801
NY,2,0,23.76600258,1.06651,9.1836735,0,5.7,2014,0,0.59587566
NY,11,0,6.182037676,3.13298,9.3273543,0,5.7,2014,0,-1.45631693
NY,19,0,19.76933792,-1.80005,25.8823529,0,5.7,2014,0,0.135903932
NY,23,0,17.91723081,5.46663,10.0259291,0,5.7,2014,0,-0.350157048
NY,27,0,27.06614547,16.59997,4.4991511,0,5.7,2014,1,0.615624321
NC,2,0,17.65306565,19.73331,5.8277027,0,5.7,2014,0,-2.391503442
NC,3,0,35.61968317,20.66669,32.3369565,0,5.7,2014,0,0.104054316
NC,5,0,22.03967545,22.8667,9.2577148,0,5.7,2014,0,-1.272697984
NC,8,0,29.72649956,21.39996,9.3988146,0,5.7,2014,1,0.213974648
NC,10,0,22.03513775,21.39996,5.1238258,0,5.7,2014,0,-2.09649082
NC,11,0,25.79730811,26.40006,7.4011775,0,5.7,2014,1,-0.740376059
NC,13,0,14.61543901,15.93332,8.3473862,0,5.7,2014,1,-1.102867965
ND,0,0,17.05955684,21.10026,5.4290718,0,5.7,2014,1,-1.92341504
OH,1,0,26.43338079,10.59994,6.244796,0,5.7,2014,0,0.216026837
OH,2,0,31.92515576,15.63326,6.1447811,0,5.7,2014,1,1.353568911
OH,4,0,35.33148459,17.9,11.0362258,0,5.7,2014,0,0.457340641
OH,5,0,37.53929807,13.60001,5.4211843,0,5.7,2014,0,1.903276181
OH,6,0,19.65098714,16.13336,7.3272273,0,5.7,2014,0,-1.279447846
OH,8,0,39.82636861,29.4,0,0,5.7,2014,0,#DIV/0!
OH,10,0,33.64954189,6.26662,8.6336966,0,5.7,2014,0,1.349575854
OH,12,0,40.35308326,14.96661,8.4760274,0,5.7,2014,0,1.434441677
OH,14,0,30.23580949,7.29999,9.8138748,0,5.7,2014,1,1.280210607
OH,15,0,32.04741523,10.76654,8.6398631,0,5.7,2014,0,0.792189496
OH,16,0,27.47534659,11.83336,8.7866109,0,5.7,2014,0,0.172130561
OK,2,0,45.4279167,39.20003,6.0580205,0,5.7,2014,1,0.8308878
OK,3,0,57.23003449,52.13329,4.6570703,0,5.7,2014,0,0.550022194
OK,4,0,46.14417687,38.53329,5.9027778,0,5.7,2014,0,0.197011381
OR,2,0,44.73827955,19.36675,6.2184874,0,5.7,2014,0,2.156367403
PA,3,0,21.26204803,15.40011,5.4302423,0,5.7,2014,0,-1.333540921
PA,4,0,49.07266646,18.30012,8.2984074,0,5.7,2014,1,2.839736573
PA,5,0,27.19220157,16.86693,8.0304311,0,5.7,2014,0,-0.29339803
PA,7,0,24.07783094,5.1334,7.8529657,0,5.7,2014,0,0.367671302
PA,8,0,23.80425891,2.56681,14.1645462,0,5.7,2014,0,0.313594244
PA,9,0,27.04350987,28.60022,6.9625762,0,5.7,2014,0,-1.560116044
PA,10,0,37.77353845,24.20014,5.8277027,0,5.7,2014,0,0.515087828
PA,11,0,32.6142984,12.80005,5.4468085,0,5.7,2014,0,1.094736998
PA,12,0,18.55539758,19.40014,5.9117402,0,5.7,2014,1,-1.308501708
PA,16,0,15.43904446,8.70013,6.9373942,0,5.7,2014,0,-1.195269852
SC,2,0,27.17034208,24.83321,5.3984576,0,5.7,2014,0,-1.491602602
SC,3,0,42.41230664,34.86663,10.9166667,0,5.7,2014,0,0.003921169
SC,5,0,20.7119815,16.3999,12.1866897,0,5.7,2014,0,-0.697783194
SC,7,0,19.97213218,14.49995,7.7315208,0,5.7,2014,1,-0.36582482
SD,0,0,33.05925398,19.83354,5.3182214,0,5.7,2014,0,0.262836639
TN,2,0,49.93733171,39.10012,15.4492024,0,5.7,2014,0,0.294663512
TN,3,0,27.77824045,31.80003,4.7979798,0,5.7,2014,0,-2.585863516
TN,6,0,48.11871904,41.86683,4.4688027,0,5.7,2014,0,0.170733881
TN,7,0,43.22417626,35.56678,4.859335,0,5.7,2014,0,0.073252587
TN,8,0,46.24815319,36.93336,6.1082024,0,5.7,2014,0,0.393981847
TX,1,0,54.93268713,47.40006,13.6242208,0,5.7,2014,0,0.266850079
TX,6,0,24.70727701,21.39996,7.6444444,0,5.7,2014,0,-1.055657425
TX,7,0,28.71686019,25.5333,6.3711911,0,5.7,2014,0,-1.099403438
TX,10,0,28.04204919,22.8668,4.5106383,0,5.7,2014,0,-1.281408986
TX,12,0,45.000315,38.06676,4.8951049,0,5.7,2014,0,0.071778207
TX,13,0,71.52475067,64.46678,5.0167224,0,5.7,2014,0,1.608831948
TX,14,0,25.78690167,23.20005,10.7023411,0,5.7,2014,1,-0.299999216
TX,17,0,32.18153765,25.80008,8.9209856,0,5.7,2014,0,-0.418099468
TX,19,0,58.81114212,51.73341,6.9630872,0,5.7,2014,0,0.635843563
TX,22,0,34.97948089,28.93337,5.1914894,0,5.7,2014,0,-0.609412506
TX,24,0,32.73618235,25.60007,9.4158675,0,5.7,2014,0,-0.322089017
TX,25,0,23.98036912,24.06686,5.6131261,0,5.7,2014,1,-1.003835502
TX,27,0,29.90530115,26.2,6.8447412,0,5.7,2014,0,-0.919093749
TX,31,0,32.08602511,23.5335,5.1709027,0,5.7,2014,0,-0.427563051
TX,32,0,26.374795,19.00004,4.9538203,0,5.7,2014,0,-0.947336239
UT,1,0,36.76653798,55.76718,7.2953737,0,5.7,2014,0,-2.808687419
UT,2,0,28.27181438,37.56718,5.5508113,0,5.7,2014,1,-1.974393894
UT,3,0,49.72155983,56.86725,8.1705151,0,5.7,2014,0,-1.0181711
VA,1,0,28.52863024,11.73329,7.3578595,0,5.7,2014,0,0.358393331
VA,2,0,17.55460534,3.43323,9.6964587,0,5.7,2014,0,-0.250079381
VA,4,0,22.634795,6.36655,6.3667233,0,5.7,2014,0,0.088884252
VA,5,0,25.00817292,10.46667,6.0683761,0,5.7,2014,0,0.003092077
VA,7,0,23.87991009,19.13333,8.5106383,0,5.7,2014,1,-0.260962902
WA,3,0,23.06448273,4.86674,10.7466063,0,5.7,2014,0,0.192051683
WA,5,0,21.36605119,13.16672,3.8161318,0,5.7,2014,0,-1.453462238
WA,8,0,26.53564384,2.36666,9.3567251,0,5.7,2014,0,0.781883816
WV,1,0,27.90026047,27.86694,7.6539101,0,5.7,2014,0,-1.239021724
WI,1,0,26.63844259,6.90012,5.0918197,0,5.7,2014,0,0.822787796
WI,5,0,39.05043476,25.86683,10.8860759,0,5.7,2014,0,0.283985872
WI,7,0,19.86790089,4.43359,8.9395267,0,5.7,2014,0,-0.092191152
WI,8,0,30.06674757,4.56697,11.1952862,0,5.7,2014,0,0.828893043
WY,0,0,43.95774541,42.90016,10.7758621,0,5.7,2014,0,-0.383638777
AL,7,1,51.76345096,39.96681,16.1103979,1,1.2,2012,1,0.699398753
AZ,2,1,0.83960873,-6.46656,13.2352941,1,1.2,2012,0,-0.87973569
AZ,3,1,21.22431801,18.23357,14.5598941,1,1.2,2012,1,-0.260369607
CA,3,1,8.460986118,6.56674,14.1552511,1,1.2,2012,0,-0.939990587
CA,5,1,48.94224663,37.70006,15.2255639,1,1.2,2012,0,0.328342118
CA,6,1,50.10487077,35.5668,12.7192982,1,1.2,2012,0,0.603912182
CA,9,1,11.10819094,12.40014,14.0703518,1,1.2,2012,0,-1.052832864
CA,11,1,39.46345513,33.26671,14.0808344,1,1.2,2012,0,-0.093866767
CA,12,1,70.16771355,66.43346,0,1,1.2,2012,0,#DIV/0!
CA,14,1,57.83307457,45.46679,15.1704941,1,1.2,2012,0,0.550923391
CA,16,1,14.81722618,14.00013,36.4285714,1,1.2,2012,0,-0.336119863
CA,17,1,47.0894393,40.56686,13.8762215,1,1.2,2012,0,0.079586862
CA,18,1,40.97849199,34.93338,13.8511327,1,1.2,2012,0,-0.071752586
CA,19,1,46.47155176,38.86686,15.374677,1,1.2,2012,1,0.439631179
CA,20,1,48.13711135,39.76677,13.1679389,1,1.2,2012,0,0.206709728
CA,24,1,10.19455526,6.70004,10.9917877,1,1.2,2012,0,-1.061445467
CA,28,1,52.97493829,38.96676,12.1401752,1,1.2,2012,0,0.669645619
CA,32,1,31.4000768,26.86686,13.5650988,1,1.2,2012,0,-0.355801874
CA,34,1,71.23123978,62.26694,12.2029544,1,1.2,2012,0,0.802199049
CA,37,1,72.83496118,67.10012,12.3241795,1,1.2,2012,0,0.645093307
CA,46,1,27.74955779,19.26687,13.8429752,1,1.2,2012,0,-0.221306018
CA,50,1,-35.3795883,-26.99997,12.4450031,1,1.2,2012,0,-2.67069517
CA,53,1,22.86298904,20.13343,12.4450031,1,1.2,2012,0,-0.688417117
CO,1,1,41.45831538,35.60007,12.3888183,1,1.2,2012,0,-0.079823148
CO,2,1,17.10683619,14.1667,16.6331321,1,1.2,2012,0,-0.605622811
CO,7,1,12.72663284,10.00009,19.5168468,1,1.2,2012,0,-0.588503429
CT,1,1,37.20414326,23.60002,13.4765625,1,1.2,2012,0,0.245207115
CT,2,1,33.89784587,9.16669,14.9968494,1,1.2,2012,0,0.685418137
CT,3,1,42.37438251,21.33344,11.7388575,1,1.2,2012,0,0.859476589
CT,4,1,16.97735762,7.5333,16.8652038,1,1.2,2012,0,-0.324805561
DE,0,1,30.96848675,14.63334,17.4433249,1,1.2,2012,1,0.488304765
FL,5,1,44.49959688,37.8668,13.8743455,1,1.2,2012,1,0.396384481
FL,14,1,40.49914291,26.10011,11.8831169,1,1.2,2012,0,0.405510995
FL,23,1,27.63279236,18.7001,11.8700265,1,1.2,2012,0,-0.233915979
GA,2,1,27.56730065,12.53347,25.0482936,1,1.2,2012,0,0.06189683
GA,4,1,47.13598354,42.7668,12.1824104,1,1.2,2012,0,-0.034156467
GA,5,1,68.78612717,62.56675,13.5638298,1,1.2,2012,0,0.525701903
GA,12,1,7.400017752,-16.86655,37.8986867,1,1.2,2012,0,0.061341474
GA,13,1,43.4889784,33.43352,14.6928436,1,1.2,2012,0,0.175934773
HI,1,1,9.033119756,35.93342,12.923463,1,1.2,2012,1,-2.212236404
IL,1,1,47.64464974,54.36672,14.7449336,1,1.2,2012,0,-0.554093029
IL,2,1,40.03466437,57.3001,15.2969894,1,1.2,2012,0,-1.168170833
IL,3,1,36.96661499,9.03337,21.619898,1,1.2,2012,0,0.621781173
IL,4,1,66.00689058,58.43348,13.7447405,1,1.2,2012,0,0.53077923
IL,5,1,37.1481302,30.20001,15.302267,1,1.2,2012,0,-0.094929524
IL,7,1,73.65475588,71.03338,14.0760507,1,1.2,2012,0,0.424009506
IL,9,1,32.65579105,27.70001,13.3207071,1,1.2,2012,0,-0.31261299
IL,13,1,-0.340370603,-3.5334,14.0760507,1,1.2,2012,0,-1.059447007
IN,1,1,34.56639693,19.33339,17.8364456,1,1.2,2012,0,0.207772519
IN,7,1,25.70032952,23.36669,14.5466406,1,1.2,2012,0,-0.552228105
IA,1,1,15.34019532,9.40004,15.3141361,1,1.2,2012,0,-0.551435165
IA,2,1,13.08399449,8.46674,17.8343949,1,1.2,2012,0,-0.562742076
IA,3,1,-8.625743844,-0.49992,23.5516373,1,1.2,2012,0,-1.076738339
KY,2,1,-32.58156285,-32.59995,15.4539155,1,1.2,2012,0,-1.711535077
KY,3,1,29.42235694,7.90011,13.3419689,1,1.2,2012,0,0.50261012
KY,6,1,-3.889108911,-17.89996,30.9067688,1,1.2,2012,0,-0.266228652
LA,2,1,51.21070178,47.13353,15.9663866,1,1.2,2012,1,0.351362428
LA,2,1,41.65593658,47.13353,15.9663866,1,1.2,2012,1,-0.247067601
LA,2,1,21.07887832,47.13353,17.4293405,1,1.2,2012,1,-1.406928455
LA,2,1,11.52411311,47.13353,17.4293405,1,1.2,2012,1,-1.955128497
LA,3,1,-23.13892734,-38.16662,15.9663866,1,1.2,2012,1,-0.499821538
LA,3,1,-8.496337426,-38.16662,15.9663866,1,1.2,2012,1,0.417266985
ME,1,1,28.34745151,16.63342,14.1297367,1,1.2,2012,0,-0.04174413
ME,2,1,15.67686707,3.83341,18.8833124,1,1.2,2012,0,-0.219398524
MD,2,1,34.47219031,22.26686,16.9060052,1,1.2,2012,0,0.090039363
MD,3,1,37.26579524,18.30014,12.4530663,1,1.2,2012,0,0.5734576
MD,4,1,56.44244845,51.96681,14.2586751,1,1.2,2012,0,0.163913524
MD,5,1,41.69245535,28.30015,10.9980928,1,1.2,2012,0,0.404157211
MD,7,1,55.69949787,48.86678,12.9993659,1,1.2,2012,0,0.292505842
MD,8,1,30.44316778,21.13343,11.6751269,1,1.2,2012,0,-0.145563678
MA,3,1,30.66058709,11.16671,12.8005198,1,1.2,2012,0,0.43882902
MA,5,1,47.92573332,27.43341,12.9238644,1,1.2,2012,0,0.874012217
MA,6,1,1.110677898,6.63336,13.7997433,1,1.2,2012,0,-1.5002862
MA,8,1,48.89963249,12.1001,15.7894737,1,1.2,2012,0,1.468790645
MA,9,1,24.94122587,8.23336,15.3158902,1,1.2,2012,0,0.129754361
MI,5,1,33.50033016,18.40001,11.9300437,1,1.2,2012,0,0.277006784
MI,9,1,27.89253993,10.90005,11.4856429,1,1.2,2012,0,0.264602891
MI,12,1,38.97338224,28.86673,15.3846154,1,1.2,2012,0,0.08595018
MI,13,1,69.14799311,65.93344,15.078329,1,1.2,2012,1,0.67355632
MI,14,1,66.62418794,57.90006,17.1171171,1,1.2,2012,0,0.484466815
MN,1,1,15.19798738,-3.09994,18.5678074,1,1.2,2012,0,0.017060422
MN,4,1,30.7553931,22.00011,14.2481944,1,1.2,2012,0,-0.140690476
MN,5,1,49.25121246,44.33346,12.2408027,1,1.2,2012,0,0.047643028
MN,7,1,25.53300608,-13.63334,46.031746,1,1.2,2012,0,0.394395949
MS,2,1,36.16554877,27.66685,16.5910564,1,1.2,2012,0,-0.038023407
MO,1,1,60.80602966,56.1001,14.8340924,1,1.2,2012,0,0.25324289
MO,5,1,23.61169027,15.36669,14.2949968,1,1.2,2012,0,-0.309430151
NJ,1,1,38.25080465,26.16679,14.2115509,1,1.2,2012,0,0.177524617
NJ,2,1,-17.37128506,3.06678,14.2115509,1,1.2,2012,0,-2.578539999
NJ,6,1,28.13493686,17.96688,12.75,1,1.2,2012,0,-0.137425236
NJ,8,1,59.05596281,50.83362,13.3419689,1,1.2,2012,0,0.431561138
NJ,9,1,48.93905048,31.03359,13.4006734,1,1.2,2012,0,0.727166765
NJ,10,1,77.00773711,70.36688,15.2295633,1,1.2,2012,1,0.975596489
NJ,12,1,39.73350633,28.80014,13.6306533,1,1.2,2012,0,0.156255651
NY,1,1,9.344553904,-4.13326,14.2023346,1,1.2,2012,0,-0.33801661
NY,3,1,15.52890549,-1.66663,11.9017632,1,1.2,2012,0,-0.031361232
NY,4,1,22.57482871,8.10015,14.6843854,1,1.2,2012,0,-0.019354446
NY,5,1,66.79494717,74.86694,11.6999312,1,1.2,2012,0,-0.309580811
NY,9,1,65.81477002,65.93348,15.0453956,1,1.2,2012,1,0.453484401
NY,10,1,50.97599472,44.20004,14.2857143,1,1.2,2012,0,0.168210436
NY,12,1,53.26199182,51.23336,13.0859375,1,1.2,2012,0,-0.024517197
NY,13,1,67.90609507,84.53349,13.868066,1,1.2,2012,1,-0.312560515
NY,14,1,56.68352876,55.8336,11.8786314,1,1.2,2012,0,-0.01482027
NY,16,1,44.37333531,43.03346,13.6454849,1,1.2,2012,0,-0.24687274
NY,17,1,23.44651102,10.50008,11.6966581,1,1.2,2012,0,-0.09592449
NY,18,1,6.454866705,-0.66656,13.0859375,1,1.2,2012,0,-0.776378659
NY,20,1,32.10483571,15.00015,13.1578947,1,1.2,2012,1,0.713847396
NY,21,1,5.018958774,0.80014,31.2856238,1,1.2,2012,0,-0.404028413
NY,25,1,18.42514562,14.20013,13.0602782,1,1.2,2012,1,-0.284611623
NY,26,1,45.20774788,24.3668,14.1401274,1,1.2,2012,1,1.119068859
NY,27,1,0.836345552,-16.9666,25.4709255,1,1.2,2012,0,-0.163623629
NC,1,1,52.4619453,38.33348,13.9534884,1,1.2,2012,0,0.578185703
NC,4,1,48.94988307,39.13343,12.899186,1,1.2,2012,0,0.308999411
