year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version
2014,Massachusetts,MA,25,14,3,US House,3,gen,NA,FALSE,Niki Tsongas,democrat,FALSE,total,139104,230789,FALSE,20200424
2014,Massachusetts,MA,25,14,3,US House,4,gen,NA,FALSE,Joseph P. Kennedy III,democrat,FALSE,total,184158,255297,FALSE,20200424
2014,Massachusetts,MA,25,14,3,US House,5,gen,NA,FALSE,Katherine M. Clark,democrat,FALSE,total,182100,256486,FALSE,20200424
2014,Massachusetts,MA,25,14,3,US House,6,gen,NA,FALSE,Seth W. Moulton,democrat,FALSE,total,149638,278919,FALSE,20200424
2014,Massachusetts,MA,25,14,3,US House,7,gen,NA,FALSE,Michael E. Capuano,democrat,FALSE,total,142133,176077,FALSE,20200424
2014,Massachusetts,MA,25,14,3,US House,8,gen,NA,FALSE,Stephen F. Lynch,democrat,FALSE,total,200644,261781,FALSE,20200424
2014,Massachusetts,MA,25,14,3,US House,9,gen,NA,FALSE,William R. Keating,democrat,FALSE,total,140413,264552,FALSE,20200424
2014,Michigan,MI,26,34,23,US House,1,gen,NA,FALSE,Jerry Cannon,democrat,FALSE,total,113263,250131,FALSE,20200424
2014,Michigan,MI,26,34,23,US House,2,gen,NA,FALSE,Dean Vanderstelt,democrat,FALSE,total,70851,213072,FALSE,20200424
2014,Michigan,MI,26,34,23,US House,3,gen,NA,FALSE,Bob Goodrich,democrat,FALSE,total,84720,217165,FALSE,20200424
2014,Michigan,MI,26,34,23,US House,4,gen,NA,FALSE,Jeff Holmes,democrat,FALSE,total,85777,219423,FALSE,20200424
2014,Michigan,MI,26,34,23,US House,5,gen,NA,FALSE,Daniel T. Kildee,democrat,FALSE,total,148182,222138,FALSE,20200424
2014,Michigan,MI,26,34,23,US House,6,gen,NA,FALSE,Paul Clements,democrat,FALSE,total,84391,208976,FALSE,20200424
2014,Michigan,MI,26,34,23,US House,7,gen,NA,FALSE,Pam Byrnes,democrat,FALSE,total,92083,223685,FALSE,20200424
2014,Michigan,MI,26,34,23,US House,8,gen,NA,FALSE,Eric Shertzing,democrat,FALSE,total,102269,243125,FALSE,20200424
2014,Michigan,MI,26,34,23,US House,9,gen,NA,FALSE,Sander M. Levin,democrat,FALSE,total,136342,225757,FALSE,20200424
2014,Michigan,MI,26,34,23,US House,10,gen,NA,FALSE,Chuck Stadler,democrat,FALSE,total,67143,228692,FALSE,20200424
2014,Michigan,MI,26,34,23,US House,11,gen,NA,FALSE,Bobby McKenzie,democrat,FALSE,total,101681,251238,FALSE,20200424
2014,Michigan,MI,26,34,23,US House,12,gen,NA,FALSE,Debbie Dingell,democrat,FALSE,total,134346,206660,FALSE,20200424
2014,Michigan,MI,26,34,23,US House,13,gen,NA,FALSE,John Conyers Jr.,democrat,FALSE,total,132710,166947,FALSE,20200424
2014,Michigan,MI,26,34,23,US House,14,gen,NA,FALSE,Brenda Lawrence,democrat,FALSE,total,165272,212468,FALSE,20200424
2014,Minnesota,MN,27,41,33,US House,1,gen,NA,FALSE,Timothy J. Walz,democrat,FALSE,total,122851,226695,FALSE,20200424
2014,Minnesota,MN,27,41,33,US House,2,gen,NA,FALSE,Mike Obermueller,democrat,FALSE,total,95565,245848,FALSE,20200424
2014,Minnesota,MN,27,41,33,US House,3,gen,NA,FALSE,Sharon Sund,democrat,FALSE,total,101846,269585,FALSE,20200424
2014,Minnesota,MN,27,41,33,US House,4,gen,NA,FALSE,Betty McCollum,democrat,FALSE,total,147857,241637,FALSE,20200424
2014,Minnesota,MN,27,41,33,US House,5,gen,NA,FALSE,Keith Ellison,democrat,FALSE,total,167079,236010,FALSE,20200424
2014,Minnesota,MN,27,41,33,US House,6,gen,NA,FALSE,Joe Perske,democrat,FALSE,total,90926,236846,FALSE,20200424
2014,Minnesota,MN,27,41,33,US House,7,gen,NA,FALSE,Collin C. Peterson,democrat,FALSE,total,130546,240835,FALSE,20200424
2014,Minnesota,MN,27,41,33,US House,8,gen,NA,FALSE,Richard M. Nolan,democrat,FALSE,total,129090,266083,FALSE,20200424
2014,Mississippi,MS,28,64,46,US House,1,gen,NA,FALSE,Ron E. Dickey,democrat,FALSE,total,43713,151111,FALSE,20200424
2014,Mississippi,MS,28,64,46,US House,2,gen,NA,FALSE,Bennie G. Thompson,democrat,FALSE,total,100688,148646,FALSE,20200424
2014,Mississippi,MS,28,64,46,US House,3,gen,NA,FALSE,"Douglas MacArthur """"Doug"""" Magee",democrat,FALSE,total,47744,170946,FALSE,20200424
2014,Mississippi,MS,28,64,46,US House,4,gen,NA,FALSE,Matt Moore,democrat,FALSE,total,37869,155576,FALSE,20200424
2014,Missouri,MO,29,43,34,US House,1,gen,NA,FALSE,Wm. Lacy Clay,democrat,FALSE,total,119315,163494,FALSE,20200424
2014,Missouri,MO,29,43,34,US House,2,gen,NA,FALSE,Arthur Lieber,democrat,FALSE,total,75384,231117,FALSE,20200424
2014,Missouri,MO,29,43,34,US House,3,gen,NA,FALSE,Courtney Denton,democrat,FALSE,total,52021,191620,FALSE,20200424
2014,Missouri,MO,29,43,34,US House,4,gen,NA,FALSE,Nate Irvin,democrat,FALSE,total,46464,176286,FALSE,20200424
2014,Missouri,MO,29,43,34,US House,5,gen,NA,FALSE,Emanuel Cleaver,democrat,FALSE,total,79256,153635,FALSE,20200424
2014,Missouri,MO,29,43,34,US House,6,gen,NA,FALSE,"W. A. """"Bill"""" Hedge",democrat,FALSE,total,55157,186970,FALSE,20200424
2014,Missouri,MO,29,43,34,US House,7,gen,NA,FALSE,Jim Evans,democrat,FALSE,total,47282,163957,FALSE,20200424
2014,Missouri,MO,29,43,34,US House,8,gen,NA,FALSE,Barbara Stocker,democrat,FALSE,total,38721,159224,FALSE,20200424
2014,Montana,MT,30,81,64,US House,0,gen,NA,FALSE,John Lewis,democrat,FALSE,total,148690,367963,FALSE,20200424
2014,Nebraska,NE,31,46,35,US House,1,gen,NA,FALSE,Dennis P. Crawford,democrat,FALSE,total,55838,179057,FALSE,20200424
2014,Nebraska,NE,31,46,35,US House,2,gen,NA,FALSE,Brad Ashford,democrat,FALSE,total,83872,171509,FALSE,20200424
2014,Nebraska,NE,31,46,35,US House,3,gen,NA,FALSE,Mark Sullivan,democrat,FALSE,total,45524,184964,FALSE,20200424
2014,Nevada,NV,32,88,65,US House,1,gen,NA,FALSE,Dina Titus,democrat,FALSE,total,45643,80299,FALSE,20200424
2014,Nevada,NV,32,88,65,US House,2,gen,NA,FALSE,Kristen Spees,democrat,FALSE,total,52016,186210,FALSE,20200424
2014,Nevada,NV,32,88,65,US House,3,gen,NA,FALSE,Erin Bilbray,democrat,FALSE,total,52644,145719,FALSE,20200424
2014,Nevada,NV,32,88,65,US House,4,gen,NA,FALSE,Steven A. Horsford,democrat,FALSE,total,59844,130781,FALSE,20200424
2014,New Hampshire,NH,33,12,4,US House,1,gen,NA,FALSE,Carol Shea-Porter,democrat,FALSE,total,116769,242736,FALSE,20200424
2014,New Hampshire,NH,33,12,4,US House,2,gen,NA,FALSE,Ann M. Kuster,democrat,FALSE,total,130700,238184,FALSE,20200424
2014,New Jersey,NJ,34,22,12,US House,1,gen,NA,FALSE,Donald W. Norcross,democrat,FALSE,total,93315,162492,FALSE,20200424
2014,New Jersey,NJ,34,22,12,US House,2,gen,NA,FALSE,William J. Hughes Jr.,democrat,FALSE,total,66026,177148,FALSE,20200424
2014,New Jersey,NJ,34,22,12,US House,3,gen,NA,FALSE,Aimee Belgard,democrat,FALSE,total,82537,186103,FALSE,20200424
2014,New Jersey,NJ,34,22,12,US House,4,gen,NA,FALSE,Ruben M. Scolavino,democrat,FALSE,total,54415,174849,FALSE,20200424
2014,New Jersey,NJ,34,22,12,US House,5,gen,NA,FALSE,Roy Cho,democrat,FALSE,total,81808,188921,FALSE,20200424
2014,New Jersey,NJ,34,22,12,US House,6,gen,NA,FALSE,Frank Pallone Jr.,democrat,FALSE,total,72190,120457,FALSE,20200424
2014,New Jersey,NJ,34,22,12,US House,7,gen,NA,FALSE,Janice Kovach,democrat,FALSE,total,68232,175997,FALSE,20200424
2014,New Jersey,NJ,34,22,12,US House,8,gen,NA,FALSE,Albio Sires,democrat,FALSE,total,61510,79518,FALSE,20200424
2014,New Jersey,NJ,34,22,12,US House,9,gen,NA,FALSE,Bill Pascrell,democrat,FALSE,total,82498,120459,FALSE,20200424
2014,New Jersey,NJ,34,22,12,US House,10,gen,NA,FALSE,Donald M. Payne Jr.,democrat,FALSE,total,95734,112123,FALSE,20200424
2014,New Jersey,NJ,34,22,12,US House,11,gen,NA,FALSE,Mark Dunec,democrat,FALSE,total,65477,174932,FALSE,20200424
2014,New Jersey,NJ,34,22,12,US House,12,gen,NA,FALSE,Bonnie Watson,democrat,FALSE,total,90430,148366,FALSE,20200424
2014,New Mexico,NM,35,85,66,US House,1,gen,NA,FALSE,Michelle Lujan Grisham,democrat,FALSE,total,105474,180032,FALSE,20200424
2014,New Mexico,NM,35,85,66,US House,2,gen,NA,FALSE,"Roxanne """"Rocky"""" Lara",democrat,FALSE,total,52499,147777,FALSE,20200424
2014,New Mexico,NM,35,85,66,US House,3,gen,NA,FALSE,Ben Ray Luj_n,democrat,FALSE,total,113249,184076,FALSE,20200424
2014,New York,NY,36,21,13,US House,1,gen,NA,FALSE,Timothy H. Bishop,democrat,FALSE,total,68387,176719,FALSE,20200424
2014,New York,NY,36,21,13,US House,2,gen,NA,FALSE,Patricia Maher,democrat,FALSE,total,41814,146617,FALSE,20200424
2014,New York,NY,36,21,13,US House,3,gen,NA,FALSE,Steve Israel,democrat,FALSE,total,80393,171163,FALSE,20200424
2014,New York,NY,36,21,13,US House,4,gen,NA,FALSE,Kathleen M. Rice,democrat,FALSE,total,83772,175305,FALSE,20200424
2014,New York,NY,36,21,13,US House,5,gen,NA,FALSE,Gregory W. Meeks,democrat,FALSE,total,75712,94400,FALSE,20200424
2014,New York,NY,36,21,13,US House,6,gen,NA,FALSE,Grace Meng,democrat,FALSE,total,49227,77306,FALSE,20200424
2014,New York,NY,36,21,13,US House,7,gen,NA,FALSE,Nydia M. Vel___zquez,democrat,FALSE,total,47142,68522,FALSE,20200424
2014,New York,NY,36,21,13,US House,8,gen,NA,FALSE,Hakeem S. Jeffries,democrat,FALSE,total,70469,95113,FALSE,20200424
2014,New York,NY,36,21,13,US House,9,gen,NA,FALSE,Yvette D. Clarke,democrat,FALSE,total,70997,101606,FALSE,20200424
2014,New York,NY,36,21,13,US House,10,gen,NA,FALSE,Jerrold Nadler,democrat,FALSE,total,73945,113226,FALSE,20200424
2014,New York,NY,36,21,13,US House,11,gen,NA,FALSE,Domenic M. Recchia Jr.,democrat,FALSE,total,41429,110999,FALSE,20200424
2014,New York,NY,36,21,13,US House,12,gen,NA,FALSE,Carolyn B. Maloney,democrat,FALSE,total,78440,117420,FALSE,20200424
2014,New York,NY,36,21,13,US House,13,gen,NA,FALSE,Charles B. Rangel,democrat,FALSE,total,63437,91834,FALSE,20200424
2014,New York,NY,36,21,13,US House,14,gen,NA,FALSE,Joseph Crowley,democrat,FALSE,total,45370,67372,FALSE,20200424
2014,New York,NY,36,21,13,US House,15,gen,NA,FALSE,Jos_ E. Serrano,democrat,FALSE,total,53128,61268,FALSE,20200424
2014,New York,NY,36,21,13,US House,16,gen,NA,FALSE,Eliot L. Engel,democrat,FALSE,total,90088,138655,FALSE,20200424
2014,New York,NY,36,21,13,US House,17,gen,NA,FALSE,Nita M. Lowey,democrat,FALSE,total,89295,181674,FALSE,20200424
2014,New York,NY,36,21,13,US House,18,gen,NA,FALSE,Sean Patrick Maloney,democrat,FALSE,total,76235,186715,FALSE,20200424
2014,New York,NY,36,21,13,US House,19,gen,NA,FALSE,Sean S. Eldridge,democrat,FALSE,total,60533,210351,FALSE,20200424
2014,New York,NY,36,21,13,US House,20,gen,NA,FALSE,Paul Tonko,democrat,FALSE,total,103437,211965,FALSE,20200424
2014,New York,NY,36,21,13,US House,21,gen,NA,FALSE,Aaron G. Woolf,democrat,FALSE,total,53140,181558,FALSE,20200424
2014,New York,NY,36,21,13,US House,23,gen,NA,FALSE,Martha Robertson,democrat,FALSE,total,60233,190554,FALSE,20200424
2014,New York,NY,36,21,13,US House,24,gen,NA,FALSE,Daniel B. Maffei,democrat,FALSE,total,72631,203417,FALSE,20200424
2014,New York,NY,36,21,13,US House,25,gen,NA,FALSE,Louise McIntosh Slaughter,democrat,FALSE,total,87264,196516,FALSE,20200424
2014,New York,NY,36,21,13,US House,26,gen,NA,FALSE,Brian Higgins,democrat,FALSE,total,100648,173911,FALSE,20200424
2014,New York,NY,36,21,13,US House,27,gen,NA,FALSE,James D. O'Donnell,democrat,FALSE,total,50939,215147,FALSE,20200424
2014,North Carolina,NC,37,56,47,US House,1,gen,NA,FALSE,G. K. Butterfield,democrat,FALSE,total,154333,210323,FALSE,20200424
2014,North Carolina,NC,37,56,47,US House,2,gen,NA,FALSE,Clay Aiken,democrat,FALSE,total,85479,207607,FALSE,20200424
2014,North Carolina,NC,37,56,47,US House,3,gen,NA,FALSE,Marshall Adame,democrat,FALSE,total,66182,205597,FALSE,20200424
2014,North Carolina,NC,37,56,47,US House,4,gen,NA,FALSE,David E. Price,democrat,FALSE,total,169946,227362,FALSE,20200424
2014,North Carolina,NC,37,56,47,US House,5,gen,NA,FALSE,"Joshua """"Josh"""" Brannon",democrat,FALSE,total,88973,228252,FALSE,20200424
2014,North Carolina,NC,37,56,47,US House,6,gen,NA,FALSE,Laura Fjeld,democrat,FALSE,total,103758,251070,FALSE,20200424
2014,North Carolina,NC,37,56,47,US House,7,gen,NA,FALSE,Jonathan Barfield Jr.,democrat,FALSE,total,84054,226504,FALSE,20200424
2014,North Carolina,NC,37,56,47,US House,8,gen,NA,FALSE,Antonio Blue,democrat,FALSE,total,65854,187422,FALSE,20200424
2014,North Carolina,NC,37,56,47,US House,10,gen,NA,FALSE,Tate MacQueen,democrat,FALSE,total,85292,218796,FALSE,20200424
2014,North Carolina,NC,37,56,47,US House,11,gen,NA,FALSE,Tom Hill,democrat,FALSE,total,85342,230024,FALSE,20200424
2014,North Carolina,NC,37,56,47,US House,12,gen,NA,FALSE,Alma Adams,democrat,FALSE,total,130096,172664,FALSE,20200424
2014,North Carolina,NC,37,56,47,US House,13,gen,NA,FALSE,Brenda Cleary,democrat,FALSE,total,114718,268709,FALSE,20200424
2014,North Dakota,ND,38,44,36,US House,0,gen,NA,FALSE,George Sinner,democrat,FALSE,total,95678,248670,FALSE,20200424
2014,Ohio,OH,39,31,24,US House,1,gen,NA,FALSE,Fred Kundrata,democrat,FALSE,total,72604,197383,FALSE,20200424
2014,Ohio,OH,39,31,24,US House,2,gen,NA,FALSE,Marek Tyszkiewicz,democrat,FALSE,total,68453,201111,FALSE,20200424
2014,Ohio,OH,39,31,24,US House,3,gen,NA,FALSE,Joyce Beatty,democrat,FALSE,total,91769,143261,FALSE,20200424
2014,Ohio,OH,39,31,24,US House,4,gen,NA,FALSE,Janet Garrett,democrat,FALSE,total,60165,186072,FALSE,20200424
2014,Ohio,OH,39,31,24,US House,5,gen,NA,FALSE,Robert L. Fry,democrat,FALSE,total,58507,202300,FALSE,20200424
2014,Ohio,OH,39,31,24,US House,6,gen,NA,FALSE,Jennifer Garrison,democrat,FALSE,total,73561,190652,FALSE,20200424
2014,Ohio,OH,39,31,24,US House,8,gen,NA,FALSE,Tom Poetter,democrat,FALSE,total,51534,188330,FALSE,20200424
2014,Ohio,OH,39,31,24,US House,9,gen,NA,FALSE,Marcy Kaptur,democrat,FALSE,total,108870,160715,FALSE,20200424
2014,Ohio,OH,39,31,24,US House,10,gen,NA,FALSE,Robert Klepinger,democrat,FALSE,total,63249,200606,FALSE,20200424
2014,Ohio,OH,39,31,24,US House,11,gen,NA,FALSE,Marcia L. Fudge,democrat,FALSE,total,137105,172566,FALSE,20200424
2014,Ohio,OH,39,31,24,US House,12,gen,NA,FALSE,David Arthur Tibbs,democrat,FALSE,total,61360,221081,FALSE,20200424
2014,Ohio,OH,39,31,24,US House,13,gen,NA,FALSE,Tim Ryan,democrat,FALSE,total,120230,175549,FALSE,20200424
2014,Ohio,OH,39,31,24,US House,14,gen,NA,FALSE,Michael Wager,democrat,FALSE,total,70856,214580,FALSE,20200424
2014,Ohio,OH,39,31,24,US House,15,gen,NA,FALSE,Scott Wharton,democrat,FALSE,total,66125,194621,FALSE,20200424
2014,Ohio,OH,39,31,24,US House,16,gen,NA,FALSE,Pete Crossland,democrat,FALSE,total,75199,207375,FALSE,20200424
2014,Oklahoma,OK,40,73,53,US House,2,gen,NA,FALSE,Earl E. Everett,democrat,FALSE,total,38964,158407,FALSE,20200424
2014,Oklahoma,OK,40,73,53,US House,3,gen,NA,FALSE,Frankie Robbins,democrat,FALSE,total,36270,169605,FALSE,20200424
2014,Oklahoma,OK,40,73,53,US House,4,gen,NA,FALSE,Bert Smith,democrat,FALSE,total,40998,166268,FALSE,20200424
2014,Oklahoma,OK,40,73,53,US House,5,gen,NA,FALSE,Al McAffrey,democrat,FALSE,total,57790,159133,FALSE,20200424
2014,Oregon,OR,41,92,72,US House,1,gen,NA,FALSE,Suzanne Bonamici,democrat,FALSE,total,160038,279253,FALSE,20200424
2014,Oregon,OR,41,92,72,US House,2,gen,NA,FALSE,Aelea Christofferson,democrat,FALSE,total,73785,287425,FALSE,20200424
2014,Oregon,OR,41,92,72,US House,3,gen,NA,FALSE,Earl Blumenauer,democrat,FALSE,total,211748,292757,FALSE,20200424
2014,Oregon,OR,41,92,72,US House,4,gen,NA,FALSE,Peter A. DeFazio,democrat,FALSE,total,181624,310179,FALSE,20200424
2014,Oregon,OR,41,92,72,US House,5,gen,NA,FALSE,Kurt Schrader,democrat,FALSE,total,150944,281088,FALSE,20200424
2014,Pennsylvania,PA,42,23,14,US House,1,gen,NA,FALSE,Robert A. Brady,democrat,FALSE,total,131248,158441,FALSE,20200424
2014,Pennsylvania,PA,42,23,14,US House,2,gen,NA,FALSE,Chaka Fattah,democrat,FALSE,total,181141,206538,FALSE,20200424
2014,Pennsylvania,PA,42,23,14,US House,3,gen,NA,FALSE,Dan Lavallee,democrat,FALSE,total,73931,187790,FALSE,20200424
2014,Pennsylvania,PA,42,23,14,US House,4,gen,NA,FALSE,Linda Deliah Thompson,democrat,FALSE,total,50250,197340,FALSE,20200424
2014,Pennsylvania,PA,42,23,14,US House,5,gen,NA,FALSE,Kerith Strano Taylor,democrat,FALSE,total,65839,180857,FALSE,20200424
2014,Pennsylvania,PA,42,23,14,US House,6,gen,NA,FALSE,Manan Trivedi,democrat,FALSE,total,92901,212544,FALSE,20200424
2014,Pennsylvania,PA,42,23,14,US House,7,gen,NA,FALSE,Mary Ellen Balchunis,democrat,FALSE,total,89256,235125,FALSE,20200424
2014,Pennsylvania,PA,42,23,14,US House,8,gen,NA,FALSE,Kevin Strouse,democrat,FALSE,total,84767,222498,FALSE,20200424
2014,Pennsylvania,PA,42,23,14,US House,9,gen,NA,FALSE,Alanna Hartzok,democrat,FALSE,total,63223,173317,FALSE,20200424
2014,Pennsylvania,PA,42,23,14,US House,10,gen,NA,FALSE,Scott F. Brion,democrat,FALSE,total,44737,180322,FALSE,20200424
2014,Pennsylvania,PA,42,23,14,US House,11,gen,NA,FALSE,Andy Ostrowski,democrat,FALSE,total,62228,184692,FALSE,20200424
2014,Pennsylvania,PA,42,23,14,US House,12,gen,NA,FALSE,Erin McClelland,democrat,FALSE,total,87928,215921,FALSE,20200424
2014,Pennsylvania,PA,42,23,14,US House,13,gen,NA,FALSE,Brendan F. Boyle,democrat,FALSE,total,123601,184150,FALSE,20200424
2014,Pennsylvania,PA,42,23,14,US House,14,gen,NA,FALSE,Michael F. Doyle,democrat,FALSE,total,148351,148351,FALSE,20200424
2014,Pennsylvania,PA,42,23,14,US House,16,gen,NA,FALSE,Tom Houghton,democrat,FALSE,total,74513,176235,FALSE,20200424
2014,Pennsylvania,PA,42,23,14,US House,17,gen,NA,FALSE,Matt Cartwright,democrat,FALSE,total,93680,165051,FALSE,20200424
2014,Rhode Island,RI,44,15,5,US House,1,gen,NA,FALSE,David N. Cicilline,democrat,FALSE,total,87060,146353,FALSE,20200424
2014,Rhode Island,RI,44,15,5,US House,2,gen,NA,FALSE,James R. Langevin,democrat,FALSE,total,105716,169904,FALSE,20200424
2014,South Carolina,SC,45,57,48,US House,2,gen,NA,FALSE,Phil Black,democrat,FALSE,total,68719,194808,FALSE,20200424
2014,South Carolina,SC,45,57,48,US House,3,gen,NA,FALSE,Barbara Jo Mullis,democrat,FALSE,total,47181,164009,FALSE,20200424
2014,South Carolina,SC,45,57,48,US House,5,gen,NA,FALSE,Tom Adams,democrat,FALSE,total,66802,175145,FALSE,20200424
2014,South Carolina,SC,45,57,48,US House,6,gen,NA,FALSE,James E. Clyburn,democrat,FALSE,total,125747,173432,FALSE,20200424
2014,South Carolina,SC,45,57,48,US House,7,gen,NA,FALSE,Gloria Bromell-Tinubu,democrat,FALSE,total,68576,171524,FALSE,20200424
2014,South Dakota,SD,46,45,37,US House,0,gen,NA,FALSE,Corinna Robinson,democrat,FALSE,total,92485,276319,FALSE,20200424
2014,Tennessee,TN,47,62,54,US House,2,gen,NA,FALSE,Bob Scott,democrat,FALSE,total,37612,166751,FALSE,20200424
2014,Tennessee,TN,47,62,54,US House,3,gen,NA,FALSE,Mary M. Headrick,democrat,FALSE,total,53983,156097,FALSE,20200424
2014,Tennessee,TN,47,62,54,US House,4,gen,NA,FALSE,Lendra Sherrell,democrat,FALSE,total,51357,145418,FALSE,20200424
2014,Tennessee,TN,47,62,54,US House,5,gen,NA,FALSE,Jim Cooper,democrat,FALSE,total,96148,154276,FALSE,20200424
2014,Tennessee,TN,47,62,54,US House,6,gen,NA,FALSE,Amos Scott Powers,democrat,FALSE,total,37232,162097,FALSE,20200424
2014,Tennessee,TN,47,62,54,US House,7,gen,NA,FALSE,Daniel Cramer,democrat,FALSE,total,42280,157907,FALSE,20200424
2014,Tennessee,TN,47,62,54,US House,8,gen,NA,FALSE,Wes Bradley,democrat,FALSE,total,42433,172595,FALSE,20200424
2014,Tennessee,TN,47,62,54,US House,9,gen,NA,FALSE,Steve Cohen,democrat,FALSE,total,87376,116550,FALSE,20200424
2014,Texas,TX,48,74,49,US House,1,gen,NA,FALSE,Shirley J. McKellar,democrat,FALSE,total,33476,148560,FALSE,20200424
2014,Texas,TX,48,74,49,US House,2,gen,NA,FALSE,Niko Letsos,democrat,FALSE,total,44462,150026,FALSE,20200424
2014,Texas,TX,48,74,49,US House,6,gen,NA,FALSE,David E. Cozad,democrat,FALSE,total,55027,150996,FALSE,20200424
2014,Texas,TX,48,74,49,US House,7,gen,NA,FALSE,James Cargas,democrat,FALSE,total,49478,143219,FALSE,20200424
2014,Texas,TX,48,74,49,US House,9,gen,NA,FALSE,Al Green,democrat,FALSE,total,78109,86003,FALSE,20200424
2014,Texas,TX,48,74,49,US House,10,gen,NA,FALSE,Tawana Walter-Cadien,democrat,FALSE,total,60243,176460,FALSE,20200424
2014,Texas,TX,48,74,49,US House,12,gen,NA,FALSE,Mark Greene,democrat,FALSE,total,41757,158730,FALSE,20200424
2014,Texas,TX,48,74,49,US House,13,gen,NA,FALSE,Mike Minter,democrat,FALSE,total,16822,131451,FALSE,20200424
2014,Texas,TX,48,74,49,US House,14,gen,NA,FALSE,Donald G. Brown,democrat,FALSE,total,52545,145698,FALSE,20200424
2014,Texas,TX,48,74,49,US House,15,gen,NA,FALSE,Rub_n Hinojosa,democrat,FALSE,total,48708,90184,FALSE,20200424
2014,Texas,TX,48,74,49,US House,16,gen,NA,FALSE,Beto O'Rourke,democrat,FALSE,total,49338,73105,FALSE,20200424
2014,Texas,TX,48,74,49,US House,17,gen,NA,FALSE,Nick Haynes,democrat,FALSE,total,43049,132865,FALSE,20200424
2014,Texas,TX,48,74,49,US House,18,gen,NA,FALSE,Sheila Jackson Lee,democrat,FALSE,total,76097,106010,FALSE,20200424
2014,Texas,TX,48,74,49,US House,19,gen,NA,FALSE,Neal Marchbanks,democrat,FALSE,total,21458,116818,FALSE,20200424
2014,Texas,TX,48,74,49,US House,20,gen,NA,FALSE,Joaquin Castro,democrat,FALSE,total,66554,87964,FALSE,20200424
2014,Texas,TX,48,74,49,US House,22,gen,NA,FALSE,Frank Briscoe,democrat,FALSE,total,47844,151566,FALSE,20200424
2014,Texas,TX,48,74,49,US House,23,gen,NA,FALSE,Pete P. Gallego,democrat,FALSE,total,55037,115429,FALSE,20200424
2014,Texas,TX,48,74,49,US House,24,gen,NA,FALSE,Patrick McGehearty,democrat,FALSE,total,46548,144073,FALSE,20200424
2014,Texas,TX,48,74,49,US House,25,gen,NA,FALSE,Marco Montoya,democrat,FALSE,total,64463,177883,FALSE,20200424
2014,Texas,TX,48,74,49,US House,27,gen,NA,FALSE,Wesley Reed,democrat,FALSE,total,44152,131047,FALSE,20200424
2014,Texas,TX,48,74,49,US House,28,gen,NA,FALSE,Henry Cuellar,democrat,FALSE,total,62508,76136,FALSE,20200424
2014,Texas,TX,48,74,49,US House,29,gen,NA,FALSE,Gene Green,democrat,FALSE,total,41321,46143,FALSE,20200424
2014,Texas,TX,48,74,49,US House,30,gen,NA,FALSE,Eddie Bernice Johnson,democrat,FALSE,total,93041,105793,FALSE,20200424
2014,Texas,TX,48,74,49,US House,31,gen,NA,FALSE,Louie Minor,democrat,FALSE,total,45715,143028,FALSE,20200424
2014,Texas,TX,48,74,49,US House,32,gen,NA,FALSE,Frank Perez,democrat,FALSE,total,55325,156096,FALSE,20200424
2014,Texas,TX,48,74,49,US House,33,gen,NA,FALSE,Marc A. Veasey,democrat,FALSE,total,43769,50592,FALSE,20200424
2014,Texas,TX,48,74,49,US House,34,gen,NA,FALSE,Filemon Vela,democrat,FALSE,total,47503,79877,FALSE,20200424
2014,Texas,TX,48,74,49,US House,35,gen,NA,FALSE,Lloyd Doggett,democrat,FALSE,total,60124,96225,FALSE,20200424
2014,Texas,TX,48,74,49,US House,36,gen,NA,FALSE,Michael K. Cole,democrat,FALSE,total,29543,133842,FALSE,20200424
2014,Utah,UT,49,87,67,US House,1,gen,NA,FALSE,Donna McAleer,democrat,FALSE,total,36422,130034,FALSE,20200424
2014,Utah,UT,49,87,67,US House,2,gen,NA,FALSE,Luz Robles,democrat,FALSE,total,47585,146188,FALSE,20200424
2014,Utah,UT,49,87,67,US House,3,gen,NA,FALSE,Brian Wonnacott,democrat,FALSE,total,32059,142580,FALSE,20200424
2014,Utah,UT,49,87,67,US House,4,gen,NA,FALSE,Doug Owens,democrat,FALSE,total,67425,147168,FALSE,20200424
2014,Vermont,VT,50,13,6,US House,0,gen,NA,FALSE,Peter Welch,democrat,FALSE,total,123349,191504,FALSE,20200424
2014,Virginia,VA,51,54,40,US House,1,gen,NA,FALSE,"Norman G. """"Norm"""" Mosher",democrat,FALSE,total,72059,209621,FALSE,20200424
2014,Virginia,VA,51,54,40,US House,2,gen,NA,FALSE,Suzanne D. Patrick,democrat,FALSE,total,71178,173060,FALSE,20200424
2014,Virginia,VA,51,54,40,US House,3,gen,NA,FALSE,"Robert C. """"Bobby"""" Scott",democrat,FALSE,total,139197,147402,FALSE,20200424
2014,Virginia,VA,51,54,40,US House,4,gen,NA,FALSE,Elliott G. Fausz,democrat,FALSE,total,75270,200638,FALSE,20200424
2014,Virginia,VA,51,54,40,US House,5,gen,NA,FALSE,W. Lawrence Gaughan,democrat,FALSE,total,73482,204945,FALSE,20200424
2014,Virginia,VA,51,54,40,US House,7,gen,NA,FALSE,"John K. """"Jack"""" Trammell",democrat,FALSE,total,89914,243351,FALSE,20200424
