year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version
2018,Alabama,AL,1,63,41,US House,1,gen,NA,FALSE,Robert Kennedy Jr.,democrat,FALSE,total,89226,242617,FALSE,20200424
2018,Alabama,AL,1,63,41,US House,2,gen,NA,FALSE,Tabitha Isner,democrat,FALSE,total,86931,226230,FALSE,20200424
2018,Alabama,AL,1,63,41,US House,3,gen,NA,FALSE,Mallory Hagan,democrat,FALSE,total,83996,231915,FALSE,20200424
2018,Alabama,AL,1,63,41,US House,4,gen,NA,FALSE,Lee Auman,democrat,FALSE,total,46492,230969,FALSE,20200424
2018,Alabama,AL,1,63,41,US House,5,gen,NA,FALSE,Peter Joffrion,democrat,FALSE,total,101388,260673,FALSE,20200424
2018,Alabama,AL,1,63,41,US House,6,gen,NA,FALSE,Danner Kline,democrat,FALSE,total,85644,278328,FALSE,20200424
2018,Alabama,AL,1,63,41,US House,7,gen,NA,FALSE,Terri Sewell,democrat,FALSE,total,185010,189163,FALSE,20200424
2018,Alaska,AK,2,94,81,US House,0,gen,NA,FALSE,Alyse S. Galvin,democrat,FALSE,total,131199,282166,FALSE,20200424
2018,Arizona,AZ,4,86,61,US House,1,gen,NA,FALSE,Tom O'Halleran,democrat,FALSE,total,143240,266089,FALSE,20200424
2018,Arizona,AZ,4,86,61,US House,2,gen,NA,FALSE,Ann Kirkpatrick,democrat,FALSE,total,161000,294152,FALSE,20200424
2018,Arizona,AZ,4,86,61,US House,3,gen,NA,FALSE,Raul Grijalva,democrat,FALSE,total,114650,179518,FALSE,20200424
2018,Arizona,AZ,4,86,61,US House,4,gen,NA,FALSE,David Brill,democrat,FALSE,total,84521,277035,FALSE,20200424
2018,Arizona,AZ,4,86,61,US House,5,gen,NA,FALSE,Joan Greene,democrat,FALSE,total,127027,313064,FALSE,20200424
2018,Arizona,AZ,4,86,61,US House,6,gen,NA,FALSE,Anita Malik,democrat,FALSE,total,140559,313699,FALSE,20200424
2018,Arizona,AZ,4,86,61,US House,7,gen,NA,FALSE,Ruben Gallego,democrat,FALSE,total,113044,132051,FALSE,20200424
2018,Arizona,AZ,4,86,61,US House,8,gen,NA,FALSE,Hiral Tipirneni,democrat,FALSE,total,135569,304417,FALSE,20200424
2018,Arizona,AZ,4,86,61,US House,9,gen,NA,FALSE,Greg Stanton,democrat,FALSE,total,159583,261245,FALSE,20200424
2018,Arkansas,AR,5,71,42,US House,1,gen,NA,FALSE,Chintan Desai,democrat,FALSE,total,57907,201245,FALSE,20200424
2018,Arkansas,AR,5,71,42,US House,2,gen,NA,FALSE,Clarke Tucker,democrat,FALSE,total,116135,253453,FALSE,20200424
2018,Arkansas,AR,5,71,42,US House,3,gen,NA,FALSE,Josh Mahony,democrat,FALSE,total,74952,229708,FALSE,20200424
2018,Arkansas,AR,5,71,42,US House,4,gen,NA,FALSE,Hayden Catherine Shamel,democrat,FALSE,total,63984,204892,FALSE,20200424
2018,California,CA,6,93,71,US House,1,gen,NA,FALSE,Audrey Denney,democrat,FALSE,total,131548,291594,FALSE,20200424
2018,California,CA,6,93,71,US House,2,gen,NA,FALSE,Jared Huffman,democrat,FALSE,total,243081,315657,FALSE,20200424
2018,California,CA,6,93,71,US House,3,gen,NA,FALSE,John Garamendi,democrat,FALSE,total,134875,232251,FALSE,20200424
2018,California,CA,6,93,71,US House,4,gen,NA,FALSE,Jessica Morse,democrat,FALSE,total,156253,340654,FALSE,20200424
2018,California,CA,6,93,71,US House,5,gen,NA,FALSE,Mike Thompson,democrat,FALSE,total,205860,261018,FALSE,20200424
2018,California,CA,6,93,71,US House,6,gen,NA,FALSE,Doris Matsui,democrat,FALSE,total,162411,201939,FALSE,20200424
2018,California,CA,6,93,71,US House,6,gen,NA,FALSE,Jrmar Jefferson,democrat,FALSE,total,39528,201939,FALSE,20200424
2018,California,CA,6,93,71,US House,7,gen,NA,FALSE,Ami Bera,democrat,FALSE,total,155016,281617,FALSE,20200424
2018,California,CA,6,93,71,US House,9,gen,NA,FALSE,Jerry McNerney,democrat,FALSE,total,113414,200763,FALSE,20200424
2018,California,CA,6,93,71,US House,10,gen,NA,FALSE,Josh Harder,democrat,FALSE,total,115945,221900,FALSE,20200424
2018,California,CA,6,93,71,US House,11,gen,NA,FALSE,Mark DeSaulnier,democrat,FALSE,total,204369,275681,FALSE,20200424
2018,California,CA,6,93,71,US House,12,gen,NA,FALSE,Nancy Pelosi,democrat,FALSE,total,275292,317072,FALSE,20200424
2018,California,CA,6,93,71,US House,13,gen,NA,FALSE,Barbara Lee,democrat,FALSE,total,260580,294837,FALSE,20200424
2018,California,CA,6,93,71,US House,14,gen,NA,FALSE,Jackie Speier,democrat,FALSE,total,211384,266823,FALSE,20200424
2018,California,CA,6,93,71,US House,15,gen,NA,FALSE,Eric Swalwell,democrat,FALSE,total,177989,243929,FALSE,20200424
2018,California,CA,6,93,71,US House,16,gen,NA,FALSE,Jim Costa,democrat,FALSE,total,82266,142959,FALSE,20200424
2018,California,CA,6,93,71,US House,17,gen,NA,FALSE,Ro Khanna,democrat,FALSE,total,159105,211162,FALSE,20200424
2018,California,CA,6,93,71,US House,18,gen,NA,FALSE,Anna G. Eshoo,democrat,FALSE,total,225142,302238,FALSE,20200424
2018,California,CA,6,93,71,US House,19,gen,NA,FALSE,Zoe Lofgren,democrat,FALSE,total,162496,220319,FALSE,20200424
2018,California,CA,6,93,71,US House,20,gen,NA,FALSE,Jimmy Panetta,democrat,FALSE,total,183677,225721,FALSE,20200424
2018,California,CA,6,93,71,US House,21,gen,NA,FALSE,TJ Cox,democrat,FALSE,total,57239,113616,FALSE,20200424
2018,California,CA,6,93,71,US House,22,gen,NA,FALSE,Andrew Janz,democrat,FALSE,total,105136,222379,FALSE,20200424
2018,California,CA,6,93,71,US House,23,gen,NA,FALSE,Tatiana Matta,democrat,FALSE,total,74661,205774,FALSE,20200424
2018,California,CA,6,93,71,US House,24,gen,NA,FALSE,Salud Carbajal,democrat,FALSE,total,166550,284431,FALSE,20200424
2018,California,CA,6,93,71,US House,25,gen,NA,FALSE,Katie Hill,democrat,FALSE,total,133209,245022,FALSE,20200424
2018,California,CA,6,93,71,US House,26,gen,NA,FALSE,Julia Brownley,democrat,FALSE,total,158216,255426,FALSE,20200424
2018,California,CA,6,93,71,US House,27,gen,NA,FALSE,Bryan Witt,democrat,FALSE,total,42132,202636,FALSE,20200424
2018,California,CA,6,93,71,US House,27,gen,NA,FALSE,Judy Chu,democrat,FALSE,total,160504,202636,FALSE,20200424
2018,California,CA,6,93,71,US House,28,gen,NA,FALSE,Adam B. Schiff,democrat,FALSE,total,196662,250934,FALSE,20200424
2018,California,CA,6,93,71,US House,29,gen,NA,FALSE,Tony Cardenas,democrat,FALSE,total,124697,154692,FALSE,20200424
2018,California,CA,6,93,71,US House,30,gen,NA,FALSE,Brad Sherman,democrat,FALSE,total,191573,260993,FALSE,20200424
2018,California,CA,6,93,71,US House,31,gen,NA,FALSE,Pete Aguilar,democrat,FALSE,total,110143,187495,FALSE,20200424
2018,California,CA,6,93,71,US House,32,gen,NA,FALSE,Grace Flores Napolitano,democrat,FALSE,total,121759,177031,FALSE,20200424
2018,California,CA,6,93,71,US House,33,gen,NA,FALSE,Ted W. Lieu,democrat,FALSE,total,219091,312860,FALSE,20200424
2018,California,CA,6,93,71,US House,34,gen,NA,FALSE,Jimmy Gomez,democrat,FALSE,total,110195,151906,FALSE,20200424
2018,California,CA,6,93,71,US House,35,gen,NA,FALSE,Norma J. Torres,democrat,FALSE,total,103420,149024,FALSE,20200424
2018,California,CA,6,93,71,US House,36,gen,NA,FALSE,Raul Ruiz,democrat,FALSE,total,122169,207008,FALSE,20200424
2018,California,CA,6,93,71,US House,37,gen,NA,FALSE,Karen Bass,democrat,FALSE,total,210555,236378,FALSE,20200424
2018,California,CA,6,93,71,US House,38,gen,NA,FALSE,Linda T. Sanchez,democrat,FALSE,total,139188,202156,FALSE,20200424
2018,California,CA,6,93,71,US House,39,gen,NA,FALSE,Gil Cisneros,democrat,FALSE,total,126002,244393,FALSE,20200424
2018,California,CA,6,93,71,US House,40,gen,NA,FALSE,Lucille Roybal-Allard,democrat,FALSE,total,93938,121449,FALSE,20200424
2018,California,CA,6,93,71,US House,41,gen,NA,FALSE,Mark Takano,democrat,FALSE,total,108227,166248,FALSE,20200424
2018,California,CA,6,93,71,US House,42,gen,NA,FALSE,Julia C Peacock,democrat,FALSE,total,100892,231932,FALSE,20200424
2018,California,CA,6,93,71,US House,43,gen,NA,FALSE,Maxine Waters,democrat,FALSE,total,152272,196052,FALSE,20200424
2018,California,CA,6,93,71,US House,44,gen,NA,FALSE,Aja L. Brown,democrat,FALSE,total,45378,143322,FALSE,20200424
2018,California,CA,6,93,71,US House,44,gen,NA,FALSE,Nanette Diaz Barragan,democrat,FALSE,total,97944,143322,FALSE,20200424
2018,California,CA,6,93,71,US House,45,gen,NA,FALSE,Katie Porter,democrat,FALSE,total,158906,305289,FALSE,20200424
2018,California,CA,6,93,71,US House,46,gen,NA,FALSE,Lou Correa,democrat,FALSE,total,102278,147916,FALSE,20200424
2018,California,CA,6,93,71,US House,47,gen,NA,FALSE,Alan Lowenthal,democrat,FALSE,total,143354,221036,FALSE,20200424
2018,California,CA,6,93,71,US House,48,gen,NA,FALSE,Harley Rouda,democrat,FALSE,total,157837,294736,FALSE,20200424
2018,California,CA,6,93,71,US House,49,gen,NA,FALSE,Mike Levin,democrat,FALSE,total,166453,295030,FALSE,20200424
2018,California,CA,6,93,71,US House,50,gen,NA,FALSE,Ammar Campa-Najjar,democrat,FALSE,total,125448,259810,FALSE,20200424
2018,California,CA,6,93,71,US House,51,gen,NA,FALSE,Juan Vargas,democrat,FALSE,total,109527,153828,FALSE,20200424
2018,California,CA,6,93,71,US House,52,gen,NA,FALSE,Scott Peters,democrat,FALSE,total,188992,296007,FALSE,20200424
2018,California,CA,6,93,71,US House,53,gen,NA,FALSE,Susan A. Davis,democrat,FALSE,total,185667,268794,FALSE,20200424
2018,Colorado,CO,8,84,62,US House,1,gen,NA,FALSE,Diana DeGette,democrat,FALSE,total,272886,369693,FALSE,20200424
2018,Colorado,CO,8,84,62,US House,2,gen,NA,FALSE,Joe Neguse,democrat,FALSE,total,259608,430614,FALSE,20200424
2018,Colorado,CO,8,84,62,US House,3,gen,NA,FALSE,Diane Mitsch Bush,democrat,FALSE,total,146426,336189,FALSE,20200424
2018,Colorado,CO,8,84,62,US House,4,gen,NA,FALSE,Karen McCormick,democrat,FALSE,total,145544,369582,FALSE,20200424
2018,Colorado,CO,8,84,62,US House,5,gen,NA,FALSE,Stephany Rose Spaulding,democrat,FALSE,total,126848,322645,FALSE,20200424
2018,Colorado,CO,8,84,62,US House,6,gen,NA,FALSE,Jason Crow,democrat,FALSE,total,187639,346817,FALSE,20200424
2018,Colorado,CO,8,84,62,US House,7,gen,NA,FALSE,Ed Perlmutter,democrat,FALSE,total,204260,338006,FALSE,20200424
2018,Connecticut,CT,9,16,1,US House,1,gen,NA,FALSE,John B Larson,democrat,FALSE,total,166155,274140,FALSE,20200424
2018,Connecticut,CT,9,16,1,US House,2,gen,NA,FALSE,Joe Courtney,democrat,FALSE,total,167659,289114,FALSE,20200424
2018,Connecticut,CT,9,16,1,US House,3,gen,NA,FALSE,Rosa L DeLauro,democrat,FALSE,total,163211,270239,FALSE,20200424
2018,Connecticut,CT,9,16,1,US House,4,gen,NA,FALSE,Jim Himes,democrat,FALSE,total,168726,275651,FALSE,20200424
2018,Connecticut,CT,9,16,1,US House,5,gen,NA,FALSE,Jahana Hayes,democrat,FALSE,total,142901,270664,FALSE,20200424
2018,Delaware,DE,10,51,11,US House,0,gen,NA,FALSE,Lisa Blunt Rochester,democrat,FALSE,total,227353,352737,FALSE,20200424
2018,Florida,FL,12,59,43,US House,1,gen,NA,FALSE,Jennifer M. Zimmerman,democrat,FALSE,total,106199,322388,FALSE,20200424
2018,Florida,FL,12,59,43,US House,2,gen,NA,FALSE,Bob Rackleff,democrat,FALSE,total,96233,295568,FALSE,20200424
2018,Florida,FL,12,59,43,US House,3,gen,NA,FALSE,Yvonne Hayes Hinson,democrat,FALSE,total,129880,306496,FALSE,20200424
2018,Florida,FL,12,59,43,US House,4,gen,NA,FALSE,George 'Ges' Selmont,democrat,FALSE,total,123351,381249,FALSE,20200424
2018,Florida,FL,12,59,43,US House,5,gen,NA,FALSE,Al Lawson,democrat,FALSE,total,180527,270326,FALSE,20200424
2018,Florida,FL,12,59,43,US House,6,gen,NA,FALSE,Nancy Soderberg,democrat,FALSE,total,145758,333649,FALSE,20200424
2018,Florida,FL,12,59,43,US House,7,gen,NA,FALSE,Stephanie Murphy,democrat,FALSE,total,183113,317398,FALSE,20200424
2018,Florida,FL,12,59,43,US House,8,gen,NA,FALSE,Sanjay Patel,democrat,FALSE,total,142415,360527,FALSE,20200424
2018,Florida,FL,12,59,43,US House,9,gen,NA,FALSE,Darren Soto,democrat,FALSE,total,172172,296737,FALSE,20200424
2018,Florida,FL,12,59,43,US House,10,gen,NA,FALSE,Val Demings,democrat,FALSE,total,1,1,FALSE,20200424
2018,Florida,FL,12,59,43,US House,11,gen,NA,FALSE,Dana Cottrell,democrat,FALSE,total,128053,367506,FALSE,20200424
2018,Florida,FL,12,59,43,US House,12,gen,NA,FALSE,Chris Hunter,democrat,FALSE,total,132844,334918,FALSE,20200424
2018,Florida,FL,12,59,43,US House,13,gen,NA,FALSE,Charlie Crist,democrat,FALSE,total,182717,316971,FALSE,20200424
2018,Florida,FL,12,59,43,US House,14,gen,NA,FALSE,Kathy Castor,democrat,FALSE,total,1,1,FALSE,20200424
2018,Florida,FL,12,59,43,US House,15,gen,NA,FALSE,Kristen Carlson,democrat,FALSE,total,134132,285532,FALSE,20200424
2018,Florida,FL,12,59,43,US House,16,gen,NA,FALSE,David Shapiro,democrat,FALSE,total,164463,361946,FALSE,20200424
2018,Florida,FL,12,59,43,US House,17,gen,NA,FALSE,Allen Ellison,democrat,FALSE,total,117194,310520,FALSE,20200424
2018,Florida,FL,12,59,43,US House,18,gen,NA,FALSE,Lauren Baer,democrat,FALSE,total,156454,342359,FALSE,20200424
2018,Florida,FL,12,59,43,US House,19,gen,NA,FALSE,David Holden,democrat,FALSE,total,128106,339607,FALSE,20200424
2018,Florida,FL,12,59,43,US House,20,gen,NA,FALSE,Alcee L. Hastings,democrat,FALSE,total,202659,202824,FALSE,20200424
2018,Florida,FL,12,59,43,US House,21,gen,NA,FALSE,Lois Frankel,democrat,FALSE,total,1,1,FALSE,20200424
2018,Florida,FL,12,59,43,US House,22,gen,NA,FALSE,Ted Deutch,democrat,FALSE,total,184634,297683,FALSE,20200424
2018,Florida,FL,12,59,43,US House,23,gen,NA,FALSE,Debbie Wasserman Schultz,democrat,FALSE,total,161611,276366,FALSE,20200424
2018,Florida,FL,12,59,43,US House,24,gen,NA,FALSE,Frederica Wilson,democrat,FALSE,total,1,1,FALSE,20200424
2018,Florida,FL,12,59,43,US House,25,gen,NA,FALSE,Mary Barzee Flores,democrat,FALSE,total,84173,212845,FALSE,20200424
2018,Florida,FL,12,59,43,US House,26,gen,NA,FALSE,Debbie Mucarsel-Powell,democrat,FALSE,total,119797,235475,FALSE,20200424
2018,Florida,FL,12,59,43,US House,27,gen,NA,FALSE,Donna Shalala,democrat,FALSE,total,130743,252586,FALSE,20200424
2018,Georgia,GA,13,58,44,US House,1,gen,NA,FALSE,Lisa M. Ring,democrat,FALSE,total,105942,250683,FALSE,20200424
2018,Georgia,GA,13,58,44,US House,2,gen,NA,FALSE,Sanford Bishop,democrat,FALSE,total,136699,229171,FALSE,20200424
2018,Georgia,GA,13,58,44,US House,3,gen,NA,FALSE,Chuck Enderlin,democrat,FALSE,total,101010,293006,FALSE,20200424
2018,Georgia,GA,13,58,44,US House,4,gen,NA,FALSE,"Henry C """"""""Hank"""""""" Johnson Jr",democrat,FALSE,total,227717,288809,FALSE,20200424
2018,Georgia,GA,13,58,44,US House,5,gen,NA,FALSE,John R. Lewis,democrat,FALSE,total,275406,275406,FALSE,20200424
2018,Georgia,GA,13,58,44,US House,6,gen,NA,FALSE,Lucy McBath,democrat,FALSE,total,160139,317014,FALSE,20200424
2018,Georgia,GA,13,58,44,US House,7,gen,NA,FALSE,Carolyn Bourdeaux,democrat,FALSE,total,140011,280441,FALSE,20200424
2018,Georgia,GA,13,58,44,US House,9,gen,NA,FALSE,Josh McCall,democrat,FALSE,total,57912,282573,FALSE,20200424
2018,Georgia,GA,13,58,44,US House,10,gen,NA,FALSE,Tabitha A. Johnson-Green,democrat,FALSE,total,112339,302735,FALSE,20200424
2018,Georgia,GA,13,58,44,US House,11,gen,NA,FALSE,Flynn D. Broady Jr,democrat,FALSE,total,118653,310540,FALSE,20200424
2018,Georgia,GA,13,58,44,US House,12,gen,NA,FALSE,Francys Johnson,democrat,FALSE,total,101503,250489,FALSE,20200424
2018,Georgia,GA,13,58,44,US House,13,gen,NA,FALSE,David Scott,democrat,FALSE,total,223157,292917,FALSE,20200424
2018,Georgia,GA,13,58,44,US House,14,gen,NA,FALSE,Steven Lamar Foster,democrat,FALSE,total,53981,229724,FALSE,20200424
2018,Hawaii,HI,15,95,82,US House,1,gen,NA,FALSE,Ed Case,democrat,FALSE,total,134650,184211,FALSE,20200424
2018,Hawaii,HI,15,95,82,US House,2,gen,NA,FALSE,Tulsi Gabbard,democrat,FALSE,total,153271,198121,FALSE,20200424
2018,Idaho,ID,16,82,63,US House,1,gen,NA,FALSE,Cristina McNeil,democrat,FALSE,total,96922,315069,FALSE,20200424
2018,Idaho,ID,16,82,63,US House,2,gen,NA,FALSE,Aaron Swisher,democrat,FALSE,total,110381,280655,FALSE,20200424
2018,Illinois,IL,17,33,21,US House,1,gen,NA,FALSE,Bobby L. Rush,democrat,FALSE,total,189560,257885,FALSE,20200424
2018,Illinois,IL,17,33,21,US House,2,gen,NA,FALSE,Robin Kelly,democrat,FALSE,total,190684,235251,FALSE,20200424
2018,Illinois,IL,17,33,21,US House,3,gen,NA,FALSE,Daniel William Lipinski,democrat,FALSE,total,163053,223334,FALSE,20200424
2018,Illinois,IL,17,33,21,US House,4,gen,NA,FALSE,Jesus \Chuy\ Garcia,democrat,FALSE,total,143895,166189,FALSE,20200424
2018,Illinois,IL,17,33,21,US House,5,gen,NA,FALSE,Mike Quigley,democrat,FALSE,total,213992,279131,FALSE,20200424
2018,Illinois,IL,17,33,21,US House,6,gen,NA,FALSE,Sean Casten,democrat,FALSE,total,169001,315446,FALSE,20200424
2018,Illinois,IL,17,33,21,US House,7,gen,NA,FALSE,Danny K. Davis,democrat,FALSE,total,215746,246243,FALSE,20200424
2018,Illinois,IL,17,33,21,US House,8,gen,NA,FALSE,Raja Krishnamoorthi,democrat,FALSE,total,130054,197127,FALSE,20200424
2018,Illinois,IL,17,33,21,US House,9,gen,NA,FALSE,Janice D. Schakowsky,democrat,FALSE,total,213368,290351,FALSE,20200424
2018,Illinois,IL,17,33,21,US House,10,gen,NA,FALSE,Brad Schneider,democrat,FALSE,total,156540,238664,FALSE,20200424
2018,Illinois,IL,17,33,21,US House,11,gen,NA,FALSE,Bill Foster,democrat,FALSE,total,145407,227765,FALSE,20200424
2018,Illinois,IL,17,33,21,US House,12,gen,NA,FALSE,Brendan Kelly,democrat,FALSE,total,118724,261543,FALSE,20200424
2018,Illinois,IL,17,33,21,US House,13,gen,NA,FALSE,Betsy Dirksen Londrigan,democrat,FALSE,total,134458,270981,FALSE,20200424
2018,Illinois,IL,17,33,21,US House,14,gen,NA,FALSE,Lauren Underwood,democrat,FALSE,total,156035,297199,FALSE,20200424
2018,Illinois,IL,17,33,21,US House,15,gen,NA,FALSE,Kevin Gaither,democrat,FALSE,total,74309,255608,FALSE,20200424
2018,Illinois,IL,17,33,21,US House,16,gen,NA,FALSE,Sara Dady,democrat,FALSE,total,104569,255825,FALSE,20200424
2018,Illinois,IL,17,33,21,US House,17,gen,NA,FALSE,Cheri Bustos,democrat,FALSE,total,142659,229749,FALSE,20200424
2018,Illinois,IL,17,33,21,US House,18,gen,NA,FALSE,Junius Rodriguez,democrat,FALSE,total,95486,291413,FALSE,20200424
2018,Indiana,IN,18,32,22,US House,1,gen,NA,FALSE,Peter J. Visclosky,democrat,FALSE,total,159611,245209,FALSE,20200424
2018,Indiana,IN,18,32,22,US House,2,gen,NA,FALSE,Mel Hall,democrat,FALSE,total,103363,228889,FALSE,20200424
2018,Indiana,IN,18,32,22,US House,3,gen,NA,FALSE,Courtney Tritch,democrat,FALSE,total,86610,245537,FALSE,20200424
2018,Indiana,IN,18,32,22,US House,4,gen,NA,FALSE,Tobi Beck,democrat,FALSE,total,87824,244363,FALSE,20200424
2018,Indiana,IN,18,32,22,US House,5,gen,NA,FALSE,Dee Thornton,democrat,FALSE,total,137142,317177,FALSE,20200424
2018,Indiana,IN,18,32,22,US House,6,gen,NA,FALSE,Jeannine Lee Lake,democrat,FALSE,total,79430,241726,FALSE,20200424
2018,Indiana,IN,18,32,22,US House,7,gen,NA,FALSE,Andre D. Carson,democrat,FALSE,total,141139,217596,FALSE,20200424
2018,Indiana,IN,18,32,22,US House,8,gen,NA,FALSE,William Tanoos,democrat,FALSE,total,86895,244291,FALSE,20200424
2018,Indiana,IN,18,32,22,US House,9,gen,NA,FALSE,Liz Watson,democrat,FALSE,total,118090,271361,FALSE,20200424
2018,Iowa,IA,19,42,31,US House,1,gen,NA,FALSE,Abby Finkenauer,democrat,FALSE,total,170342,334243,FALSE,20200424
2018,Iowa,IA,19,42,31,US House,2,gen,NA,FALSE,Dave Loebsack,democrat,FALSE,total,171446,312913,FALSE,20200424
2018,Iowa,IA,19,42,31,US House,3,gen,NA,FALSE,Cindy Axne,democrat,FALSE,total,175642,356241,FALSE,20200424
2018,Iowa,IA,19,42,31,US House,4,gen,NA,FALSE,J.D. Scholten,democrat,FALSE,total,147246,313251,FALSE,20200424
2018,Kansas,KS,20,47,32,US House,1,gen,NA,FALSE,Alan LaPolice,democrat,FALSE,total,71558,224640,FALSE,20200424
2018,Kansas,KS,20,47,32,US House,2,gen,NA,FALSE,Paul Davis,democrat,FALSE,total,123859,264688,FALSE,20200424
2018,Kansas,KS,20,47,32,US House,3,gen,NA,FALSE,Sharice Davids,democrat,FALSE,total,170518,318301,FALSE,20200424
2018,Kansas,KS,20,47,32,US House,4,gen,NA,FALSE,James A. Thompson,democrat,FALSE,total,98445,242693,FALSE,20200424
2018,Kentucky,KY,21,61,51,US House,1,gen,NA,FALSE,Paul Walker,democrat,FALSE,total,78849,251016,FALSE,20200424
2018,Kentucky,KY,21,61,51,US House,2,gen,NA,FALSE,Hank Linderman,democrat,FALSE,total,79964,257345,FALSE,20200424
2018,Kentucky,KY,21,61,51,US House,3,gen,NA,FALSE,John A. Yarmuth,democrat,FALSE,total,173002,278720,FALSE,20200424
2018,Kentucky,KY,21,61,51,US House,4,gen,NA,FALSE,Seth Hall,democrat,FALSE,total,90536,261812,FALSE,20200424
2018,Kentucky,KY,21,61,51,US House,5,gen,NA,FALSE,Kenneth S. Stepp,democrat,FALSE,total,45890,218017,FALSE,20200424
2018,Kentucky,KY,21,61,51,US House,6,gen,NA,FALSE,Amy McGrath,democrat,FALSE,total,144736,302888,FALSE,20200424
2018,Louisiana,LA,22,72,45,US House,1,gen,NA,FALSE,Lee Ann Dugas,democrat,FALSE,total,18560,269325,FALSE,20200424
2018,Louisiana,LA,22,72,45,US House,1,gen,NA,FALSE,"""""Jim"""" Francis",democrat,FALSE,total,8688,269325,FALSE,20200424
2018,Louisiana,LA,22,72,45,US House,1,gen,NA,FALSE,Tammy M. Savoie,democrat,FALSE,total,44273,269325,FALSE,20200424
2018,Louisiana,LA,22,72,45,US House,2,gen,NA,FALSE,Cedric Richmond,democrat,FALSE,total,190182,235982,FALSE,20200424
2018,Louisiana,LA,22,72,45,US House,3,gen,NA,FALSE,"""""Rob"""" Anderson",democrat,FALSE,total,13477,245943,FALSE,20200424
2018,Louisiana,LA,22,72,45,US House,3,gen,NA,FALSE,"Mildred """"Mimi"""" Methvin",democrat,FALSE,total,43729,245943,FALSE,20200424
2018,Louisiana,LA,22,72,45,US House,3,gen,NA,FALSE,Larry Rader,democrat,FALSE,total,9692,245943,FALSE,20200424
2018,Louisiana,LA,22,72,45,US House,3,gen,NA,FALSE,Verone Thomas,democrat,FALSE,total,7815,245943,FALSE,20200424
2018,Louisiana,LA,22,72,45,US House,4,gen,NA,FALSE,Ryan Trundle,democrat,FALSE,total,72934,216872,FALSE,20200424
2018,Louisiana,LA,22,72,45,US House,5,gen,NA,FALSE,Jessee Carlton Fleenor,democrat,FALSE,total,67118,223946,FALSE,20200424
2018,Louisiana,LA,22,72,45,US House,6,gen,NA,FALSE,Justin Dewitt,democrat,FALSE,total,55089,268525,FALSE,20200424
2018,Louisiana,LA,22,72,45,US House,6,gen,NA,FALSE,"""""Andie"""" Saizan",democrat,FALSE,total,21627,268525,FALSE,20200424
2018,Maine,ME,23,11,2,US House,1,gen,NA,FALSE,Chellie Pingree,democrat,FALSE,total,201195,342053,FALSE,20200424
2018,Maine,ME,23,11,2,US House,2,gen,NA,FALSE,Jared F. Golden,democrat,FALSE,total,139231,281371,FALSE,20200424
2018,Maryland,MD,24,52,52,US House,1,gen,NA,FALSE,Jesse Colvin,democrat,FALSE,total,116631,306132,FALSE,20200424
2018,Maryland,MD,24,52,52,US House,2,gen,NA,FALSE,C.A. Dutch Ruppersberger,democrat,FALSE,total,167201,253302,FALSE,20200424
2018,Maryland,MD,24,52,52,US House,3,gen,NA,FALSE,John Sarbanes,democrat,FALSE,total,202407,292880,FALSE,20200424
2018,Maryland,MD,24,52,52,US House,4,gen,NA,FALSE,Anthony G. Brown,democrat,FALSE,total,209642,268583,FALSE,20200424
2018,Maryland,MD,24,52,52,US House,5,gen,NA,FALSE,Steny H. Hoyer,democrat,FALSE,total,213796,304209,FALSE,20200424
2018,Maryland,MD,24,52,52,US House,6,gen,NA,FALSE,David Trone,democrat,FALSE,total,163346,276974,FALSE,20200424
2018,Maryland,MD,24,52,52,US House,7,gen,NA,FALSE,Elijah Cummings,democrat,FALSE,total,202345,264710,FALSE,20200424
2018,Maryland,MD,24,52,52,US House,8,gen,NA,FALSE,Jamie Raskin,democrat,FALSE,total,217679,319330,FALSE,20200424
2018,Massachusetts,MA,25,14,3,US House,1,gen,NA,FALSE,Richard E. Neal,democrat,FALSE,total,211790,216900,FALSE,20200424
2018,Massachusetts,MA,25,14,3,US House,2,gen,NA,FALSE,James P. McGovern,democrat,FALSE,total,191332,284893,FALSE,20200424
2018,Massachusetts,MA,25,14,3,US House,3,gen,NA,FALSE,Lori Loureiro Trahan,democrat,FALSE,total,173175,279327,FALSE,20200424
2018,Massachusetts,MA,25,14,3,US House,4,gen,NA,FALSE,"Joseph P. Kennedy, III",democrat,FALSE,total,245289,251016,FALSE,20200424
2018,Massachusetts,MA,25,14,3,US House,5,gen,NA,FALSE,Katherine M. Clark,democrat,FALSE,total,236243,311324,FALSE,20200424
2018,Massachusetts,MA,25,14,3,US House,6,gen,NA,FALSE,Seth W. Moulton,democrat,FALSE,total,217703,333975,FALSE,20200424
2018,Massachusetts,MA,25,14,3,US House,7,gen,NA,FALSE,Ayanna S. Pressley,democrat,FALSE,total,216559,220411,FALSE,20200424
2018,Massachusetts,MA,25,14,3,US House,8,gen,NA,FALSE,Stephen F. Lynch,democrat,FALSE,total,259159,263307,FALSE,20200424
2018,Massachusetts,MA,25,14,3,US House,9,gen,NA,FALSE,Bill Keating,democrat,FALSE,total,192347,323928,FALSE,20200424
